y,default,age,balance,loan,day,duration,campaign,pdays,previous
1,0,80,8304,0,9,712,1,64,12
0,0,32,151,0,6,118,1,-1,0
0,1,48,-583,0,2,25,7,-1,0
0,0,49,1784,0,12,753,1,-1,0
0,0,30,3134,0,17,124,1,-1,0
0,0,27,49,0,30,208,2,-1,0
0,0,34,-346,0,13,136,4,-1,0
1,0,49,1623,0,19,1081,2,-1,0
0,0,48,60,0,7,376,2,339,7
0,0,40,17,0,4,78,1,-1,0
0,0,38,2008,0,18,354,1,-1,0
0,0,46,91,0,6,29,1,356,2
0,0,41,171,0,19,209,1,191,4
0,0,28,1027,0,14,433,1,-1,0
0,0,51,5801,0,29,147,2,-1,0
0,0,33,142,0,11,41,2,300,5
0,0,26,205,0,26,111,1,-1,0
0,0,34,852,0,14,108,2,-1,0
0,1,27,-584,0,7,411,2,-1,0
0,0,42,97,0,10,108,2,-1,0
1,0,45,204,0,3,224,2,-1,0
0,0,31,628,0,12,1083,2,-1,0
1,0,32,311,0,12,757,2,-1,0
0,0,39,1564,0,17,57,1,-1,0
0,0,26,856,1,30,95,5,-1,0
0,0,40,1509,0,15,144,2,124,1
0,0,52,-888,0,16,135,1,-1,0
0,0,40,226,0,15,176,2,-1,0
0,0,48,127,1,7,524,5,-1,0
0,0,31,413,0,13,65,1,-1,0
1,0,27,710,1,6,653,1,334,2
1,0,47,1233,0,11,91,1,100,2
1,0,28,171,0,10,93,1,-1,0
0,0,40,69,0,6,503,2,280,2
0,0,34,1499,0,13,186,1,327,2
0,0,29,751,0,23,121,2,-1,0
0,0,36,61,1,19,452,2,-1,0
1,0,83,425,0,22,883,1,140,1
0,0,55,2923,0,15,104,2,-1,0
0,0,43,99,0,29,24,3,-1,0
0,0,23,1021,0,19,79,9,-1,0
0,0,44,1146,0,4,178,2,-1,0
0,0,58,781,0,15,74,2,-1,0
0,0,29,1448,0,10,217,1,184,7
0,0,30,604,1,2,475,1,-1,0
0,0,29,-194,0,7,127,1,-1,0
0,0,41,0,0,11,101,1,-1,0
0,0,35,0,0,14,340,3,-1,0
0,0,31,1014,0,23,158,4,-1,0
0,0,27,73,0,29,242,1,-1,0
0,0,47,2597,0,16,323,1,-1,0
0,0,53,2627,1,16,18,30,-1,0
0,0,34,1906,0,14,68,3,-1,0
0,0,34,-319,1,9,134,4,-1,0
0,0,36,-296,0,14,113,3,-1,0
0,0,40,169,0,18,43,4,-1,0
0,0,37,556,0,17,200,2,-1,0
0,0,65,300,0,2,245,2,-1,0
0,0,53,751,0,16,343,4,-1,0
0,0,28,126,0,3,229,1,-1,0
0,0,33,-386,0,23,530,1,-1,0
0,0,56,379,0,13,58,5,-1,0
0,0,45,706,0,30,78,2,176,1
0,0,39,9121,0,5,147,1,-1,0
0,0,28,1466,0,25,40,1,-1,0
0,0,36,0,0,18,618,2,-1,0
0,0,41,951,0,20,23,4,-1,0
1,0,46,368,0,20,293,1,90,4
0,0,41,121,0,13,16,6,176,5
0,0,59,204,0,23,286,2,-1,0
0,0,24,299,0,6,209,1,321,1
0,0,34,4170,0,21,935,1,-1,0
0,0,40,-335,0,27,260,1,-1,0
0,0,42,3165,0,16,298,4,-1,0
0,0,50,254,0,15,397,2,337,1
0,0,25,553,0,17,113,4,479,1
0,0,51,518,0,17,76,1,-1,0
0,0,50,85,1,1,141,1,-1,0
0,0,37,603,0,23,773,2,-1,0
0,0,21,361,0,5,329,1,95,1
0,0,52,-98,0,7,423,1,-1,0
0,0,55,4424,0,5,67,4,-1,0
0,0,26,2610,1,2,626,1,-1,0
1,0,38,3234,0,18,578,2,-1,0
0,0,32,687,0,9,61,1,-1,0
0,0,31,631,0,23,248,4,-1,0
0,0,34,341,1,29,136,1,262,3
0,0,33,316,0,21,126,3,-1,0
0,0,35,2,0,28,653,3,-1,0
0,0,44,415,0,14,7,7,-1,0
0,0,48,507,0,9,528,1,-1,0
0,0,29,912,0,13,785,1,-1,0
0,0,50,0,0,9,243,5,-1,0
0,0,37,37,0,13,24,2,362,1
0,0,44,2524,0,19,82,1,-1,0
0,0,36,9019,0,11,952,3,-1,0
0,0,49,39,0,13,27,5,-1,0
0,0,31,0,0,5,143,1,-1,0
0,0,49,265,0,12,274,6,-1,0
1,0,35,0,0,16,1174,1,345,4
0,0,57,4012,0,20,915,1,-1,0
0,0,42,1520,0,5,115,1,-1,0
0,0,36,-140,0,26,222,2,-1,0
0,0,75,852,0,15,341,1,-1,0
0,0,38,578,0,21,112,2,-1,0
0,1,40,0,0,6,64,2,-1,0
1,0,38,2253,0,13,937,3,-1,0
0,0,34,1171,0,10,129,1,-1,0
0,0,29,452,0,11,59,1,-1,0
0,0,28,-97,0,29,79,1,225,2
0,0,79,4738,0,9,151,5,-1,0
0,0,51,467,0,19,83,1,-1,0
0,0,32,0,0,6,101,5,3,6
1,0,36,495,0,5,157,3,97,2
0,0,38,157,1,15,57,11,366,1
0,0,49,358,1,13,176,3,-1,0
0,0,42,292,0,11,222,3,-1,0
0,0,43,7343,0,2,217,4,-1,0
0,0,34,-563,0,26,252,1,-1,0
1,0,59,351,0,27,1063,5,-1,0
0,0,35,365,0,29,41,2,-1,0
0,0,33,13494,0,20,27,25,-1,0
0,0,34,846,0,17,758,2,-1,0
1,0,64,1574,0,29,301,3,-1,0
0,0,34,-28,0,16,574,1,-1,0
1,0,77,0,0,16,847,1,60,1
0,0,57,2927,1,30,78,5,-1,0
0,0,30,501,1,27,514,1,-1,0
1,1,56,1238,0,5,1558,1,-1,0
0,0,49,301,0,14,789,2,-1,0
0,0,73,1388,0,20,146,3,190,3
0,0,39,102,0,14,272,2,-1,0
0,0,57,13,0,8,323,2,368,2
0,0,32,413,0,11,712,2,-1,0
1,0,32,4665,0,21,860,2,-1,0
0,0,45,638,0,20,75,9,-1,0
0,0,32,101,0,19,191,4,-1,0
1,0,31,1224,1,24,1441,2,-1,0
0,0,49,1103,0,12,428,2,-1,0
0,0,29,3748,0,28,322,3,-1,0
0,0,55,955,0,29,104,1,-1,0
0,0,30,518,0,8,127,1,-1,0
1,0,45,1893,0,3,1259,6,-1,0
0,0,39,14,0,28,114,2,-1,0
0,0,36,-423,1,13,106,1,-1,0
0,0,33,3696,0,19,305,1,182,3
1,0,36,2987,0,12,307,1,-1,0
0,0,31,433,0,11,1504,2,-1,0
0,0,36,756,0,11,396,3,-1,0
0,0,38,0,0,1,71,1,-1,0
0,0,33,2727,0,6,205,3,-1,0
0,0,40,93,0,13,134,2,-1,0
1,0,31,1766,1,5,166,2,-1,0
0,0,39,124,0,31,81,5,-1,0
0,0,33,69,1,4,77,2,-1,0
1,0,53,0,0,12,80,2,-1,0
0,0,38,0,0,13,537,5,303,2
1,0,59,259,0,15,415,1,89,1
0,0,55,4103,0,19,291,1,-1,0
0,0,38,744,0,14,283,1,288,12
0,0,48,116,0,20,70,4,-1,0
0,0,53,70,0,5,611,2,-1,0
0,0,44,432,0,9,132,3,-1,0
0,0,57,1172,0,18,26,1,-1,0
0,0,29,9,0,11,262,3,-1,0
0,0,31,428,0,21,272,1,-1,0
0,0,35,7546,0,28,137,1,122,3
0,0,31,620,0,30,95,1,-1,0
0,0,35,8647,0,19,140,2,-1,0
0,0,40,192,0,16,71,11,-1,0
0,0,39,0,0,7,502,1,7,2
0,0,43,27733,0,3,164,7,-1,0
0,0,44,276,1,15,219,1,-1,0
1,0,29,113,0,12,328,2,183,4
0,0,40,782,0,14,224,2,-1,0
0,0,33,82,0,18,63,2,-1,0
0,0,46,1008,0,29,24,13,-1,0
0,0,27,6421,0,28,147,4,-1,0
0,0,26,443,0,30,84,3,-1,0
0,0,41,351,0,9,175,1,-1,0
0,0,34,5060,0,21,12,21,-1,0
0,0,39,-41,1,25,40,15,-1,0
0,0,27,-124,0,18,217,1,-1,0
0,0,31,79,1,23,235,11,-1,0
0,0,44,3945,0,28,255,1,-1,0
0,0,55,197,1,8,256,1,-1,0
0,0,51,837,0,30,41,2,-1,0
0,0,50,-94,1,25,75,1,-1,0
0,0,30,1743,0,5,192,4,-1,0
1,0,46,57,0,28,796,1,-1,0
0,0,49,635,0,25,220,3,-1,0
0,0,56,-113,1,12,614,2,-1,0
1,0,47,225,0,28,1126,4,-1,0
0,0,30,124,0,16,161,2,-1,0
0,0,36,475,0,25,141,3,-1,0
0,0,40,-7,1,25,697,1,-1,0
0,1,37,375,0,9,223,2,-1,0
1,0,42,936,0,30,931,1,-1,0
0,0,45,1415,0,17,483,1,116,1
0,0,34,0,0,17,63,2,-1,0
0,0,27,3638,0,11,271,5,-1,0
0,0,30,-99,0,15,144,5,-1,0
0,0,32,167,1,8,79,3,-1,0
0,0,46,19,0,21,171,1,-1,0
0,0,29,242,0,18,73,4,-1,0
0,0,53,13,0,28,69,1,-1,0
0,0,32,286,0,20,60,1,343,4
0,0,49,769,0,14,257,1,-1,0
0,0,35,93,0,4,198,2,88,1
0,0,38,1663,0,13,217,3,327,1
0,0,39,238,1,19,134,1,-1,0
0,0,34,2178,0,26,41,1,-1,0
0,0,42,792,1,19,611,2,175,12
0,0,35,871,0,6,216,3,-1,0
0,0,60,1025,0,6,388,8,-1,0
0,0,57,63,0,5,242,1,-1,0
0,0,31,16,0,7,387,1,-1,0
0,0,29,417,0,7,90,1,-1,0
0,0,41,3992,0,20,281,2,-1,0
0,0,46,2749,0,17,332,1,-1,0
1,0,33,133,0,4,218,1,-1,0
0,0,32,1721,0,21,650,2,-1,0
1,0,54,2171,1,18,1034,1,-1,0
0,0,37,4760,0,8,182,2,169,2
0,0,32,2979,0,25,156,1,-1,0
0,0,43,690,0,6,171,3,-1,0
0,0,50,203,0,19,265,1,127,4
0,0,34,322,0,20,10,3,-1,0
0,0,31,1210,0,16,350,1,-1,0
0,0,43,634,0,17,65,1,131,1
0,0,49,273,0,23,58,1,-1,0
0,0,22,47,0,3,69,3,-1,0
0,0,35,1100,1,29,127,2,-1,0
0,0,56,0,0,19,154,2,-1,0
0,0,53,0,0,31,36,4,-1,0
0,0,54,1544,1,5,85,7,196,3
0,0,32,6145,0,14,362,1,287,13
0,0,41,28,0,11,49,1,-1,0
0,0,40,1012,0,6,410,1,-1,0
0,0,33,245,1,8,253,3,-1,0
0,0,33,1998,0,19,570,1,-1,0
0,0,34,3990,0,24,633,7,-1,0
0,0,36,1328,0,6,82,4,-1,0
0,0,34,412,1,8,164,1,-1,0
0,0,55,229,1,9,175,3,-1,0
1,0,28,1562,0,15,659,4,-1,0
0,0,29,3432,0,17,139,2,-1,0
0,0,31,144,0,4,43,11,-1,0
0,0,52,1339,0,22,343,5,-1,0
0,0,54,386,1,19,74,1,152,1
0,0,43,7727,0,15,302,8,-1,0
0,0,55,204,0,14,455,13,-1,0
0,0,28,101,0,28,126,4,-1,0
0,0,45,728,1,18,107,1,-1,0
0,0,45,2418,0,14,120,1,-1,0
0,0,51,2934,0,18,727,4,-1,0
0,0,42,0,0,7,275,4,-1,0
0,0,43,181,0,28,41,1,-1,0
0,0,34,176,0,18,61,4,-1,0
0,0,36,49,0,15,232,2,365,5
0,0,37,2023,0,10,214,1,-1,0
0,0,50,372,0,11,21,1,-1,0
1,0,42,7702,0,16,138,2,-1,0
0,0,34,464,0,18,173,1,299,2
0,0,48,117,0,16,635,1,-1,0
0,0,47,104,1,14,77,2,-1,0
0,0,40,1041,0,12,73,1,-1,0
0,0,37,539,0,18,540,2,115,3
0,0,38,0,0,3,179,2,-1,0
0,0,29,406,0,17,119,1,-1,0
0,0,46,2558,0,20,107,1,167,1
0,0,26,484,0,19,48,2,-1,0
0,0,30,3516,0,29,447,4,-1,0
0,0,42,5639,0,17,430,2,-1,0
0,0,42,100,0,7,64,2,-1,0
0,0,31,1306,0,28,217,5,-1,0
0,0,37,815,0,7,77,1,-1,0
0,0,26,245,0,26,16,11,-1,0
0,0,54,191,0,4,753,2,-1,0
0,0,70,2815,0,26,125,2,182,1
0,0,29,3672,1,28,1210,1,-1,0
0,0,50,1572,0,9,185,1,-1,0
0,0,60,385,0,4,80,1,-1,0
0,0,32,29,0,19,156,2,-1,0
0,0,32,84,1,29,403,3,-1,0
0,0,34,876,0,17,145,2,-1,0
0,0,48,1499,0,12,17,7,-1,0
0,0,25,0,0,9,160,1,-1,0
0,0,32,6217,1,18,486,2,181,2
0,0,32,329,0,3,321,1,-1,0
0,0,47,162,0,9,203,4,-1,0
0,0,32,14533,0,31,646,3,198,2
1,0,49,151,0,8,97,3,-1,0
0,0,53,-2,1,16,144,2,-1,0
0,0,41,4684,0,20,30,6,-1,0
0,0,47,1149,1,15,82,2,-1,0
0,0,35,11,0,13,326,4,-1,0
0,0,33,8004,0,19,414,3,-1,0
0,0,49,1019,0,16,285,5,-1,0
1,0,46,1297,0,11,716,3,-1,0
0,0,29,415,1,28,449,4,-1,0
0,0,58,671,0,17,16,3,-1,0
0,0,40,2378,0,2,65,1,-1,0
0,0,34,417,0,18,138,1,-1,0
0,0,60,71,0,10,121,3,-1,0
0,0,43,1188,0,27,140,2,-1,0
0,0,50,8139,0,18,256,6,-1,0
0,0,33,249,0,31,61,4,-1,0
0,0,37,689,0,14,367,2,-1,0
0,0,55,203,0,14,9,5,174,12
0,1,45,-183,1,15,395,4,-1,0
0,0,47,3451,1,21,125,2,-1,0
0,0,58,116,0,16,580,3,-1,0
0,0,36,1746,0,7,15,1,316,1
0,0,55,0,0,30,119,2,-1,0
0,0,31,897,0,20,26,2,-1,0
0,0,38,821,1,17,224,2,180,1
0,0,42,130,0,29,285,1,-1,0
0,0,32,1,0,8,399,4,-1,0
0,0,39,8,0,30,88,3,-1,0
0,0,41,55,0,6,185,4,-1,0
0,0,59,699,0,28,98,1,154,6
0,0,42,759,0,28,97,1,169,3
0,0,33,687,0,14,72,2,370,1
0,0,53,4968,0,6,109,1,87,2
0,0,43,1211,0,6,208,3,-1,0
1,0,39,426,0,18,1029,1,-1,0
0,0,27,376,1,5,273,1,-1,0
0,0,39,12,0,23,130,1,-1,0
0,0,27,23,0,26,590,2,-1,0
0,0,33,353,0,19,107,2,-1,0
0,0,29,330,0,12,88,2,-1,0
0,0,33,0,0,13,305,2,-1,0
0,0,41,353,0,19,90,2,-1,0
0,0,38,2273,0,17,222,1,-1,0
0,0,30,0,0,9,127,1,-1,0
0,0,58,744,0,28,38,1,-1,0
0,0,37,608,0,14,380,3,-1,0
0,0,36,356,0,7,244,3,313,1
0,0,45,1291,0,28,189,17,-1,0
0,0,23,-306,0,4,217,2,-1,0
1,0,53,306,0,28,388,3,181,1
0,0,44,-312,0,20,22,3,-1,0
0,0,32,493,0,13,289,2,-1,0
0,0,32,71,0,21,221,8,-1,0
0,0,38,669,1,31,129,2,-1,0
0,0,47,556,0,4,147,2,264,4
0,0,34,84,0,23,299,1,-1,0
0,0,52,108,0,15,543,12,-1,0
0,0,45,-11,0,5,247,1,-1,0
0,0,50,1164,0,8,166,2,-1,0
1,0,52,-191,0,15,755,1,-1,0
0,0,37,132,0,27,336,2,-1,0
0,0,51,2237,0,29,619,1,-1,0
0,0,32,4761,0,5,159,2,350,2
0,0,33,-346,1,23,29,3,-1,0
0,0,28,655,0,4,606,2,-1,0
0,0,66,1048,0,23,971,2,-1,0
0,0,31,0,0,28,231,2,-1,0
0,0,35,624,0,7,163,1,-1,0
1,0,47,1784,0,19,385,2,-1,0
0,0,36,1281,0,24,119,2,-1,0
0,0,32,569,1,29,348,1,-1,0
0,0,34,1666,0,31,30,1,-1,0
0,0,40,168,0,7,249,2,169,1
0,0,33,263,0,4,119,2,-1,0
0,0,39,-405,0,8,177,1,-1,0
0,0,38,279,0,28,110,5,-1,0
1,0,32,0,0,18,594,4,-1,0
0,0,65,300,0,12,105,1,-1,0
0,0,34,415,0,12,123,1,-1,0
0,0,34,0,1,6,172,4,-1,0
0,0,42,1322,1,8,178,1,-1,0
0,0,31,1062,1,6,230,1,-1,0
0,0,47,302,0,20,89,3,-1,0
0,0,44,809,0,15,118,4,-1,0
0,0,38,-278,0,28,143,2,-1,0
0,0,28,3238,0,19,7,1,-1,0
0,0,46,751,0,13,104,2,-1,0
0,0,51,-28,1,2,220,2,-1,0
0,0,42,0,0,20,85,2,-1,0
1,0,37,2442,0,16,91,3,-1,0
0,0,58,1798,0,5,19,8,-1,0
1,0,43,132,0,19,574,1,84,3
0,0,36,260,0,7,49,1,-1,0
0,0,34,7,1,2,171,2,193,2
1,0,31,3283,0,2,258,1,73,1
0,0,49,323,0,18,41,2,-1,0
0,0,54,2960,0,20,83,1,-1,0
0,0,29,486,0,30,95,1,-1,0
0,0,51,343,0,30,78,2,-1,0
0,0,40,507,0,2,134,1,266,7
1,0,35,5958,0,22,215,1,-1,0
1,0,25,304,0,26,226,2,-1,0
1,0,32,118,0,17,1275,1,-1,0
0,0,30,123,1,17,66,1,85,5
0,0,38,76,0,7,196,3,-1,0
1,0,46,70,0,27,229,2,-1,0
0,0,43,960,1,15,241,2,-1,0
0,0,32,2185,0,20,354,2,-1,0
0,0,29,309,0,11,471,3,-1,0
0,0,56,2190,1,30,90,2,232,1
0,0,57,0,0,5,58,8,-1,0
0,0,38,3732,0,21,379,2,-1,0
0,0,51,1550,0,20,12,5,-1,0
0,0,35,62,1,30,67,1,-1,0
0,0,37,704,0,18,165,7,-1,0
1,0,48,4415,0,8,1032,3,141,7
0,1,30,4,0,23,84,3,-1,0
0,0,60,262,0,18,393,4,-1,0
0,0,56,238,0,19,808,1,-1,0
0,0,45,97,0,7,923,3,-1,0
0,0,38,410,0,11,63,6,-1,0
0,0,20,1191,0,12,274,1,-1,0
0,0,59,-47,0,27,84,4,-1,0
1,0,34,197,0,20,78,3,-1,0
0,0,36,6,0,20,41,7,-1,0
1,0,53,2398,0,2,317,1,180,2
0,0,51,630,0,5,138,1,-1,0
0,0,58,235,0,27,88,4,-1,0
0,0,48,1910,0,29,413,2,-1,0
0,0,56,3172,0,5,139,1,-1,0
0,0,51,872,0,8,82,2,-1,0
0,0,35,407,0,20,12,6,-1,0
1,0,40,100,0,11,221,1,461,1
0,0,59,345,0,9,38,1,-1,0
0,0,44,2058,1,21,661,1,-1,0
1,0,49,889,0,7,388,1,-1,0
0,0,35,0,0,28,151,7,-1,0
0,0,41,51,0,25,140,8,-1,0
0,0,55,150,0,8,124,1,-1,0
0,1,51,34,1,7,200,1,-1,0
0,0,27,795,0,6,101,3,-1,0
0,0,57,282,1,7,261,12,-1,0
0,0,51,2139,0,17,176,2,-1,0
0,0,38,-469,0,16,209,12,-1,0
1,0,49,197,0,13,223,1,182,2
0,0,40,825,0,20,38,1,335,1
0,0,47,3232,0,6,541,1,204,3
0,0,48,1598,0,29,84,1,-1,0
0,0,47,871,0,22,602,9,-1,0
0,0,56,83,0,27,26,11,-1,0
1,0,29,1445,0,26,328,2,143,2
1,0,38,226,0,30,762,3,-1,0
0,0,32,-55,0,26,107,4,-1,0
0,0,42,243,0,14,46,5,-1,0
0,0,30,-336,0,10,128,6,-1,0
0,0,26,3672,0,29,360,5,-1,0
1,0,35,0,0,9,524,1,96,5
0,0,35,251,1,1,128,3,-1,0
0,0,35,44,0,7,310,2,96,2
1,0,57,2887,0,21,819,10,-1,0
0,0,29,1992,0,8,202,1,87,2
0,0,32,2,0,9,144,2,-1,0
0,0,45,1415,0,24,311,1,-1,0
1,0,51,297,0,15,415,4,375,1
0,0,31,1094,0,12,93,8,-1,0
0,0,50,-84,0,6,101,1,-1,0
0,0,38,-1,0,7,72,1,-1,0
0,0,37,347,0,22,282,1,-1,0
0,0,35,1253,0,19,210,2,-1,0
0,0,37,4565,0,4,369,1,-1,0
0,0,28,781,0,9,125,6,-1,0
0,0,38,7124,0,16,301,6,-1,0
0,0,43,17555,0,26,14,14,-1,0
0,0,43,5172,0,29,57,3,-1,0
0,0,56,15520,0,18,420,1,-1,0
0,0,32,13711,0,14,638,1,175,3
0,0,58,1533,0,15,137,2,-1,0
0,0,47,286,0,22,557,7,-1,0
0,0,31,-219,0,30,66,2,-1,0
0,0,38,0,0,20,206,1,-1,0
0,0,50,810,0,14,19,14,-1,0
0,0,32,300,0,6,166,2,-1,0
0,0,37,1175,0,15,102,1,333,2
0,0,39,0,0,2,46,2,-1,0
0,0,40,113,0,4,126,1,-1,0
0,0,41,641,0,13,161,1,-1,0
0,0,45,1477,0,8,355,1,-1,0
0,0,31,0,0,14,40,2,-1,0
0,0,54,8,0,14,143,1,-1,0
0,0,39,399,1,14,133,2,-1,0
0,1,56,-435,1,9,185,2,-1,0
0,0,35,2830,0,20,22,12,-1,0
0,0,34,15,0,25,184,7,-1,0
0,0,31,125,0,22,78,2,-1,0
0,0,38,45,0,22,125,4,-1,0
0,0,41,13,0,5,189,2,-1,0
0,0,44,0,0,9,300,1,-1,0
0,0,49,579,0,28,396,1,-1,0
0,0,30,432,0,20,340,3,-1,0
0,0,31,1987,0,20,55,2,-1,0
0,0,34,857,0,22,238,6,-1,0
0,0,70,15834,0,5,172,3,186,1
0,0,45,3370,0,12,36,3,-1,0
0,0,31,6290,0,20,303,2,-1,0
0,0,57,808,0,14,417,3,-1,0
0,0,40,4075,0,16,162,3,-1,0
0,0,28,373,0,14,10,9,344,1
0,0,44,-101,0,10,99,1,-1,0
0,0,49,3250,0,16,32,3,-1,0
0,0,46,1375,0,17,308,3,-1,0
0,0,34,180,0,16,298,3,-1,0
0,0,58,175,0,12,92,4,-1,0
0,0,52,381,1,25,288,12,-1,0
0,0,27,2171,0,16,130,1,323,1
0,0,48,340,0,28,255,2,-1,0
0,1,33,10,1,18,167,5,-1,0
0,0,46,4958,0,17,64,3,150,5
0,0,51,21244,1,4,166,2,-1,0
1,0,31,156,0,13,657,7,-1,0
0,0,35,473,1,26,434,4,-1,0
0,0,37,781,0,20,75,1,-1,0
0,0,60,0,0,23,40,1,-1,0
0,0,40,1819,0,5,398,2,-1,0
0,0,50,4374,0,21,163,2,113,3
0,0,34,456,1,28,137,8,-1,0
0,0,32,253,0,4,257,3,-1,0
0,0,36,774,0,3,231,2,259,1
0,0,32,-59,1,4,192,1,-1,0
0,0,40,-81,1,23,186,1,-1,0
0,0,37,0,0,6,226,1,363,3
0,0,57,0,0,21,67,1,-1,0
0,0,46,-3,0,28,205,2,-1,0
0,0,31,2488,0,20,14,1,-1,0
1,1,39,3,0,6,488,1,-1,0
0,0,35,839,0,23,50,3,-1,0
0,0,32,103,0,23,312,1,-1,0
0,0,44,316,0,21,163,3,-1,0
0,0,41,1680,0,2,76,2,-1,0
0,0,59,7179,0,5,150,1,-1,0
0,0,39,247,0,17,244,2,-1,0
1,0,54,8295,0,5,207,1,-1,0
0,0,27,261,1,18,113,1,-1,0
1,0,51,95,0,23,1309,4,-1,0
0,0,33,291,0,25,72,6,-1,0
0,0,38,2240,0,19,551,1,183,1
0,0,52,0,0,19,163,3,-1,0
0,0,54,1295,0,21,179,10,-1,0
0,0,33,324,0,13,217,2,-1,0
0,0,50,669,0,2,88,1,-1,0
0,0,39,4143,1,2,21,1,-1,0
1,0,34,2646,0,14,142,1,-1,0
0,0,41,618,0,5,1056,1,-1,0
0,0,48,541,0,14,72,1,363,2
0,0,38,434,0,20,411,1,-1,0
0,0,34,622,0,21,145,1,-1,0
0,0,32,0,0,8,80,2,-1,0
0,0,48,99,0,28,344,1,-1,0
0,0,28,290,0,18,128,1,-1,0
1,0,47,1230,0,30,412,1,169,1
0,0,32,45,1,14,908,3,344,7
0,0,32,923,0,17,819,4,-1,0
0,0,38,950,0,5,210,2,-1,0
0,0,86,1503,0,18,165,3,101,1
0,0,47,65,0,28,118,8,-1,0
0,0,42,-679,1,6,159,1,343,2
0,0,44,773,1,9,618,1,-1,0
0,0,25,10788,0,23,102,2,210,2
0,0,34,991,0,6,89,1,344,1
1,0,34,247,0,8,401,2,-1,0
0,0,53,4143,0,15,200,3,-1,0
0,0,42,-406,0,30,152,5,-1,0
0,0,30,180,0,14,203,1,183,2
1,0,26,-887,0,18,827,2,-1,0
0,0,40,4157,0,15,735,1,-1,0
0,0,34,1386,1,28,185,6,-1,0
0,0,34,2211,0,8,149,1,-1,0
0,0,40,-495,1,29,303,2,-1,0
0,0,36,27359,0,3,71,2,-1,0
0,0,34,440,0,6,445,2,345,2
0,0,32,135,0,18,232,2,-1,0
0,0,39,-735,0,30,144,5,248,2
0,0,36,60,0,19,209,2,-1,0
1,0,39,902,0,10,691,2,180,5
0,0,33,18347,0,23,415,1,-1,0
0,0,34,-72,0,7,273,5,-1,0
1,0,42,1205,0,8,376,2,-1,0
0,0,46,499,0,31,37,10,-1,0
0,0,32,656,1,20,148,2,-1,0
0,0,27,100,0,16,57,2,-1,0
0,0,35,69,0,8,461,3,-1,0
0,0,53,619,0,17,198,6,-1,0
0,0,29,192,0,30,327,4,-1,0
0,0,35,0,0,29,669,6,-1,0
0,0,49,87,0,29,165,1,-1,0
0,0,58,3228,0,19,58,2,-1,0
1,0,40,1361,0,29,1473,1,-1,0
0,0,19,0,0,11,123,3,-1,0
0,0,30,34,0,6,289,1,-1,0
0,0,34,318,1,25,239,5,-1,0
0,0,60,197,0,7,1386,1,-1,0
1,0,28,0,0,28,294,2,105,7
1,0,46,273,0,18,910,2,184,4
0,0,49,15,0,27,550,7,-1,0
0,0,59,7813,0,21,75,1,-1,0
0,0,44,-27,1,14,100,3,-1,0
0,0,33,75,0,21,204,4,-1,0
0,0,54,1139,0,14,155,1,177,7
0,0,26,115,0,4,46,3,-1,0
0,0,54,0,0,16,1366,1,150,1
1,0,48,7195,0,21,609,2,-1,0
1,0,30,-477,1,21,1532,2,-1,0
1,0,29,1026,0,12,226,1,92,1
0,0,51,3921,0,5,168,1,-1,0
1,0,53,980,0,3,352,1,-1,0
0,0,43,-179,0,30,335,6,-1,0
0,0,34,2552,1,25,74,1,-1,0
0,0,40,1729,0,12,85,1,-1,0
0,0,43,434,0,5,117,1,-1,0
0,0,33,-300,1,25,184,1,-1,0
0,0,66,4785,0,13,72,3,-1,0
0,0,44,-329,0,7,171,1,-1,0
0,0,33,0,0,22,44,8,-1,0
0,0,31,391,0,13,336,2,-1,0
1,0,71,4657,0,16,93,5,-1,0
1,0,22,3472,0,20,332,1,183,3
0,0,46,705,0,4,398,1,-1,0
0,0,32,255,1,21,86,2,-1,0
0,0,45,4365,1,9,45,2,-1,0
0,0,32,350,0,28,110,2,-1,0
0,0,49,474,1,9,152,3,221,1
1,0,27,489,0,30,356,4,-1,0
0,0,46,757,0,16,382,3,-1,0
0,0,37,695,0,28,233,1,-1,0
0,1,30,-770,0,28,87,1,-1,0
0,0,44,80,1,14,387,2,-1,0
0,0,45,315,0,30,103,1,-1,0
1,0,27,213,0,27,378,1,-1,0
0,0,57,0,0,9,257,2,-1,0
0,0,66,2169,0,7,282,1,-1,0
0,0,40,212,0,7,176,1,-1,0
0,0,48,333,0,14,24,6,-1,0
0,0,33,4404,0,20,766,3,-1,0
1,0,42,257,0,12,955,2,-1,0
0,0,47,3188,0,3,426,3,-1,0
0,0,27,3083,0,29,244,2,-1,0
0,0,78,226,0,6,136,1,-1,0
0,0,50,1260,0,18,172,1,-1,0
0,0,46,1410,0,19,93,1,189,8
1,0,41,6046,1,15,300,6,182,2
0,0,36,980,0,11,118,4,104,7
0,0,49,-37,0,4,191,2,-1,0
0,0,46,-154,1,27,107,2,-1,0
0,0,77,680,0,24,513,2,89,7
0,0,30,799,1,6,91,18,-1,0
0,1,43,-1164,1,18,76,4,-1,0
0,0,44,2523,0,29,1236,2,-1,0
0,0,40,98,0,2,193,5,-1,0
0,0,38,3419,0,20,324,5,-1,0
1,0,25,343,0,1,377,1,-1,0
0,0,49,852,0,20,408,1,-1,0
0,0,33,50,0,7,246,2,-1,0
0,0,40,0,0,26,58,7,-1,0
0,0,44,10,0,17,196,1,-1,0
0,0,32,950,1,20,219,4,-1,0
0,0,52,0,0,9,197,1,-1,0
