Loan Status,Term,Current Loan Amount,Annual Income
1,0,741884,1367772
1,1,263296,1231675
0,0,525778,5297656
1,1,430320,1576088
0,0,242110,952147
1,0,152702,941925
1,1,262372,1359526
1,0,176572,1029287
1,0,113740,704235
1,0,218394,1697517
1,0,173272,1122330
1,1,450824,973370
0,0,263384,928777
1,0,326150,1220560
0,1,379984,866115
1,0,366388,998241
1,0,258720,621737
1,1,90112,1070194
0,0,217096,749968
1,1,668712,1867320
0,0,67474,573135
1,0,91476,994441
1,0,160248,1287896
1,0,161612,933660
1,0,129052,1058851
1,0,664092,1758830
0,0,430012,909872
1,0,132506,782040
1,0,87846,3170701
0,1,452408,951292
0,0,153802,1518024
1,0,157256,814910
0,0,175714,720841
0,0,93874,828856
1,0,44132,832580
1,1,546546,2042196
1,1,262372,1359526
1,1,541200,1655375
1,0,242418,1199033
1,1,351956,1462848
1,0,99999999,1254418
1,0,129294,844911
0,1,440704,1256014
0,0,311806,897636
1,0,161612,933660
1,1,351956,1462848
1,1,436502,1905985
1,0,110858,536142
0,0,156728,670662
1,0,392524,1224132
1,1,645414,2229612
1,0,263384,758252
1,1,553080,1146384
1,1,485210,1127460
1,0,222222,1247483
1,0,222134,748182
1,0,318978,1396576
1,0,62678,677711
0,0,289916,744458
1,0,346258,1446945
0,0,185130,713792
1,0,61424,931988
0,0,330198,1520912
1,0,263318,1042283
0,0,361284,929423
1,0,129052,1058851
1,0,125840,776264
0,0,157410,689263
0,1,518562,1068617
1,0,429308,1177183
0,0,326810,1223030
1,0,99999999,754680
0,1,781638,1542952
1,1,177628,719131
0,0,330264,1091094
1,0,157476,750348
1,0,216436,1308454
1,0,218394,1697517
1,0,318978,1396576
1,0,179102,431224
1,0,99999999,1525472
1,0,110330,762280
0,1,229262,496907
1,1,547756,2073869
0,1,293326,1151514
1,1,99999999,1928500
1,0,99999999,960469
1,0,303600,1525472
1,1,351824,1709145
0,0,158488,838071
1,0,223630,1931350
0,1,224378,1259586
1,0,163306,754680
1,0,221628,1110151
0,0,301136,1281759
1,0,62678,677711
1,1,256366,1401858
0,0,139634,842194
1,0,99999999,576555
1,0,218262,753996
1,0,128810,1891298
0,1,398156,957011
1,1,99999999,1905985
0,0,130262,750044
1,0,167640,764484
1,1,450824,973370
1,1,418550,1693204
1,0,646932,2309355
1,0,66572,2108183
1,1,697180,1619123
0,0,633952,1306345
1,0,667084,1313641
0,1,143814,679231
1,0,198902,668002
0,0,112618,1458782
1,1,762300,1641182
1,0,277882,867407
1,1,99999999,1012548
1,0,177804,575814
1,0,99999999,679307
1,1,353672,681986
0,1,223454,936795
1,0,107954,652631
1,0,325424,1011731
1,1,591866,1022333
1,1,543752,1686706
1,0,202532,1791168
1,0,219868,1234259
1,0,110572,859370
1,1,502150,1012548
1,1,353672,681986
1,1,591866,1022333
1,1,262680,1625830
1,1,262680,1625830
0,0,160644,732260
0,1,532906,1278472
0,0,262768,901740
0,0,213950,661618
1,0,219868,1234259
0,0,261272,1253525
1,1,379874,1199831
1,0,588764,1579337
0,0,89716,1936860
1,0,546260,1887080
1,0,152196,1295667
1,1,99999999,1159152
1,0,304304,1019711
1,0,165066,533976
1,0,296538,1094153
1,0,99999999,1019711
0,0,149952,519935
0,0,172568,792338
0,0,151492,439318
1,0,182006,935655
0,0,229636,1048876
1,0,99999999,663480
0,1,479336,1105192
1,1,324918,1159152
1,0,202532,1791168
0,1,249216,729885
0,0,89364,1010971
1,0,351582,1290442
0,0,326018,2158571
0,1,564388,1525016
1,0,155650,1213511
0,0,257796,1632708
1,0,93720,1349152
1,0,177804,575814
1,0,93720,1349152
1,0,43912,333621
1,0,71456,569601
1,1,379874,1199831
1,1,234234,1059630
1,0,106920,615657
0,0,132396,1378277
1,0,71456,1378277
0,0,108966,1378277
1,0,171908,1378277
0,0,220110,1378277
1,0,43912,1378277
0,0,129492,1378277
1,0,568810,1378277
1,0,323268,1378277
1,1,225324,1378277
1,0,542366,1378277
1,1,435248,1378277
1,0,276980,1378277
1,1,543752,1378277
1,1,234234,1378277
1,0,178662,1378277
0,0,231726,1378277
1,1,176264,1378277
0,0,80102,1378277
1,0,182688,1378277
1,0,67166,1378277
1,0,284372,1378277
1,0,172392,1378277
1,0,198110,1378277
1,0,193776,1378277
1,1,645414,1378277
1,0,45672,1378277
0,0,122540,1378277
1,1,547580,1378277
1,0,433268,1378277
1,1,177628,1378277
0,1,262768,1378277
1,0,38390,1378277
0,1,647834,1378277
0,0,218130,1378277
0,0,121176,1378277
1,0,44550,1378277
1,0,146300,1378277
1,0,315524,1378277
1,0,386496,1378277
0,1,410652,1378277
1,0,373274,1378277
0,0,118470,1378277
1,0,450164,1378277
1,1,523820,1378277
1,0,262240,1378277
1,0,66968,1378277
1,0,110330,1378277
1,0,205942,1378277
1,0,218196,1378277
1,0,154704,1378277
1,1,491436,1378277
1,0,44660,1378277
1,1,546546,1378277
1,0,143044,1378277
1,0,223168,1378277
1,0,213708,1378277
0,0,258698,1378277
1,0,179454,1378277
1,0,87846,1378277
1,0,172436,1378277
0,0,167618,1378277
1,0,121528,1378277
0,0,33770,1378277
1,0,129712,1378277
1,0,166650,1378277
1,1,263296,1378277
1,0,89144,1378277
0,0,202884,1378277
1,0,296978,1378277
1,0,111408,1378277
1,0,106062,1378277
1,0,64790,1378277
0,0,104346,1378277
0,0,302148,1378277
1,0,134288,1378277
0,1,416174,1378277
0,1,460394,1378277
1,0,134442,1378277
0,0,161964,1378277
1,0,173910,1378277
1,1,762300,1378277
1,0,55154,1378277
1,1,541200,1378277
1,1,221034,1378277
1,1,351824,1378277
1,1,548636,1378277
1,0,129272,1378277
1,0,99999999,3244535
1,1,269258,965029
1,0,99999999,863512
1,1,584562,1682811
1,0,174680,1378277
1,0,99999999,721069
1,0,99999999,1530184
1,0,99999999,570798
1,0,76010,2138279
1,0,153120,1378277
1,0,99999999,647748
1,0,99999999,2027376
1,0,120868,931950
0,1,343486,1653437
0,0,108724,1378277
1,0,422158,1481525
1,0,78848,1385746
1,0,99999999,1747658
1,0,382008,2027376
1,0,73106,1457205
1,0,120868,931950
0,0,186956,526927
1,1,99999999,1180489
0,0,89958,814055
1,0,134266,577106
1,0,187726,1220104
1,1,584562,1682811
1,0,107250,401261
1,0,336710,1378277
1,1,262438,1180489
1,0,216458,972097
1,0,223410,702316
1,0,422158,1481525
1,0,585618,3244535
1,0,327602,1358006
1,0,99999999,1385746
1,0,219208,761007
1,0,108504,1378277
1,0,67408,1378277
1,0,174680,761444
1,0,73106,1457205
1,0,174658,1791282
1,0,430408,3066657
0,0,395890,949715
1,0,117546,771571
0,0,180378,1168386
1,0,99999999,902557
1,0,67408,1164282
0,0,131626,473632
1,0,53328,1378277
1,1,770396,1596798
1,1,269258,1378277
1,0,103642,1715491
1,0,117546,771571
1,0,53328,588753
0,0,220264,1521824
1,0,99999999,1203821
1,0,218834,1378277
1,0,99999999,2523960
1,0,220616,1378277
1,0,238568,1378277
0,0,156112,1348164
1,0,77000,674044
1,0,111914,1063183
1,0,40524,671194
1,1,287386,700967
1,0,167772,835943
1,1,268466,2318532
1,0,163856,724565
1,0,48928,939075
0,0,119636,373464
1,0,105468,1555891
1,0,32186,352127
1,0,224510,1745055
1,0,158994,810578
1,0,65538,1415025
1,1,158246,1594404
1,0,21978,1366081
1,0,56254,911316
1,1,237424,1215145
1,0,155254,2048618
1,1,556182,1263329
1,0,108658,1294869
1,0,33748,291536
0,0,67078,579234
1,0,339636,895071
1,0,422048,1016766
1,1,355278,1250447
1,0,259776,1251796
1,0,180708,1021915
1,0,265738,860643
0,1,431200,1042720
1,1,429836,887224
0,0,280896,1552528
1,0,246334,949715
1,0,227084,1211364
1,0,130240,1160463
1,0,108658,938315
1,0,227084,1211364
1,0,25828,520448
0,0,292446,2236395
1,1,429836,887224
1,0,107184,915952
1,0,64878,4202762
1,0,60676,1684179
1,0,443762,2475681
1,0,187968,483778
1,0,249150,1484641
1,0,134354,1160406
1,0,152086,1350900
1,0,625856,2415147
1,0,222398,1248471
1,0,134288,869801
1,0,191598,1109372
1,0,65384,771685
1,1,334180,1455210
1,0,137852,419083
1,0,298320,936890
1,0,96888,1665730
1,0,66154,990166
1,0,88550,984656
0,0,325622,1043328
1,0,296538,541196
1,0,151580,1454640
1,0,568722,1609167
0,0,139568,847571
1,0,216216,663537
1,1,556182,1263329
1,0,93060,1746746
1,0,200112,3013856
0,0,255882,638723
1,0,154506,336357
1,0,156090,741152
1,0,43164,1453842
0,0,111254,2017743
1,0,42504,473879
1,0,100166,1691722
1,0,65098,1780091
1,0,64878,4202762
1,0,67122,676381
0,1,90156,389272
0,0,91014,685976
1,0,44022,479332
1,1,237424,1215145
1,0,211948,648774
1,0,211948,648774
0,0,272602,1518936
1,0,196636,1113267
1,0,65384,771685
1,1,262856,1128847
0,1,343596,1094210
1,1,371030,1092101
1,0,173800,600400
1,0,191576,1045304
1,1,269720,1455932
1,0,413248,1717695
1,0,64372,1704642
1,1,443696,1130424
1,0,231704,1524560
0,0,287474,732754
1,1,452540,1191072
1,0,179454,1484888
0,1,87340,1527296
0,1,225368,1654406
1,0,121264,625328
1,0,233354,606081
1,0,25828,520448
1,0,568722,1609167
1,0,179454,1484888
1,0,476036,3614484
0,1,610456,2256212
1,0,87912,1503451
0,0,661584,1961693
0,1,351538,929784
1,0,122716,695571
1,0,155452,1108992
1,1,443696,1130424
1,0,257708,1762041
0,0,212234,1215734
1,0,276694,796537
0,0,221562,1014144
1,0,259776,1251796
1,0,298320,936890
0,0,288640,1246362
1,0,217228,1500848
1,0,112486,971375
1,0,122716,695571
1,0,265738,860643
1,0,152086,1350900
1,0,167772,835943
1,1,266640,1093830
1,0,257708,1762041
0,0,110154,1426995
1,0,111474,962730
0,1,524964,1157556
1,1,461824,2943822
1,0,42504,473879
1,0,43912,350132
1,0,80784,232579
1,0,106920,1346625
1,0,326238,1634152
1,0,176638,1977444
1,0,25740,611325
0,0,70158,206017
1,0,114488,876831
1,0,261800,1036336
1,0,117370,1358063
1,0,87670,927466
1,0,136158,835791
1,0,43164,1453842
1,0,219428,2539388
1,1,224796,815404
1,0,90046,933166
0,1,547250,1512248
1,0,117370,1358063
1,0,21648,448609
0,0,134376,574465
0,0,242066,597645
1,0,196680,1415462
1,0,138116,354540
1,0,160072,570893
1,0,178310,1251188
1,0,90222,878788
1,0,112486,971375
1,0,67628,794200
1,1,461824,2943822
1,1,476762,1143762
1,1,334180,1455210
1,0,58608,1033714
1,1,403898,1027349
1,1,451000,2531750
0,0,99264,990565
1,0,32538,779418
1,0,260370,838508
1,0,90750,1026228
1,1,299024,707788
1,0,61292,2359116
1,0,266376,2108810
1,0,261910,1225253
1,0,58608,1033714
1,0,106920,1346625
0,0,210144,828343
1,1,355278,1250447
0,1,217052,1379666
1,0,153208,3179289
0,1,215468,1830669
1,0,70224,691771
1,0,107536,1387874
1,0,96888,1665730
1,0,233354,606081
1,0,224488,969380
1,1,403898,1027349
1,1,112508,233168
1,0,176792,591660
1,1,476762,1143762
1,0,154506,336357
1,0,191598,1109372
0,1,314622,1552680
1,0,174592,1541584
1,0,43912,350132
1,0,370414,1597235
1,0,162998,553489
1,1,452540,1191072
0,0,21670,785783
1,0,66638,774516
1,0,218196,1978641
1,0,64372,1704642
1,0,134420,2128456
1,0,87670,927466
1,0,86988,638514
1,0,109670,852359
0,1,246554,929860
1,0,282722,713697
0,0,61996,394497
1,0,324302,933565
1,0,348898,1138860
0,0,151910,1012054
0,0,43406,918346
1,0,780934,2312376
1,0,160270,1049085
0,0,223476,675507
1,0,108284,907117
1,0,21802,376580
1,0,263384,1010249
1,1,361922,663005
0,1,405196,1261315
1,0,352066,817171
1,1,580162,2226876
1,0,780934,2312376
1,0,352066,817171
0,1,425414,1030997
0,1,675708,1770154
1,1,784102,1928880
1,1,514140,2224919
1,0,88880,173793
1,1,784102,1928880
1,1,361922,663005
1,1,778008,1810339
1,1,432476,850003
1,1,453464,2051335
1,0,251438,1036336
1,1,432476,850003
1,1,456016,939930
1,0,135256,700834
1,0,347446,2090779
1,0,260018,1890025
1,0,67408,970140
0,1,78144,749816
1,1,514140,2224919
1,0,220880,1041542
0,0,529210,1654235
1,1,496650,932425
1,0,215028,557118
1,0,21802,376580
1,0,189156,457235
1,0,348898,1138860
1,0,168828,1215126
1,0,228822,1185752
1,0,189398,836912
0,0,108174,3176382
0,0,30514,564756
0,0,256476,1022314
1,0,311410,1031624
1,0,123310,722646
1,0,222332,1977748
1,0,70092,472910
1,1,505428,1678878
1,0,70092,472910
1,0,223806,1507631
0,0,357918,869364
0,0,268070,665532
1,0,88880,173793
0,0,408584,1049085
1,0,302610,1120050
1,0,160270,1049085
0,0,220000,570000
0,0,192522,937726
0,1,337964,1945790
0,0,134882,1553136
0,0,322410,1410788
0,0,444928,873525
0,0,436260,3014160
0,0,179256,1141748
0,0,538560,1395360
0,0,129822,672714
0,1,546260,1132248
0,0,241846,1700747
0,1,528484,1713914
0,0,219296,1496193
0,1,268092,2603608
0,1,178288,1491253
0,0,621852,3356597
0,1,735988,1450080
0,0,433400,1310050
0,1,443212,995220
0,0,109560,1059630
0,0,264264,736307
0,0,110198,1103881
0,0,209748,1029686
0,0,196438,942495
0,1,416680,1002022
0,0,233772,1081803
0,0,144496,1039984
1,1,209462,1828009
1,1,544346,1692387
1,1,544346,1692387
1,1,674982,1263044
1,1,333542,921766
1,1,262922,1986830
1,1,263384,2369547
1,1,460988,1706238
1,1,257840,1169108
1,1,579832,2889045
1,1,260216,1123698
1,1,258764,558714
1,1,284922,851751
1,1,337986,1070289
1,1,405108,1788204
1,1,260216,1123698
1,1,579832,2889045
1,1,249216,956992
1,1,267894,684133
1,1,209462,1828009
1,1,227150,1419889
1,1,460988,1706238
1,1,220968,1526688
1,1,234080,981882
1,1,227150,1419889
1,1,224444,930430
1,1,673530,2326740
1,1,553520,3250672
1,1,570702,1115946
1,1,277310,1590452
1,1,223960,967100
1,1,333542,921766
1,0,445412,1167493
1,0,214896,2301337
1,0,155694,1604189
1,0,53878,967651
1,0,171226,1824494
1,0,66946,2197901
1,0,323136,911639
1,0,534292,1057445
1,0,197868,2395292
1,0,175604,853119
1,0,152548,997443
1,0,157168,1202263
1,0,152548,997443
1,0,109142,1602251
1,0,67562,1050415
1,0,69366,1984398
1,0,260832,3472820
1,0,106040,578379
1,0,156574,732488
1,0,334818,732545
1,0,104918,1226982
1,0,258852,856957
1,0,355872,3369346
1,0,768702,2465801
1,0,246796,1046672
1,0,175406,3787080
1,0,241164,581229
1,0,389422,1534573
1,0,360272,1730748
1,0,128480,786809
1,0,163064,1074089
1,0,53878,967651
1,0,343090,1370052
1,0,88770,1671221
1,0,768702,2465801
1,0,445412,1167493
1,0,157124,1168462
1,0,155694,1604189
1,0,146498,728498
1,0,107624,1088833
1,0,347424,1442537
1,0,254430,653163
1,0,441980,2099405
1,0,171226,1824494
1,0,354706,1991219
1,0,224620,2040980
1,0,72138,603497
1,0,152570,1581161
1,0,198924,2023462
1,0,146498,728498
1,0,177012,1375790
1,0,104742,1130652
1,0,107998,1212523
1,0,177012,1375790
1,0,72138,603497
1,0,55792,1252670
1,0,171908,1614487
1,0,224620,2040980
1,0,156574,732488
1,0,398420,1816020
1,0,129954,561165
1,0,223520,2316480
1,0,214698,1404233
1,0,86284,894311
1,0,67562,1050415
1,0,119328,1908550
1,0,225544,1144408
1,0,48246,185364
1,0,69828,980096
1,0,208032,1684350
1,0,439472,1138632
1,0,157168,1202263
1,0,335808,1086344
1,0,128480,786809
1,0,69828,980096
1,0,88770,1671221
1,0,386144,926345
1,1,260216,1685547
1,1,590414,1243645
0,1,324258,896135
1,1,332596,951026
1,0,451352,4524888
1,1,644358,2318722
0,1,434830,1039946
1,0,66242,953325
0,1,629420,1311589
1,0,202906,723216
0,0,87274,1601757
1,1,442772,2389972
1,0,398926,1148436
0,0,215666,1024423
1,1,336930,1425836
1,0,55726,673854
1,0,283646,1339709
1,0,644754,4454664
1,1,441760,1239940
1,0,116710,1209540
1,1,614350,1154478
0,1,450076,1360457
1,1,465982,2778693
0,1,333938,1395816
1,0,389246,1767228
1,0,202906,723216
1,1,557040,1847351
0,0,175912,1177411
1,0,134728,1124819
1,1,359876,1126776
0,1,174196,1316301
1,1,224598,1648763
1,1,247852,1337847
1,1,557040,1847351
1,1,332596,951026
1,1,432432,821617
1,0,169554,677977
1,0,69564,769044
1,1,442772,2389972
1,0,26752,1443677
1,1,321948,1968077
1,0,134728,1124819
1,1,259908,2020194
1,1,432432,821617
1,0,221232,1375657
0,0,54670,1756227
0,0,111474,2079493
1,0,268642,1643424
0,1,443300,870143
1,0,389246,1767228
0,1,563530,1314059
1,0,267784,963585
1,0,75526,1882159
1,1,614350,1154478
1,0,225302,1167474
1,1,658614,1896010
1,1,260480,669275
1,0,390016,1590623
0,1,574134,1947101
1,1,259908,2020194
1,1,321948,1968077
1,1,552926,3129604
1,0,22220,633080
1,0,121506,544122
1,0,133012,1340241
1,0,330528,1389223
1,1,270732,1412270
1,1,260216,1685547
1,0,139876,2044438
1,1,644358,2318722
1,1,328922,1098371
0,1,86152,491112
1,1,267388,2097505
0,1,495594,1236482
0,1,438856,1191053
1,1,328922,1098371
0,1,306504,778848
1,1,424424,937232
0,0,220682,1181648
0,0,45628,284924
0,0,135190,875691
0,0,44220,384978
0,0,224950,815955
0,0,257708,1446736
0,0,66176,952660
0,0,66924,763002
0,0,44770,4832175
0,0,166342,1015151
0,0,21494,341848
0,0,198154,521018
0,0,552200,1144560
0,0,212938,619438
0,0,92884,731101
0,0,90068,583452
0,0,111826,2124485
1,0,441012,1142622
1,0,67496,1482646
1,0,225258,797620
1,0,63756,347719
1,0,134552,872176
1,0,135190,1362053
1,0,502744,992446
1,0,67606,720157
1,0,99946,1246742
1,0,129800,1121076
1,0,80850,639977
1,0,22286,1039547
1,0,135190,1362053
1,0,44550,750272
1,0,111122,882835
1,0,127688,368714
1,0,67342,1163028
1,0,69674,1752351
1,0,214962,1299543
1,0,34628,785080
1,0,484946,2070563
1,0,40568,600324
1,0,35376,486381
1,0,189068,2477961
1,0,257950,2883459
1,0,122210,1571319
1,0,44550,825284
1,0,125246,714666
1,0,45188,2601746
1,0,223564,579234
1,0,261360,752400
1,0,104918,1000464
1,0,22286,1039547
1,0,131318,907345
1,0,45188,2601746
1,0,162910,445740
1,0,59114,936700
1,0,67496,1482646
1,0,178134,1153794
1,0,63756,347719
1,0,178376,465082
1,0,64680,335198
1,0,502744,992446
1,0,21714,562419
1,0,134552,872176
1,0,149622,1248433
1,0,179630,872613
1,0,484946,2070563
1,0,109186,792091
1,0,203984,566333
1,0,59114,936700
1,0,229570,597113
1,0,225258,797620
1,0,127688,368714
1,0,119218,673949
1,0,189068,2477961
1,0,34628,785080
1,0,126104,2002999
1,0,40568,600324
1,0,54406,1033505
1,0,21714,562419
1,0,179630,872613
1,0,135542,2003854
1,0,25960,1027444
1,0,166012,1577057
1,0,150436,742368
1,0,131318,907345
1,0,223564,579234
1,0,257950,2883459
1,0,109626,643796
1,0,222574,1441682
0,0,220858,1878796
0,0,44968,1242999
1,0,32208,1854590
0,1,266222,774440
1,0,88814,880137
1,0,296164,1295933
1,0,89210,1018875
1,0,313830,1451942
1,0,147752,1117770
1,0,155100,956840
1,0,181676,1834602
1,1,142670,1611295
1,1,214962,1076768
1,0,112728,681492
1,1,325380,1592390
0,1,217954,1185866
0,0,43120,987069
1,0,203940,1277446
1,0,111034,957999
0,0,129338,521303
1,0,111650,1446242
1,0,107998,821085
0,1,677512,1775949
1,0,160974,696768
1,0,132242,1618078
1,0,155100,956840
1,0,75284,705831
1,0,83380,1401250
1,1,216326,840731
1,0,109274,717231
1,0,167618,1670328
0,1,418638,1795975
1,0,33066,647102
1,1,214962,1076768
1,0,220660,1010021
1,1,219912,1225006
1,0,110726,1663754
0,0,176704,1041542
1,0,132242,1618078
0,0,65384,583471
1,0,171996,1021174
1,0,110726,1663754
1,0,263340,2122680
1,0,210144,1890500
1,0,176990,1064228
1,0,77440,477660
1,0,219164,1135668
1,0,210144,1890500
1,1,280566,1901178
1,0,118162,354407
1,1,771782,1674850
1,0,77440,477660
1,1,88220,2762163
1,1,219912,1225006
1,0,118162,354407
1,0,134266,1159494
1,1,216326,840731
0,0,103576,300276
1,0,176990,1064228
1,1,87230,1403036
1,0,249282,1357664
1,0,111562,555864
0,0,262152,1415025
1,0,107404,742064
1,0,89210,1018875
1,0,108812,601426
1,1,771782,1674850
1,0,171996,1021174
1,0,158136,976144
1,0,107404,742064
1,0,217140,1500240
1,0,33550,1274938
0,0,261910,1438509
1,0,155496,664753
0,0,85404,458565
0,0,44946,580203
1,0,207548,742976
1,0,176352,1865724
0,0,101662,445968
1,1,214522,616018
1,0,207548,742976
1,0,138732,430578
1,1,214522,616018
1,0,138732,430578
0,1,364980,1000882
1,0,217118,750044
1,0,172810,1119366
1,0,57178,671327
1,0,217118,750044
1,0,57178,671327
0,0,61050,334362
1,0,155496,664753
0,0,216942,599545
1,0,155254,1448028
1,0,29172,406942
1,0,765072,3303720
1,0,109054,1845983
1,0,131934,2126936
1,0,268488,1313964
1,1,228646,1993461
1,1,356510,1250808
1,0,103862,672714
1,1,315414,1673387
1,0,134618,1026931
1,0,111430,872252
1,1,545996,2904644
1,0,148610,846203
1,0,62810,968525
1,0,50270,1132590
1,0,177386,1532008
1,0,193424,1193903
1,0,224972,582882
1,0,86614,1196791
1,0,131934,2126936
0,0,104324,521265
0,0,132594,763420
1,0,723360,1249459
1,0,119460,712823
0,1,310860,728707
1,0,215028,1578501
1,0,66594,536731
1,1,221672,1435830
1,0,29172,406942
0,0,352616,768512
1,0,268488,1313964
1,0,111430,872252
1,1,378730,841073
0,1,390104,1778115
1,0,62810,968525
1,1,378730,841073
0,1,379852,1025145
1,0,107360,667736
0,0,114554,277970
1,1,356510,1250808
1,1,316668,1381813
1,1,316668,1381813
1,0,88088,2054261
0,0,104566,658559
1,0,107360,667736
1,1,328262,2078923
1,0,534336,1922800
1,0,133540,2114453
1,0,142824,1984987
1,0,43758,1228464
1,0,270204,1069567
1,0,143770,940690
1,0,464002,1037172
1,0,171292,763496
1,0,205216,809096
1,0,205216,809096
1,0,660198,1748532
1,1,314358,886122
1,1,388388,1434918
1,0,107734,1116516
1,0,34496,707769
1,0,212850,779893
1,0,218702,868851
0,1,356708,1001243
1,1,315150,1205322
1,0,44264,449217
1,0,294316,1084634
1,1,226754,602547
1,0,176616,1304141
0,0,44022,646456
1,0,65054,1123470
1,0,143770,940690
0,0,222816,1443240
1,0,212850,779893
1,0,26114,1410047
0,0,268884,771932
1,0,130966,1168690
0,0,184756,713336
1,0,26114,1410047
1,0,133232,958930
1,1,334686,1445235
1,0,32186,722912
1,0,220968,744268
1,0,127490,1115547
1,0,174284,752552
1,0,44462,717231
1,0,139722,709935
1,0,218702,868851
1,0,181434,895394
1,0,43758,1228464
1,0,210540,1546353
1,0,158598,576726
1,1,327822,924863
1,0,130966,1168690
1,0,158598,576726
1,0,207394,1137264
1,0,178684,964440
1,0,139722,709935
1,0,174284,752552
0,0,66462,956555
1,0,176616,1304141
1,0,44264,449217
1,0,34496,707769
0,0,447832,2320584
1,0,44462,717231
1,1,314358,886122
1,1,228800,1256128
1,0,107734,1116516
1,0,130240,787379
1,0,220968,744268
1,0,177078,1166068
1,0,109428,1946626
1,0,32186,722912
1,1,226754,602547
1,0,207394,1137264
1,0,263450,1378277
1,0,327140,1378277
1,0,335808,1378277
1,0,78012,1378277
1,0,218790,1378277
1,0,325116,1378277
1,0,178508,1378277
0,0,66484,1378277
1,0,88660,1378277
1,0,196526,1378277
0,0,221826,1378277
1,0,217316,1378277
0,1,223806,1378277
1,1,441760,1378277
1,0,48246,1378277
0,0,213708,1378277
1,0,171908,1378277
1,0,29282,1378277
0,1,291214,1378277
1,1,482262,1378277
1,0,222882,1378277
1,1,397870,1378277
1,0,166364,1378277
1,1,505428,1378277
0,0,436260,1378277
1,0,169554,1378277
1,0,189398,1378277
0,0,253396,1378277
1,1,580162,1378277
0,0,783244,1378277
1,0,241164,1378277
0,1,269148,1378277
1,0,788568,1378277
1,0,131318,1378277
1,0,44352,1378277
1,0,110990,1378277
1,0,325380,1378277
1,0,254430,1378277
1,1,518452,1378277
1,0,99396,1378277
0,0,430848,1378277
1,0,109824,1378277
1,1,249216,1378277
1,0,69564,1378277
1,0,77638,1378277
1,1,263758,1378277
1,0,309056,1378277
1,0,173844,1378277
0,0,129096,1378277
0,1,329186,1378277
1,0,257004,1378277
1,0,238326,1378277
1,0,311410,1378277
1,1,405108,1378277
1,1,247852,1378277
0,1,445192,1378277
1,0,132352,1378277
1,0,106040,1378277
1,0,107624,1378277
1,0,223124,1378277
1,0,219670,1378277
1,0,218834,1378277
0,0,175098,1378277
1,1,496650,1378277
1,0,282722,1378277
1,1,267894,1378277
1,0,129734,1378277
1,0,112068,1378277
1,1,258764,1378277
0,1,526944,1378277
0,0,110858,1378277
1,0,86284,1378277
0,1,516142,1378277
1,0,55726,1378277
1,0,75526,1378277
0,1,325776,1378277
0,0,258632,1378277
1,0,457380,1378277
1,0,267652,1378277
0,0,67320,1378277
0,0,322674,1378277
1,0,134618,1378277
0,0,92686,1378277
1,0,162910,1378277
1,0,109956,1378277
0,0,90508,1378277
1,0,54120,1378277
1,1,267388,1378277
1,0,65450,1378277
0,1,222486,1378277
0,1,346500,1378277
1,0,756294,1378277
1,0,194678,1378277
1,0,38984,1378277
1,0,189398,1378277
1,0,69674,1378277
1,0,397078,1378277
1,1,325380,1378277
1,0,141878,1378277
1,0,155738,1378277
0,0,55770,1378277
1,0,240372,1378277
1,0,765072,1378277
1,1,545996,1378277
1,0,219164,1378277
1,1,424424,1378277
0,0,32582,1378277
0,1,111694,1378277
1,0,112376,1378277
1,0,138116,1378277
1,0,111716,1378277
1,1,328262,1378277
1,0,216810,1378277
1,0,156376,1378277
1,1,142670,1378277
1,0,109186,1378277
1,0,273988,1378277
0,0,213158,1378277
1,0,222574,1378277
0,0,225060,1378277
0,0,64438,1378277
1,0,133672,1378277
1,0,86614,1378277
1,0,77660,1378277
0,0,187638,1378277
1,0,126104,1378277
1,0,169400,1378277
1,0,88814,1378277
1,1,214654,1378277
1,0,89980,1378277
1,0,30954,1378277
0,0,75130,1378277
1,1,315150,1378277
1,0,140646,1378277
1,0,267960,1378277
1,0,255376,1378277
1,0,122210,1378277
1,0,80850,1378277
0,0,359986,1378277
0,0,328680,1378277
1,1,109230,1378277
1,0,83380,1378277
1,1,87230,1378277
0,0,398970,1378277
1,0,103862,1378277
0,1,331144,1378277
1,0,334026,1378277
1,0,87384,1378277
1,0,148610,1378277
0,0,26642,1378277
0,0,217844,1378277
1,0,283492,1378277
1,0,76340,1378277
1,0,183722,1378277
1,0,107536,1378277
1,0,138116,1378277
0,0,131054,1378277
1,1,269720,1378277
0,0,43846,1378277
1,0,155452,1378277
1,0,174592,1378277
0,1,580800,1378277
1,0,156090,1378277
1,0,64636,1378277
1,0,105160,1378277
1,1,460086,1378277
0,1,379566,1378277
1,0,224730,1378277
1,0,21978,1378277
1,0,60676,1378277
1,0,90750,1378277
0,1,259402,1378277
1,0,130240,1378277
0,0,157168,1378277
1,0,134288,1378277
1,0,172238,1378277
1,1,262856,1378277
1,0,86988,1378277
0,0,107470,1378277
1,0,66374,1378277
1,1,224796,1378277
1,0,215930,1378277
0,0,32274,1378277
1,0,55242,1378277
0,0,111166,1378277
1,0,222398,1378277
0,0,79662,1378277
0,0,78980,1378277
1,0,223410,1378277
1,0,443762,1378277
0,0,188144,1378277
1,0,96954,1378277
1,0,134354,1378277
1,0,54956,1378277
1,0,136136,1378277
0,0,438724,1378277
0,0,66770,1378277
1,0,326546,1378277
