churn,months,totcalls,totmou,d0alband
0,19,2703,3878,0
0,19,10012,31913,1
1,17,2475,5175,0
0,23,4189,10912,0
0,21,1369,2636,1
0,17,828,2314,1
1,23,2486,5347,1
0,17,878,1771,0
0,21,1545,8876,1
0,21,3834,11159,1
0,21,7565,25193,1
0,23,2219,4952,1
1,17,3406,8433,1
1,19,2769,15802,1
1,21,1609,4841,1
1,17,1030,2398,1
1,17,260,1044,0
0,17,7420,16782,1
1,17,1004,2301,1
1,17,2036,5425,1
0,21,3778,14991,0
0,19,7424,26753,1
0,23,2622,16605,1
1,17,2340,4192,1
0,17,811,1254,1
0,21,5242,10386,1
1,21,2862,7886,1
1,19,717,1705,1
1,23,6397,21427,1
0,19,1321,2850,1
1,17,1390,2782,1
0,23,6320,18607,1
1,23,10761,31017,0
0,17,4508,12604,1
1,21,6842,13445,1
1,17,2007,3931,0
0,23,1614,4694,0
0,19,6038,15530,0
1,19,1874,4903,0
1,21,1858,3899,1
1,23,2675,4478,1
0,21,7687,21821,1
0,19,1715,3197,1
1,19,3796,14290,1
0,23,3910,9343,1
0,19,3460,11178,1
0,19,8075,18474,1
0,17,782,1550,0
1,23,5318,13117,1
0,19,2288,5022,1
1,17,3866,8053,1
0,21,1232,3123,1
1,17,1210,6450,1
0,21,4422,13592,1
0,17,2001,3933,1
0,19,6516,20040,1
1,17,1616,3113,1
1,23,4226,8026,1
0,21,1744,3162,1
1,23,3022,15714,1
0,19,1503,4343,1
1,19,7304,20099,1
1,17,2517,6695,1
1,19,189,389,0
0,19,5430,10894,1
1,21,2373,6066,1
1,21,920,3492,1
1,23,6415,10488,1
0,23,10509,24374,1
0,17,2561,9026,1
1,17,704,1996,0
1,21,2868,8002,1
0,19,8017,17226,0
0,23,1426,3039,1
1,17,2852,6409,0
1,21,3407,12452,0
0,17,1494,2176,1
1,19,164,354,0
1,19,919,2697,1
1,21,1266,2722,1
0,21,2327,5260,1
1,21,9432,19358,1
1,23,4763,24142,0
1,19,7089,21081,1
0,23,7980,13347,1
1,19,421,1144,1
0,21,3499,8515,1
1,21,1807,5835,1
0,23,416,842,1
1,21,3123,7454,0
0,23,2612,4584,1
0,19,1383,6966,1
0,17,2617,5246,1
0,21,2461,6280,1
0,17,556,1493,1
1,17,1404,3751,1
1,19,1382,4338,1
1,23,1170,2501,1
1,17,511,1044,0
1,19,1287,3978,1
0,19,2105,6823,1
1,19,674,1493,1
1,19,968,3610,1
0,19,818,1777,1
1,21,3461,12271,1
1,19,90,156,1
0,21,8264,27170,0
1,17,181,368,0
1,23,461,1227,1
1,17,521,1026,0
1,19,748,2228,1
1,21,2771,8659,1
1,19,809,2296,1
0,17,10242,24096,1
0,19,5822,11800,1
1,17,611,1335,1
1,17,1068,2142,0
0,23,1508,3428,0
1,23,2392,5364,0
1,17,2283,9606,1
1,23,9783,32895,1
1,17,3720,10281,0
0,17,1242,2584,0
1,17,390,1548,0
1,19,1504,6015,1
0,17,2411,8233,1
1,17,4033,10150,1
1,17,2792,6827,1
1,17,2038,5531,1
0,17,1427,4972,1
1,21,1937,3993,1
1,23,6482,16762,1
0,17,2568,8377,1
1,17,2438,6201,1
1,23,4995,11295,1
1,23,5502,14382,1
1,21,545,1677,1
1,23,9364,17347,1
0,17,446,905,1
0,19,1508,3393,0
1,19,2909,7528,1
0,19,4556,6829,1
0,19,6129,9473,1
0,17,3912,6874,1
1,21,903,1354,1
0,19,946,7736,0
1,19,2111,5869,1
1,19,1796,3384,1
1,21,532,2480,1
0,21,311,885,1
1,21,2247,7941,1
1,21,1803,3550,1
0,19,566,1312,1
1,21,476,1404,0
0,19,3273,6894,1
0,19,2140,4360,1
0,17,200,863,1
1,19,2276,9712,1
1,23,402,614,1
0,23,236,727,0
0,17,2535,3923,1
1,21,2620,7047,1
0,19,836,1801,1
1,19,535,1172,1
0,23,769,2824,1
0,17,2297,5346,0
0,19,3675,11352,1
1,19,6487,19689,1
1,23,1952,3205,0
1,23,1440,3282,1
0,23,1185,3085,1
1,21,6751,18923,1
1,17,1239,2821,1
1,23,5382,14197,1
0,19,4553,11804,1
1,23,2725,5476,1
0,23,4808,11019,0
1,19,1161,1901,0
1,23,3115,8954,1
0,17,2493,5907,1
1,17,2410,8133,0
0,17,5517,11146,1
0,17,3467,9135,1
0,17,2289,6070,1
0,23,12545,20147,0
1,23,2579,5008,1
1,19,1860,4284,1
1,21,1047,4567,1
1,19,2547,10755,1
1,21,2115,5715,1
0,23,6546,15011,1
1,23,2740,7615,1
0,23,2415,6670,1
0,21,195,311,1
0,23,2420,5543,0
1,21,1541,2624,0
1,19,801,1964,1
0,19,6765,21617,1
0,17,5629,15435,1
0,21,1335,6076,1
1,23,15402,38317,1
1,21,1001,2505,1
0,17,6284,12742,1
1,17,2680,6252,0
0,23,1869,4857,0
1,17,1182,2321,1
1,23,12787,25774,1
0,23,219,426,1
0,17,2235,4139,1
1,21,957,6940,1
0,17,2501,4433,0
0,21,585,1040,1
1,17,490,800,1
0,19,4120,10599,1
0,17,1848,3657,1
1,17,1689,6971,0
1,23,1579,5486,1
1,19,502,1134,0
1,19,596,1604,0
1,17,1539,3315,1
1,17,200,478,0
1,19,1398,3203,1
1,19,882,2579,1
0,23,5515,9779,1
1,19,4541,11737,1
0,17,7633,12355,1
1,17,3283,7713,0
1,23,1405,2474,1
0,17,1286,2938,1
0,21,1281,4961,1
1,19,811,2813,0
0,21,580,1269,1
0,21,1953,6278,1
1,23,4403,9005,1
0,23,956,3226,1
1,19,923,1795,1
0,17,1114,1881,1
1,17,1102,1637,1
0,21,1879,5798,1
1,19,2819,7207,1
1,19,74,137,0
1,21,639,1612,1
0,21,4291,17454,1
1,23,3013,9492,1
1,23,37,159,1
1,23,468,1262,1
0,17,222,405,1
0,21,813,1187,1
0,19,1412,5280,1
1,23,1057,2627,1
1,19,1744,4480,0
0,23,508,1054,0
1,17,1837,2586,1
1,19,1046,2347,0
0,19,1766,4294,1
1,17,4038,13305,0
0,19,2312,7906,1
0,17,2903,4986,1
0,19,4319,8324,1
1,17,3248,9190,1
0,17,1076,1946,1
1,21,3949,9406,0
0,21,5516,19557,1
0,17,984,5576,1
1,21,217,759,0
1,23,3942,8848,1
1,21,132,269,1
0,17,3928,9230,1
1,19,812,2077,1
0,19,141,279,1
0,21,5546,13436,1
1,19,3735,13982,1
1,17,1929,2738,1
1,19,3004,8894,1
0,23,1148,2636,1
1,21,10167,15194,1
0,21,1366,6630,1
1,23,4311,23840,1
0,23,2770,8047,0
0,17,5403,16293,1
0,17,1131,2806,1
0,21,1716,5194,1
0,23,1542,9700,1
1,17,1361,2517,1
0,17,4197,11329,1
1,23,1312,10384,1
0,19,287,666,0
0,23,4657,9614,1
1,17,49,271,1
1,17,311,4135,1
0,17,1028,2759,1
1,19,1012,1588,1
0,23,463,2347,1
0,23,2448,8551,1
1,19,1994,4604,1
0,23,1581,3729,1
1,17,766,1509,0
0,17,506,855,0
1,21,935,2156,1
1,23,1358,2268,1
0,17,725,1616,0
1,23,9165,15599,1
0,23,4153,9140,1
1,17,1515,4236,1
1,17,518,1072,1
1,21,3203,9955,1
1,17,3147,6660,0
1,17,445,1286,1
1,17,454,956,1
1,21,2130,3904,0
1,23,3348,13964,0
1,17,5154,15334,1
0,19,7209,9359,1
1,19,3125,5751,0
0,17,2941,10126,1
0,21,1424,4392,1
0,17,3798,13692,1
0,23,2405,4605,1
0,21,1277,2645,1
1,23,4079,11751,0
1,19,6782,21239,1
1,21,6267,14766,1
0,19,7133,17241,0
0,17,927,1659,1
0,21,1527,5308,1
0,19,9444,17625,0
0,23,11848,24179,1
0,17,5525,22170,1
1,17,1576,5212,1
0,17,578,1172,0
0,19,6136,12265,1
0,21,4072,8547,1
0,21,6037,16013,1
1,17,5675,12068,1
1,19,657,3250,1
0,19,13222,28411,1
1,21,1160,4106,1
0,23,18980,34598,1
0,19,1805,3826,1
1,19,2546,8021,1
0,21,1462,2382,1
0,19,120,410,1
1,21,2649,5631,1
1,19,7083,14110,1
0,23,3162,6560,1
1,23,2705,21542,1
1,17,263,1919,0
0,19,3655,8903,1
1,19,733,1757,0
1,23,1227,2614,1
1,17,923,2682,0
1,21,4154,8511,1
1,19,2520,4933,1
1,19,3135,8493,1
1,17,2133,3980,1
1,17,1979,5472,1
1,17,531,828,1
1,21,4584,10183,1
0,23,2269,4529,1
0,21,2421,5227,1
1,21,1182,2705,1
0,17,821,1841,1
0,23,3747,8229,1
0,23,683,1618,0
1,17,1201,3631,0
1,21,376,1086,1
1,23,2523,5663,1
1,21,740,2318,1
0,19,2088,4109,1
0,21,2290,5776,1
0,17,3858,8016,0
0,17,473,1035,1
1,19,5180,9638,1
0,17,2335,4047,1
0,23,7435,16280,1
1,19,1305,3077,0
0,19,1405,3484,1
1,21,2401,4611,1
1,17,6273,9982,1
1,17,7737,13629,1
0,21,7155,14644,1
0,17,1811,8294,1
0,21,4452,9070,1
1,21,1162,1586,0
1,17,3787,11830,1
1,19,3972,5857,1
0,21,1590,2847,1
1,19,2203,7109,1
0,23,4932,9058,0
0,23,9267,20326,1
1,17,1411,3916,1
1,17,2877,8035,0
0,23,8068,14312,0
0,23,2327,7767,1
0,17,3511,10186,1
0,23,3398,8105,1
1,17,221,1179,1
0,21,4974,23511,1
0,19,10050,31587,1
1,19,6680,18247,1
0,19,11705,27207,1
1,21,3327,6908,1
1,17,2261,10646,1
0,23,4086,10432,0
1,23,5341,13623,1
0,21,10753,14952,0
1,21,6286,12464,0
1,19,1097,1624,0
0,17,707,1461,1
1,23,807,1641,1
1,23,1058,2855,1
0,21,1503,3191,1
0,19,8378,13670,0
0,17,432,995,0
0,17,2406,7000,1
1,17,89,153,0
1,19,3699,13195,1
0,19,4248,6825,1
0,19,4937,8926,1
0,23,3606,6371,1
1,21,807,1894,0
1,23,4708,12192,0
0,17,8148,20242,1
0,17,4851,13731,1
1,17,1232,2983,1
0,19,6064,13005,1
1,21,1967,9952,0
1,17,861,3009,1
1,23,1045,1377,1
1,19,4368,14448,1
1,23,9523,18016,1
0,19,7622,15093,1
1,21,2037,4806,1
0,17,14105,21144,0
0,21,893,1413,0
1,23,2007,4118,1
1,23,282,359,1
0,19,3115,13815,0
0,19,3758,17219,1
0,19,1563,14138,1
1,19,2623,4932,1
0,21,690,1721,1
1,17,1267,3476,1
0,23,618,3375,1
1,21,782,1922,1
1,17,3903,10973,0
1,21,3795,6567,1
0,19,1570,4173,1
1,19,2815,10046,1
1,17,1268,2475,1
1,19,1385,2800,0
1,17,4034,9998,1
0,21,6900,21061,1
1,17,2093,5743,1
1,17,542,1421,1
1,23,964,3344,1
0,19,726,2480,1
0,19,4808,13962,1
0,23,287,519,0
0,21,2520,5272,1
1,19,1330,5247,1
1,19,1758,8324,1
1,21,1369,4114,1
0,17,81,127,0
0,19,76,323,0
0,23,2362,6535,1
0,17,7885,13388,1
0,10,2216,6736,1
0,17,1678,3802,1
1,19,5603,8645,1
0,23,6785,17480,1
0,17,5071,12038,1
0,17,6483,10713,1
0,23,180,367,1
1,21,8595,24348,1
0,17,8094,17102,0
1,17,2324,5623,1
0,21,985,2255,1
0,17,1257,5064,1
0,23,2386,5131,1
1,17,3187,7525,0
0,19,1021,1958,1
1,23,929,1819,1
0,23,4722,8412,1
1,17,3059,5653,0
0,17,945,2066,1
0,17,33924,49504,1
0,19,5078,9567,1
0,21,6737,14564,1
1,17,217,597,0
1,17,1069,1979,1
0,17,3158,8159,0
1,17,5031,9043,1
1,19,1185,2480,1
0,19,876,2045,0
0,17,3588,7821,1
1,21,12167,25860,1
1,23,1695,3335,1
1,17,860,4064,1
1,19,6276,20300,1
1,23,2625,6115,0
1,23,663,1972,1
0,17,275,738,1
1,19,1948,3980,1
1,23,956,1759,1
0,19,431,846,1
0,21,735,1433,1
1,21,1041,1880,1
1,23,382,2048,1
1,19,2817,11779,1
0,17,5448,25061,0
0,23,1569,7913,1
0,21,1343,2445,1
0,21,8585,11926,1
0,21,2771,7528,0
0,19,899,2070,1
1,21,751,2098,0
1,19,467,1014,0
0,21,1178,3045,0
1,19,1043,2674,1
1,19,4802,11525,1
0,19,1529,2703,1
1,21,4509,7871,1
1,17,4027,5169,1
1,21,3112,6049,1
0,21,2617,5806,1
1,23,4004,15938,0
1,19,989,2470,0
0,17,881,2035,1
1,19,7162,19760,1
1,23,650,1113,1
0,17,1477,2905,1
1,21,7710,18258,0
1,17,2647,5773,1
1,19,1256,6547,1
0,23,1744,2843,1
0,17,3722,11026,1
0,23,3676,9440,1
0,23,5757,23463,1
1,23,1060,2334,1
1,21,885,2090,0
0,21,1676,2926,1
0,17,4201,8270,1
1,21,5194,12936,1
1,17,5544,15350,1
0,17,1427,2132,1
1,17,735,1891,0
1,23,3632,9016,1
0,21,10897,30743,1
1,19,1204,2691,0
0,19,3971,8961,1
0,23,1235,5229,1
0,23,5115,27143,1
0,19,4333,15538,1
1,17,3260,7910,0
1,23,3471,6823,1
1,23,5319,12873,1
0,19,6336,21165,1
1,23,3116,9449,1
0,17,1219,3829,1
1,17,1713,2933,1
1,23,5555,13957,1
0,17,191,2247,1
0,17,4817,7203,1
1,21,3486,14558,1
0,21,3820,7425,0
0,19,213,428,1
1,21,3689,7874,1
0,19,163,692,1
0,21,657,1260,1
1,21,212,352,1
1,23,6778,24360,0
0,21,44795,62806,1
0,19,4283,8430,1
1,19,370,983,1
0,19,580,2207,0
1,23,2119,5642,1
1,23,7749,15383,0
1,23,639,2834,0
0,19,2037,4498,1
1,17,3565,8076,0
1,21,9959,20695,0
1,23,1884,4088,1
0,17,8341,16582,1
0,17,1188,3224,1
1,17,2889,6484,0
1,17,759,1799,1
0,17,939,2081,1
1,23,102,194,0
1,21,3794,6305,1
0,19,1913,7756,1
1,19,1524,5757,1
0,21,842,6908,1
1,23,1012,2978,1
0,21,2712,6290,1
0,21,2056,5070,0
0,21,675,2253,0
0,17,541,1412,1
1,23,2205,6207,1
0,21,6318,19792,1
0,21,719,1441,1
1,19,5213,14245,1
1,23,2015,4096,0
0,19,3034,7979,1
1,17,3682,5201,0
1,23,4087,9761,1
1,21,807,2451,1
1,21,550,2008,0
1,17,2129,5985,0
1,19,1086,2064,0
0,19,868,1949,1
0,17,5066,14171,0
0,21,1450,3940,0
1,19,956,2156,1
1,17,1545,3555,0
1,21,947,3112,1
1,19,5189,16119,1
1,21,3680,9466,1
1,23,6795,21875,1
1,19,351,921,1
1,23,2381,5730,0
0,21,1026,2650,1
1,19,5727,15284,1
0,17,1152,3155,1
0,19,1240,3159,0
1,19,692,1894,1
0,19,963,2022,0
1,23,2165,4806,1
1,19,142,271,0
1,17,3125,9116,0
1,23,4759,16049,0
0,19,2838,5669,1
0,17,4683,20178,1
0,21,4956,18116,1
1,19,625,1956,1
0,17,4663,11279,0
1,19,1875,4300,1
0,23,4967,6816,0
1,17,3772,9079,1
1,19,2612,5644,1
0,19,5876,17380,0
1,19,1868,4882,1
0,21,931,2997,1
1,19,662,2144,1
1,23,1736,7589,1
1,21,2564,6486,1
0,17,3972,11393,1
1,23,3092,12472,1
1,17,2386,6253,0
1,19,427,1090,0
1,17,3600,9018,1
0,17,1039,2656,0
1,17,2352,4024,1
0,23,692,1007,1
1,19,942,1034,1
0,17,1463,4070,1
1,17,2153,4561,1
0,17,2231,5985,1
0,19,400,1452,1
1,23,4725,19031,1
1,21,877,1526,1
1,19,3287,10946,1
0,19,3052,9453,1
0,21,1981,3495,1
0,23,2305,4005,0
0,19,1936,4428,1
0,21,1453,3787,1
1,23,2603,5254,1
0,23,2474,5737,1
1,17,3185,8081,1
1,19,5322,17825,1
1,19,5693,13062,1
0,19,2581,6651,1
0,17,3931,7065,1
0,19,4122,8585,0
0,17,2061,3643,1
1,21,3454,12325,0
1,19,2126,4500,1
0,19,3806,7391,1
1,17,413,1318,1
1,23,5694,16902,1
0,17,3114,6437,1
1,17,19909,32872,1
1,23,4034,8572,1
1,19,1174,5798,1
0,21,690,1193,0
0,19,851,1601,1
0,19,4600,13012,1
0,17,1999,2812,1
0,21,638,4164,1
0,19,1099,2335,1
1,19,921,2581,0
0,21,3918,9029,1
1,17,1888,3181,1
0,23,3561,13055,1
0,21,1660,7760,1
1,19,6151,10758,1
0,21,803,1481,1
1,23,2572,5531,0
1,17,103,192,1
0,23,4944,14033,1
1,19,1225,2763,1
0,17,2114,5600,0
0,21,7661,24739,0
0,21,5859,10192,1
1,21,2286,5336,1
0,23,4935,13124,1
0,21,3345,10220,1
0,23,5731,16333,1
1,17,380,518,1
0,21,2722,8741,1
1,19,1049,1859,1
0,19,3233,6357,1
1,19,3377,7455,1
1,21,2546,5130,0
1,19,7378,10305,1
0,23,3528,10293,1
1,17,2097,3795,1
1,21,2962,6269,0
1,17,3044,9505,1
1,21,1564,2961,1
1,19,1027,1630,1
0,19,1321,3014,1
0,23,1172,3905,1
1,19,2360,9257,1
0,19,1398,11192,1
0,17,2863,6857,1
0,23,3253,6501,0
1,21,3803,5838,1
1,19,702,1391,1
1,17,5141,13213,1
1,21,1417,2905,1
1,23,1521,5191,1
0,17,511,2036,1
0,17,6993,12739,1
1,17,2138,4697,1
1,23,2151,4463,1
0,21,426,931,0
1,17,4072,5269,1
1,19,4927,7999,1
1,17,1413,2824,1
1,17,852,2145,1
1,23,651,4468,1
1,23,1477,3778,1
1,19,4107,14818,1
1,17,1727,3456,0
1,17,624,1452,1
1,23,128,449,0
1,23,2784,9290,1
0,17,852,1855,1
1,17,922,1611,1
1,17,5187,12485,1
0,19,769,2568,1
0,23,5005,10448,1
1,23,3361,14234,1
0,19,1503,3895,1
0,21,2952,8065,0
0,19,6501,16743,1
1,19,1827,4969,1
0,21,1190,2087,0
1,23,1628,5441,1
0,21,455,1105,1
1,19,8070,13246,0
1,17,2362,4843,0
1,23,5797,24532,1
1,19,509,1096,1
1,21,1197,5095,1
0,19,3565,9008,1
1,19,1833,9219,1
0,19,5873,20524,1
0,21,261,771,1
1,21,374,898,1
0,19,1533,4199,1
0,19,3426,12124,1
1,19,2030,8750,1
1,19,886,2502,1
1,19,2378,4767,1
1,23,7449,13728,1
0,23,1433,2647,1
0,23,2914,8015,1
1,21,690,2494,1
1,17,4236,13782,1
1,17,2363,12146,1
1,17,142,280,0
0,19,4074,20469,1
1,23,3966,11194,1
0,17,351,1469,1
1,21,2257,3921,0
1,19,2998,7187,1
0,21,546,1036,0
0,17,5245,17304,1
0,19,2612,6215,1
0,19,655,3085,0
1,19,1901,2980,1
1,21,2192,5670,1
0,17,1419,3076,1
1,19,44,106,1
1,17,3428,6710,1
1,21,3373,8874,1
0,23,1427,3973,1
0,19,4160,10819,1
0,23,3800,10149,1
0,19,752,1698,1
0,17,1247,3708,0
0,17,1474,2951,1
0,23,3533,14716,1
0,21,2057,6816,0
1,19,901,1306,1
0,17,1407,3370,0
0,17,790,1768,0
1,21,2316,3883,1
1,17,1462,2139,1
0,19,4097,17628,1
1,21,6017,11351,1
0,17,1143,2029,1
0,21,3939,7232,1
1,19,3921,8523,1
1,23,1858,4115,1
0,23,1220,3630,1
0,17,490,1910,1
0,21,6380,14369,1
0,17,3442,8421,0
1,21,2390,8873,1
0,17,389,758,1
0,21,1107,1964,0
1,19,811,2033,1
1,21,2777,6310,1
0,19,8739,27399,1
0,21,2809,9468,1
1,23,1167,1678,1
0,19,2891,5505,1
1,19,393,1640,0
1,17,1978,4436,1
0,19,912,2293,1
0,17,1377,3334,0
1,23,2961,4585,1
1,23,4041,6608,1
0,23,5882,11914,1
1,19,1452,2580,1
0,21,8222,19652,1
1,21,1836,6052,1
0,23,7711,12010,1
1,23,2767,7432,0
1,23,1939,4893,1
0,17,4064,17522,0
1,17,1060,3548,1
0,23,2927,8148,1
1,19,1170,4500,1
0,19,5415,7439,0
1,22,3763,7107,1
0,19,4504,9068,1
0,23,569,2086,1
1,17,1497,2307,1
0,21,1972,4338,1
0,19,5905,11580,1
0,17,732,2131,0
1,17,1112,3801,1
1,21,1330,3093,0
1,17,1092,3360,1
1,17,1890,3661,0
0,21,4304,11449,1
0,21,3401,8694,1
0,17,821,1169,1
1,21,3011,8673,1
1,23,2036,4281,1
1,21,1145,2522,1
1,19,1647,3009,1
1,23,10535,30471,1
1,19,2135,4283,1
0,23,5170,22030,1
1,23,1107,3180,1
1,21,3664,13966,1
1,21,3858,8081,1
1,19,5442,10176,1
0,23,5008,14108,1
0,23,482,1049,0
1,23,644,1785,0
0,17,2386,2856,0
1,17,211,391,0
1,19,1566,3330,0
0,21,3199,11858,1
1,21,3350,7071,1
0,21,637,2001,1
0,17,2563,7326,1
0,19,2979,8307,1
1,21,4050,9316,1
1,17,291,576,1
1,17,552,1022,1
1,23,1173,2538,1
1,17,1112,3493,0
0,19,583,936,0
0,17,542,860,1
1,23,2064,5139,1
1,17,2360,7271,1
0,21,10894,23533,1
1,17,1145,4388,1
0,19,2227,5227,1
0,21,1718,8739,1
0,23,10540,18302,1
0,19,2851,6082,1
1,23,3913,9713,1
0,19,481,947,1
0,21,2388,6670,1
1,17,4658,16966,1
1,19,4781,8795,1
0,21,1570,4688,1
1,23,2589,9567,1
1,17,494,1872,1
1,21,1235,2024,1
1,17,5178,12328,1
0,19,727,1293,1
0,19,6323,10653,1
0,19,3701,7835,1
0,21,4238,11161,1
0,19,538,1473,1
0,23,9743,21646,0
0,17,1919,4729,1
1,17,4738,11084,1
1,17,257,447,1
0,19,2383,5589,1
0,21,2308,10023,1
0,21,616,1172,1
1,19,475,2293,1
1,21,1724,3427,0
0,17,5466,17320,1
0,17,6830,16196,1
1,23,4813,6090,0
0,17,1042,3326,1
1,21,9731,12456,1
1,21,1207,7303,1
1,21,4422,20475,1
0,19,2617,5905,1
1,19,483,1090,1
1,21,2864,6488,1
1,17,841,1510,1
0,17,17023,42582,1
1,21,3109,8063,1
1,23,754,4364,0
1,17,1496,6048,1
1,21,2615,4238,1
1,21,8562,12751,1
1,21,6316,13905,1
1,17,168,224,1
1,21,2073,3076,1
0,23,1629,5472,1
1,21,3841,13468,1
1,17,1672,4145,1
1,23,2131,5270,1
0,19,996,3165,1
0,23,3451,8912,1
0,19,3725,9833,1
0,17,1609,6509,1
0,17,787,3980,0
0,23,1965,9006,1
1,21,4092,10634,1
0,17,1345,2538,1
1,23,883,1890,1
0,21,1610,3886,1
0,19,2298,9651,1
0,17,955,1799,1
1,17,4615,13361,1
1,21,2331,5537,1
0,19,3275,10201,1
0,21,1456,5208,1
1,17,2199,4405,0
1,23,186,559,0
0,17,2817,6450,1
0,17,3525,5973,0
1,21,6966,16033,1
0,19,741,1314,0
0,19,1585,3099,1
1,17,1575,2925,1
0,17,14549,27832,1
1,23,2033,4449,1
1,17,1768,5712,1
1,21,2048,4209,1
1,23,1225,5415,1
1,17,1619,2449,0
1,17,195,342,1
0,17,1799,4590,1
0,19,321,919,0
0,21,6200,24248,0
1,23,11724,21320,1
0,23,4983,12407,1
0,23,241,378,0
0,21,3658,10170,1
1,17,3059,6060,1
0,21,828,1650,0
1,17,883,2437,1
0,21,2282,8806,1
1,17,3671,9541,1
1,19,2443,12241,1
1,19,765,2362,1
0,21,224,364,1
0,21,3127,6160,0
1,23,1782,4851,1
0,23,1968,4584,1
0,17,1241,3821,1
0,21,2571,4963,0
0,23,714,2251,0
0,19,4023,7962,1
1,17,1623,3737,0
1,23,5375,12656,1
1,23,2145,5854,1
0,23,1435,3492,0
1,21,5163,15780,0
0,23,9186,16715,1
1,19,1507,3043,0
0,19,1983,5329,1
1,19,539,1025,0
0,21,1309,3560,1
0,19,2003,4090,1
1,23,907,3635,1
1,17,1139,2804,1
1,23,723,1644,1
0,21,10441,15994,0
1,23,2347,16123,1
0,17,933,2215,0
1,19,2536,10805,1
0,19,2325,8265,1
1,17,88,168,1
1,23,2712,5504,1
1,17,8203,18327,1
1,23,4090,13822,0
0,19,895,4146,1
1,17,1259,2843,0
1,17,2449,5223,1
0,19,2094,5062,1
0,19,1336,3131,0
1,21,6907,12173,1
1,19,5597,16111,1
0,21,3211,5991,1
1,17,595,1547,1
0,19,5292,11131,0
0,23,555,1486,1
0,19,7705,20845,1
0,23,5687,16206,1
1,21,3787,5942,1
0,23,343,599,1
1,21,1377,3294,1
1,17,1123,2829,1
0,17,3240,5663,1
0,23,2883,7842,1
0,17,4616,12409,1
1,21,2354,5068,0
1,21,2852,4896,1
0,21,7004,15818,1
0,17,1358,2271,1
0,19,1548,3982,1
0,17,770,1459,1
0,17,1293,4265,1
1,21,876,2007,0
1,23,1585,2729,1
1,19,490,946,1
0,23,305,1360,1
0,23,166,380,1
0,23,2541,8606,0
1,19,4533,18713,1
1,19,672,1351,0
1,19,1585,3525,1
0,23,1003,3717,1
1,19,2098,3975,1
0,17,1977,4479,1
0,19,291,905,1
0,17,4201,7567,0
0,23,6247,16197,1
0,17,4504,16810,1
0,19,417,922,0
0,19,2298,5180,1
1,19,14424,31775,0
1,19,2370,9298,0
1,23,1378,2383,1
0,17,21408,40240,1
0,19,2230,9785,1
1,17,498,679,1
0,19,1759,2957,1
0,17,978,1945,1
1,17,2195,4778,1
0,19,7131,20605,1
0,21,3532,10557,0
1,21,3692,9458,1
1,17,325,606,1
0,23,6073,11887,1
0,17,3376,11579,1
1,17,1016,3497,1
0,19,4579,25026,1
1,21,146,432,0
1,23,12387,28844,0
1,17,1396,3033,0
0,23,198,692,1
0,19,3267,6966,1
0,19,2003,9102,1
1,21,9836,20752,0
0,19,502,1444,0
0,19,466,1169,1
1,17,1330,7297,1
1,21,1793,4715,1
0,21,485,1239,1
1,17,4877,11705,1
0,23,219,2841,1
0,17,966,1810,1
1,19,9190,23797,0
1,21,2308,5342,1
1,17,644,1422,0
1,17,482,1239,1
0,23,1156,5448,1
0,17,799,3277,1
0,21,4723,13749,1
0,19,8087,11317,1
0,17,1761,3998,1
0,23,4418,13013,1
0,23,8058,17552,1
0,21,1665,6012,1
0,17,1719,9333,1
1,17,3844,7436,1
0,21,1283,5255,1
0,19,1048,1804,0
1,21,2721,11339,1
1,17,6239,16026,1
1,17,2963,6911,1
1,21,14667,23402,1
0,21,689,1892,1
1,21,3349,9701,1
1,23,532,1776,1
0,19,5086,11977,1
0,21,2809,17658,0
0,23,1634,2793,1
0,17,1130,5212,1
0,17,1565,3147,1
0,21,780,5444,1
0,19,1607,2819,1
1,23,667,1775,1
1,21,3755,12217,1
1,17,125,268,0
1,19,1126,2785,1
1,17,2517,3734,0
1,17,2796,7514,1
0,17,1982,9453,1
0,21,9282,15640,1
0,21,7610,11480,1
1,21,358,1200,1
1,23,1129,2688,1
0,23,4743,7974,1
1,21,5540,12774,1
1,23,1023,2167,0
1,17,4063,5758,0
1,21,5993,17250,1
0,23,3179,7934,1
0,19,3980,7000,1
1,17,3500,7221,1
1,19,2599,8289,1
0,17,6217,13981,0
0,21,7315,12756,1
1,17,2038,9591,0
1,21,4532,8931,1
0,17,4370,8317,0
0,19,1633,4926,1
0,23,4062,19614,1
0,21,1426,2908,1
1,17,1463,3320,1
1,23,1123,1764,0
0,21,1036,2005,1
0,19,825,2046,1
0,19,3111,12440,1
0,19,5677,14058,1
0,17,2417,5455,1
1,19,1009,1558,0
0,21,1461,3866,1
0,19,3012,7897,1
1,17,2514,10223,1
0,19,882,2236,1
0,17,2521,7538,1
1,17,861,2163,0
0,21,2178,5037,1
1,17,7918,12790,1
1,21,1541,3787,0
1,17,1584,2985,1
1,23,2285,6113,1
1,17,1155,2773,1
0,23,2563,6653,1
0,19,568,4046,1
1,17,1865,4487,0
0,23,2965,6923,1
0,21,8584,14798,1
1,17,1958,4565,1
0,21,3326,9684,0
1,19,2951,5044,1
0,23,4694,16166,1
1,19,2029,4282,1
1,19,480,928,0
0,21,1332,4182,1
0,17,2115,7810,1
1,17,357,771,1
0,19,2761,5408,1
