CUSTOMER_ID,RISK_SEG1ENTATION,INCIDENT_SEVERITY,Real_sta_claim,AUTHORITY_CONTACTED,ANY_INJURY
A00009846,0,0,1,3,1
A00006007,1,2,1,0,1
A00006103,0,1,1,1,1
A00005453,1,2,1,2,1
A00008340,0,2,1,0,1
A00009393,1,1,1,1,0
A00005380,2,1,1,2,1
A00004835,1,0,1,0,1
A00006927,0,1,1,2,1
A00006301,0,0,1,1,0
A00008068,0,1,1,1,1
A00000091,0,2,1,0,1
A00005165,1,2,1,1,0
A00005441,0,2,1,3,1
A00006696,1,2,1,1,1
A00003938,1,2,1,0,1
A00008846,0,1,1,2,1
A00007772,1,2,1,0,1
A00003844,0,2,1,0,1
A00007934,1,1,1,3,0
A00004286,1,1,1,3,0
A00007589,0,1,1,2,1
A00005960,1,2,1,0,1
A00001211,0,0,1,0,1
A00004918,0,1,1,3,1
A00004270,0,1,1,0,1
A00004226,0,0,1,0,0
A00002636,0,1,1,1,0
A00004287,0,2,0,1,0
A00003490,0,2,1,1,1
A00000528,1,2,1,0,0
A00009749,1,1,1,3,1
A00003355,0,0,1,1,1
A00001865,0,0,1,0,0
A00009005,0,2,1,0,1
A00000256,0,2,1,1,0
A00005093,1,0,1,0,1
A00009765,2,0,1,3,1
A00009029,1,1,1,0,0
A00003436,1,1,1,3,1
A00001474,2,2,1,0,1
A00009246,0,2,1,0,1
A00001434,2,2,1,1,1
A00000284,2,2,1,1,1
A00002450,1,2,1,1,0
A00000431,1,2,1,1,0
A00008534,0,0,1,1,1
A00003397,0,2,1,0,0
A00005767,0,2,1,1,1
A00007167,0,1,1,1,1
A00006602,0,2,1,3,1
A00007418,1,2,1,1,1
A00004349,0,0,1,0,0
A00003133,1,1,1,3,1
A00003765,1,0,1,0,1
A00003330,0,2,1,0,0
A00004046,0,1,1,0,1
A00008493,0,1,1,0,1
A00005930,0,0,1,1,1
A00000495,2,0,1,2,1
A00009589,1,0,1,1,0
A00004463,1,2,1,0,1
A00001024,0,2,1,1,0
A00007630,0,0,1,0,0
A00009415,1,2,1,3,1
A00006704,0,2,1,1,1
A00006845,1,0,1,3,1
A00008261,0,1,1,1,1
A00007950,0,0,1,1,1
A00006733,2,0,1,0,1
A00000817,0,2,1,0,0
A00005983,2,1,1,1,1
A00008344,1,1,1,1,1
A00008696,0,1,1,2,1
A00008146,0,2,1,0,1
A00001583,0,2,1,1,1
A00004123,0,1,1,1,1
A00007519,1,0,1,0,0
A00005367,2,0,1,0,0
A00000556,1,2,1,1,1
A00009875,2,2,1,0,1
A00001185,1,1,1,0,1
A00003185,1,1,1,3,1
A00002430,2,1,1,0,1
A00004755,0,0,1,3,1
A00002663,1,0,1,0,1
A00004861,0,0,1,3,1
A00007954,2,2,1,0,0
A00007344,1,1,1,2,0
A00002766,0,1,1,1,0
A00006277,1,0,1,0,1
A00001909,1,1,1,0,0
A00005095,1,2,1,1,1
A00008843,0,1,1,0,1
A00003472,1,0,1,0,1
A00009647,1,0,1,0,1
A00008482,0,2,1,1,1
A00003119,1,0,1,3,1
A00008465,1,0,1,0,1
A00003982,1,0,1,1,0
A00004639,2,1,1,0,1
A00002589,0,2,1,1,0
A00005440,1,2,1,1,1
A00002340,0,1,1,2,0
A00000218,1,1,1,3,1
A00003627,1,2,1,1,1
A00008359,0,1,1,0,1
A00001915,0,0,1,3,1
A00008410,1,1,1,0,1
A00005261,2,0,1,2,1
A00001044,0,2,1,0,1
A00008604,1,0,1,0,1
A00002615,0,0,1,0,1
A00000685,1,1,1,3,1
A00001911,0,2,1,3,1
A00007071,1,1,1,0,1
A00000348,1,1,1,1,1
A00001257,0,0,1,1,1
A00008787,0,2,1,3,0
A00009314,0,1,1,1,1
A00005733,1,0,1,1,1
A00006609,0,1,1,1,1
A00001960,1,2,1,3,0
A00005920,0,0,1,0,1
A00008379,2,0,1,0,0
A00002681,0,0,1,1,1
A00004009,2,2,1,0,1
A00004411,1,1,1,0,1
A00008677,1,0,1,0,1
A00006561,1,1,1,0,1
A00001426,1,1,1,0,1
A00003237,1,2,1,0,1
A00000272,1,0,1,0,1
A00007884,0,0,1,3,1
A00006292,1,0,1,1,1
A00002193,0,1,1,3,1
A00008750,0,0,1,0,0
A00002898,1,2,1,1,1
A00004238,0,1,1,3,1
A00002680,0,2,1,0,1
A00001459,1,2,1,0,1
A00000049,0,0,1,3,0
A00003882,1,1,1,0,1
A00004724,0,1,1,1,0
A00004810,1,2,1,0,1
A00001941,2,1,1,0,0
A00001918,0,2,1,3,0
A00001959,0,1,1,0,0
A00001833,0,1,1,1,1
A00007704,0,1,1,0,0
A00006432,1,2,1,1,0
A00001584,0,1,1,0,1
A00007972,2,2,1,1,0
A00009145,1,0,1,0,1
A00003341,0,1,1,1,1
A00002969,0,1,1,1,1
A00001906,1,0,1,2,1
A00002570,1,0,1,0,0
A00004619,0,0,1,1,1
A00005892,2,0,1,0,1
A00003697,0,2,1,1,0
A00001640,0,1,1,1,0
A00003033,0,1,1,3,1
A00007393,1,2,1,1,1
A00008490,0,2,1,0,1
A00004830,0,1,1,0,1
A00005801,0,1,1,0,1
A00001509,0,1,1,1,0
A00003994,0,0,1,0,1
A00004355,1,2,1,3,1
A00007082,1,2,1,0,1
A00003252,0,1,1,2,1
A00004673,2,0,1,3,1
A00001705,0,1,1,1,0
A00004225,1,2,1,0,0
A00009064,0,2,1,1,1
A00008160,2,0,1,0,0
A00005343,0,0,1,1,0
A00008571,1,2,1,3,1
A00009464,1,2,1,0,0
A00005304,0,1,1,0,1
A00008226,0,1,1,3,1
A00008797,2,0,1,1,0
A00009889,1,0,1,1,1
A00000706,0,2,1,1,0
A00003387,0,1,1,0,0
A00001404,0,0,1,0,1
A00003574,1,0,1,1,1
A00005249,2,1,1,2,1
A00004513,2,1,1,1,1
A00009077,1,1,1,0,0
A00003728,1,0,1,0,0
A00007765,0,1,1,0,1
A00007134,1,0,1,3,1
A00000088,0,2,1,0,1
A00003956,1,2,1,0,1
A00008864,0,2,1,1,1
A00006880,0,1,1,0,1
A00003881,1,0,1,2,0
A00008085,0,0,1,3,1
A00003674,1,0,1,0,0
A00004175,0,1,1,1,1
A00005292,1,1,1,1,1
A00003580,0,1,1,0,0
A00000947,0,1,0,0,0
A00002911,0,0,1,0,1
A00002116,1,2,1,1,1
A00003993,0,0,1,0,1
A00001702,1,0,1,1,1
A00005234,0,1,1,1,1
A00001295,2,2,1,1,1
A00002582,0,0,1,0,0
A00006101,1,0,1,2,1
A00004050,1,1,1,3,1
A00008508,0,2,1,0,1
A00009303,0,0,1,3,1
A00003385,2,0,1,2,1
A00008823,2,0,1,0,1
A00008825,0,0,1,0,0
A00006221,2,2,1,0,1
A00000132,0,0,1,0,1
A00004698,2,1,1,0,1
A00005813,0,2,1,1,1
A00003638,0,2,1,1,1
A00003416,0,2,1,0,0
A00007387,0,2,1,3,0
A00007095,1,1,1,1,1
A00002795,0,1,1,3,1
A00004661,0,2,1,0,1
A00007143,0,1,1,1,1
A00005172,0,0,1,1,1
A00003351,1,1,1,1,0
A00005728,1,1,1,0,0
A00004874,1,2,1,0,1
A00003762,0,1,1,0,1
A00004147,2,2,1,1,0
A00003094,0,1,1,2,1
A00002445,1,1,1,0,1
A00004729,2,2,1,3,1
A00003926,1,0,1,0,1
A00001348,1,2,1,0,0
A00007807,1,1,1,0,0
A00009982,1,2,1,1,1
A00001146,1,0,1,1,1
A00000296,1,1,1,1,1
A00001181,2,1,1,3,1
A00005071,1,0,1,2,1
A00006575,1,0,1,0,1
A00001225,1,0,1,3,1
A00008913,0,2,1,2,1
A00002181,1,1,1,0,0
A00005221,2,0,1,1,1
A00001791,0,2,1,0,0
A00005591,0,0,1,1,1
A00002603,1,2,1,2,0
A00002550,1,2,1,0,1
A00007478,1,2,1,2,0
A00005830,1,1,1,1,1
A00000851,0,2,1,1,1
A00002808,2,1,1,2,1
A00005601,0,2,1,1,1
A00009019,1,0,1,0,1
A00009604,1,1,1,1,1
A00009670,0,2,1,0,0
A00003234,1,0,1,1,1
A00002126,0,0,1,3,1
A00006922,0,0,1,0,0
A00008784,1,1,1,0,1
A00000465,1,1,1,2,1
A00001260,0,0,1,2,0
A00008377,1,1,1,0,1
A00004092,1,1,1,1,1
A00009149,0,0,1,0,1
A00007080,0,2,1,2,1
A00000543,1,2,1,0,1
A00005075,0,1,1,0,1
A00001133,0,1,1,0,0
A00000077,1,0,1,1,1
A00000090,0,2,1,1,0
A00003361,1,2,1,3,0
A00005206,1,1,1,0,1
A00001152,1,0,1,2,0
A00005560,2,0,1,2,1
A00007522,1,0,1,0,0
A00007079,1,0,1,0,0
A00000380,0,0,1,0,0
A00003717,0,2,1,0,0
A00004515,1,1,1,3,1
A00001679,0,1,1,0,0
A00003488,1,0,1,1,1
A00009247,0,2,1,3,1
A00002700,1,0,1,0,1
A00004739,0,1,1,0,1
A00003719,1,0,1,1,1
A00009014,1,0,1,0,1
A00005755,1,0,0,0,0
A00003320,0,1,1,0,1
A00002457,0,0,1,1,0
A00009084,0,0,1,0,1
A00005647,0,2,1,1,1
A00009016,0,2,1,0,1
A00005117,1,1,1,3,1
A00003045,0,0,1,0,1
A00002650,2,1,1,0,1
A00009823,0,0,1,2,1
A00008970,0,0,1,1,1
A00004696,2,0,1,2,0
A00004182,1,1,1,0,1
A00003804,0,2,1,0,1
A00008265,1,0,1,0,0
A00003770,2,0,1,0,1
A00006215,1,0,1,1,1
A00002704,1,1,1,0,1
A00003132,0,2,1,1,1
A00002861,2,1,1,0,1
A00008959,0,1,1,0,1
A00004126,0,1,1,1,0
A00000278,2,0,1,0,1
A00000927,1,1,1,3,0
A00005885,0,0,1,0,0
A00002324,1,1,1,0,0
A00009575,0,1,1,3,1
A00008600,1,1,1,3,1
A00005724,2,2,1,2,1
A00007767,1,2,1,1,0
A00003549,0,0,1,0,0
A00004276,1,2,1,0,1
A00005243,0,1,1,0,0
A00006503,2,1,1,0,0
A00009478,1,1,1,0,1
A00008042,2,0,1,2,1
A00007671,0,0,1,1,1
A00006761,0,2,1,0,1
A00008585,0,2,1,3,1
A00002321,1,1,1,3,0
A00008688,0,1,1,0,1
A00008996,0,0,1,0,1
A00001980,1,2,1,0,1
A00000588,1,2,1,3,0
A00006571,0,2,1,1,1
A00009474,0,1,1,0,1
A00005519,2,1,1,1,1
A00005772,1,0,1,3,0
A00009672,0,2,1,2,1
A00001884,1,0,1,0,0
A00006114,1,2,1,0,1
A00005138,0,2,1,1,1
A00004043,0,1,1,1,1
A00006250,1,2,1,0,1
A00006587,1,2,1,0,0
A00001801,0,0,1,0,1
A00009048,1,0,1,0,1
A00009263,1,2,1,0,1
A00007325,1,2,1,1,1
A00009622,0,0,1,0,1
A00009448,0,2,0,0,0
A00000026,0,0,1,1,0
A00008772,0,2,1,0,0
A00005012,2,0,1,0,1
A00007663,0,2,1,0,1
A00009420,0,0,0,0,0
A00002962,1,0,1,0,1
A00001521,0,2,1,3,1
A00006815,0,2,1,1,1
A00005218,0,2,1,0,0
A00003325,1,0,1,3,1
A00004649,1,1,1,0,0
A00004668,1,0,1,1,0
A00005787,1,2,1,0,1
A00001882,0,1,1,0,1
A00008769,0,1,1,1,1
A00001311,1,0,1,0,1
A00005573,0,0,1,3,0
A00003920,0,0,1,0,0
A00000566,1,1,1,1,1
A00003432,1,1,1,0,1
A00009344,0,1,1,3,1
A00006780,1,2,1,1,1
A00005268,1,2,1,1,0
A00007524,0,0,1,1,1
A00000997,1,2,1,0,1
A00008799,1,1,1,0,1
A00001068,1,2,1,1,1
A00001818,1,2,1,3,1
A00005135,0,2,1,0,1
A00002741,0,1,1,3,1
A00002255,1,0,1,0,1
A00003501,1,0,1,1,0
A00001138,1,0,1,0,0
A00001471,0,0,1,1,1
A00003839,0,1,1,3,1
A00003479,0,1,1,1,1
A00004017,0,0,1,2,0
A00008538,1,0,1,1,1
A00001908,2,1,0,3,0
A00003750,1,2,1,0,0
A00000297,0,1,1,0,1
A00007872,2,2,1,0,0
A00005426,1,2,1,3,1
A00004804,2,0,1,0,1
A00008468,0,0,1,1,1
A00007056,1,0,1,3,1
A00004347,0,2,1,2,1
A00005336,1,0,1,0,1
A00000178,1,1,1,3,1
A00001367,2,2,1,1,1
A00005183,1,0,1,3,1
A00009308,0,1,1,0,0
A00002553,1,0,1,1,0
A00009699,2,1,1,0,0
A00003544,2,0,1,1,1
A00008443,1,2,1,2,0
A00009532,2,0,1,0,1
A00008516,1,1,1,3,1
A00005918,0,0,1,0,1
A00009015,0,0,1,0,1
A00005185,0,0,1,2,1
A00000686,1,1,1,3,1
A00003988,1,0,1,0,1
A00009748,0,0,1,1,0
A00002507,2,1,1,0,1
A00001224,0,0,1,0,1
A00009570,0,1,1,0,1
A00007062,0,1,1,0,0
A00006380,0,0,1,1,1
A00007602,0,1,1,1,0
A00009659,1,0,1,3,1
A00007292,0,0,1,3,1
A00005332,0,2,1,0,1
A00004278,0,2,1,1,1
A00004824,0,0,1,0,1
A00005621,0,0,1,0,1
A00005637,1,1,1,1,1
A00006469,1,0,1,1,1
A00000674,1,2,1,0,0
A00001293,2,0,1,1,1
A00008168,0,1,1,3,1
A00006447,2,2,1,1,1
A00003042,0,1,1,0,0
A00004973,1,1,1,0,0
A00009147,0,1,1,3,1
A00007172,0,2,1,3,1
A00007653,2,0,1,1,0
A00000549,1,0,1,0,0
A00009462,0,0,1,0,0
A00000325,1,2,0,1,0
A00009197,0,1,1,2,1
A00007806,1,1,1,0,1
A00001356,1,1,1,3,1
A00000563,1,0,1,3,1
A00002128,0,0,1,1,1
A00003235,1,0,1,0,1
A00000158,0,1,1,2,1
A00000197,0,2,1,0,0
A00005283,1,0,1,2,1
A00001658,1,0,1,1,1
A00008099,1,1,1,1,1
A00009266,0,1,1,0,1
A00000302,1,1,1,2,0
A00007733,1,0,1,1,0
A00007279,1,1,1,0,1
A00009987,0,2,1,1,1
A00005037,0,1,1,1,1
A00001571,1,1,1,3,1
A00009269,0,0,1,1,1
A00007281,1,0,1,1,1
A00007776,0,0,1,0,1
A00001939,0,0,1,3,1
A00006001,1,0,0,3,0
A00001899,2,1,1,2,1
A00009211,0,1,1,1,0
A00005192,1,2,1,3,1
A00000899,1,2,1,1,1
A00005873,0,1,1,1,0
A00000199,2,2,1,1,0
A00000698,2,0,1,0,0
A00007003,1,2,1,0,1
A00006868,1,2,1,1,1
A00008517,0,0,1,0,1
A00005737,0,2,1,0,1
A00006154,0,0,1,0,0
A00003780,0,1,1,0,1
A00003290,0,1,1,1,0
A00000550,0,1,1,1,0
A00000502,0,2,1,0,0
A00009941,0,0,1,0,1
A00005339,1,0,1,3,1
A00002484,2,0,1,1,1
A00007486,0,1,1,0,1
A00004838,0,1,1,0,1
A00008018,0,0,1,2,1
A00004384,2,0,1,1,1
A00006172,2,0,1,0,1
A00006690,1,0,1,0,0
A00005904,1,1,1,2,1
A00006833,1,2,1,2,1
A00005660,0,0,1,0,1
A00006995,0,0,1,3,1
A00006519,0,2,1,3,1
A00001183,0,0,1,0,0
A00006039,1,2,1,0,1
A00008532,0,2,1,0,0
A00007863,1,2,1,1,1
A00007055,1,1,1,3,0
A00000531,1,0,1,1,1
A00004655,0,1,1,3,1
A00006289,1,1,1,3,1
A00008313,1,2,1,2,1
A00000780,1,1,1,3,1
A00001931,1,1,1,0,1
A00008385,0,2,1,0,1
A00001235,1,0,1,0,1
A00007175,1,0,1,0,1
A00003999,1,0,1,0,0
A00004731,2,1,1,3,1
A00006739,2,2,1,0,0
A00005388,0,0,1,2,1
A00008539,2,1,1,0,1
A00003735,1,0,1,3,0
A00006763,1,2,1,1,1
A00005412,1,1,1,0,1
A00003576,1,2,1,3,1
A00009271,0,2,1,0,1
A00007786,0,2,1,3,1
A00009095,1,2,1,1,0
A00005793,1,2,1,0,0
A00001803,1,1,1,0,0
A00000931,0,2,1,0,1
A00009059,1,1,1,1,0
A00002399,0,1,1,0,1
A00000552,0,2,1,0,1
A00007324,0,2,1,1,1
A00008760,0,0,1,0,1
A00004529,0,1,1,0,1
A00006473,1,0,1,1,1
A00001814,0,1,1,1,1
A00004172,1,0,1,0,1
A00005993,0,0,1,0,1
A00003653,1,2,1,2,1
A00008642,2,2,1,0,1
A00006632,1,0,1,0,1
A00007980,0,0,1,0,1
A00007334,0,0,1,0,1
A00003610,1,0,1,0,1
A00005654,0,0,1,1,1
A00002209,0,1,1,0,0
A00004336,1,1,1,1,1
A00003191,2,1,1,1,0
A00009888,0,2,1,3,1
A00008323,0,2,1,0,1
A00009960,1,1,1,3,1
A00001816,1,1,1,0,1
A00002361,1,1,1,0,1
A00008837,2,2,1,3,1
A00002267,0,1,1,0,0
A00000370,2,2,1,0,0
A00009847,0,2,1,3,0
A00002283,0,1,1,3,1
A00000321,2,1,1,1,1
A00000425,0,1,1,1,1
A00005313,1,0,1,0,1
A00002481,1,1,1,0,0
A00003357,0,2,1,0,0
A00004863,1,0,1,0,1
A00006420,2,0,1,1,1
A00007707,2,2,1,0,1
A00003187,1,1,1,0,1
A00004397,0,1,1,0,0
A00001114,2,2,1,0,0
A00008189,0,0,1,3,1
A00007790,0,0,1,3,1
A00003862,0,1,1,2,1
A00001288,0,2,1,0,1
A00004310,0,0,1,1,1
A00000217,0,2,1,1,0
A00003848,1,2,1,3,1
A00007390,1,1,1,1,0
A00004409,2,1,1,0,0
A00007457,0,0,1,0,0
A00007010,2,1,1,0,1
A00001263,0,2,1,1,1
A00006223,2,2,1,0,1
A00004221,1,1,1,0,1
A00005056,0,1,1,1,1
A00005307,1,0,1,0,1
A00003530,1,1,1,2,0
A00004063,1,2,1,0,1
A00005196,0,0,1,1,1
A00008060,0,1,1,1,1
A00009877,1,0,1,1,1
A00003734,1,2,1,0,1
A00005763,1,2,1,2,1
A00008765,0,1,1,0,0
A00001384,2,0,1,1,1
A00009957,0,0,1,3,1
A00002935,2,2,1,1,1
A00004958,0,2,1,1,1
A00008598,1,1,1,3,1
A00003200,1,0,1,0,0
A00000143,2,0,1,0,1
A00000309,2,1,1,1,1
A00009212,1,2,1,1,0
A00000144,1,0,1,0,0
A00008915,1,1,1,0,1
A00006764,2,0,1,1,0
A00000740,0,0,1,3,1
A00004519,0,0,1,1,1
A00003408,1,2,1,0,1
A00003286,0,1,1,1,1
A00006573,0,2,1,3,1
A00009679,1,2,1,3,1
A00006749,2,1,1,0,1
A00005166,1,1,1,0,1
A00001921,0,1,1,3,1
A00006124,0,1,1,0,1
A00001276,1,0,1,3,0
A00000701,1,2,1,0,0
A00007228,1,2,1,1,1
A00009310,0,1,1,3,1
A00002290,0,0,1,1,1
A00006431,0,1,1,1,1
A00001435,1,0,1,2,1
A00005244,1,0,1,3,1
A00000497,1,2,1,1,1
A00005011,1,2,1,3,1
A00006792,1,0,1,0,1
A00004541,1,1,1,1,1
A00009577,0,0,1,0,1
A00004540,1,1,1,1,0
A00001947,2,1,1,0,1
A00005576,2,1,1,3,1
A00004352,0,2,1,1,1
A00005829,0,2,0,3,0
A00003493,0,2,1,1,1
A00000902,0,2,1,1,1
A00006769,0,0,1,0,0
A00000382,1,0,1,1,1
A00002443,1,2,1,0,1
A00004016,2,2,1,1,1
A00003222,0,0,1,1,1
A00009273,1,2,1,0,1
A00005003,0,2,1,2,1
A00006555,0,1,1,0,1
A00002207,2,0,1,2,1
A00004959,1,2,1,0,1
A00002330,1,0,1,1,1
A00003380,1,2,1,3,0
A00007006,1,0,1,2,0
A00004994,1,1,1,1,1
A00002453,1,1,1,3,1
A00009641,1,1,1,2,1
A00000814,0,1,1,1,1
A00001904,0,2,1,0,1
A00008768,0,0,1,0,1
A00009913,0,2,1,0,1
A00002577,0,0,1,0,1
A00002830,1,0,1,3,1
A00008611,2,2,1,0,1
A00002995,0,2,1,0,0
A00003537,1,2,1,1,1
A00007603,2,0,1,3,0
A00002208,0,1,1,3,1
A00006092,0,1,1,2,1
A00000407,0,2,1,1,1
A00003465,1,1,0,0,0
A00003688,0,0,1,1,1
A00007963,2,1,1,1,1
A00004228,0,2,1,0,1
A00009819,0,0,1,0,1
A00008866,1,1,1,0,1
A00004167,0,2,1,1,0
A00002060,0,0,1,1,1
A00006793,0,2,1,0,0
A00007158,2,2,1,3,0
A00009237,0,2,1,0,1
A00007171,2,1,1,0,1
A00008371,1,2,1,3,1
A00008494,1,1,1,0,1
A00007491,0,0,1,2,0
A00006796,0,0,1,1,1
A00009376,0,2,1,0,1
A00000874,1,1,1,0,1
A00000032,1,0,1,0,0
A00007894,0,1,1,0,1
A00006604,0,0,1,1,0
A00007943,1,1,1,1,0
A00000923,1,1,1,0,1
A00006299,0,0,1,0,0
A00006580,0,0,1,3,1
A00000840,0,0,1,1,0
A00005024,0,2,1,1,1
A00004860,1,0,1,1,1
A00006900,1,1,1,1,1
A00004817,0,1,1,3,1
A00007488,0,2,1,1,0
A00006721,1,2,1,3,1
A00009701,1,2,1,1,0
A00003590,0,2,1,1,1
A00003821,1,2,1,0,0
A00008485,0,2,1,1,0
A00005275,1,0,1,3,1
A00006361,1,1,1,0,1
A00004082,1,2,1,0,1
A00006671,2,1,1,3,1
A00008925,0,0,1,3,1
A00008637,0,2,1,1,1
A00008308,2,2,1,0,1
A00004465,0,1,1,2,1
A00005669,0,1,1,0,1
A00009076,1,1,1,2,1
A00009969,2,1,1,1,1
A00002034,1,2,1,3,1
A00008543,0,1,1,1,1
A00007361,0,0,1,0,0
A00000699,1,0,1,3,1
A00005657,0,0,1,1,1
A00007964,1,2,1,3,1
A00003463,2,0,1,3,1
A00009673,2,1,1,2,0
A00004366,1,0,1,2,1
A00008045,0,2,1,3,0
A00007847,1,1,1,2,1
A00006526,0,2,1,0,1
A00002858,1,2,1,3,1
A00004773,1,1,1,1,0
A00007546,0,1,1,0,0
A00008176,1,2,1,1,0
A00005534,1,2,1,0,1
A00001282,0,0,1,0,0
A00008755,0,1,1,3,1
A00005253,0,0,1,0,0
A00005913,0,0,1,0,1
A00001453,1,2,1,0,1
A00007575,1,1,1,0,1
A00008945,1,2,1,0,0
A00003621,2,0,1,0,0
A00002846,0,2,1,1,1
A00000573,0,0,1,2,1
A00005996,0,1,1,1,1
A00000562,2,0,1,0,0
A00002395,1,2,1,0,0
A00003539,2,1,1,1,1
A00006585,0,1,1,0,1
A00007249,2,2,1,1,0
A00005828,0,2,1,1,1
A00009317,1,2,1,1,0
A00001562,0,0,1,1,0
A00007464,1,0,1,0,1
A00009128,0,2,0,0,0
A00006129,2,1,0,1,0
A00001128,0,1,1,1,1
A00000974,1,0,1,0,0
A00001149,0,0,1,0,1
A00002137,1,1,1,0,1
A00006752,0,2,1,3,0
A00005634,0,1,1,1,0
A00000277,1,0,1,3,0
A00008183,0,0,1,0,1
A00005033,0,0,1,1,0
A00003294,1,1,1,1,1
A00000400,0,2,1,2,0
A00004339,1,0,1,0,1
A00005049,1,1,1,1,1
A00006040,1,2,1,0,1
A00000671,0,2,1,0,0
A00005137,1,2,1,0,1
A00008309,1,0,1,1,1
A00005696,1,1,1,1,1
A00009832,0,0,1,0,0
A00003239,0,2,1,0,1
A00005736,0,1,1,3,0
A00009083,0,2,1,0,1
A00000651,2,2,1,0,1
A00009494,0,0,1,1,0
A00003433,0,2,1,1,1
A00006246,2,1,1,0,1
A00006647,1,2,1,3,0
A00003371,0,0,1,3,0
A00004421,2,2,1,3,1
A00005685,0,0,1,2,1
A00006817,1,1,1,0,0
A00002890,0,2,1,0,1
A00008993,0,2,1,2,1
A00005086,1,1,1,0,1
A00007621,1,1,1,0,0
A00003923,0,2,1,3,1
A00002155,0,2,1,0,1
A00004511,1,2,1,0,1
A00005902,0,0,1,0,1
A00009684,0,1,1,3,0
A00003625,2,2,1,1,1
A00004484,1,2,0,2,0
A00007947,0,2,1,0,1
A00001460,0,1,1,0,1
A00001013,1,2,1,1,1
A00009161,1,1,1,0,1
A00005306,1,2,1,0,1
A00008130,1,2,1,1,1
A00000054,0,2,1,3,0
A00003118,0,2,1,0,1
A00008715,2,1,1,1,0
A00001110,1,0,1,0,1
A00003244,0,1,1,3,1
A00000736,2,2,1,0,1
A00007030,0,2,1,0,1
A00001507,1,2,1,1,0
A00002821,1,2,1,0,1
A00001355,0,2,1,2,1
A00000605,0,1,1,1,1
A00008848,1,1,1,3,0
A00005929,0,1,1,1,1
A00001030,1,2,1,1,1
A00008495,0,1,1,2,1
A00009686,1,1,1,0,1
A00008756,1,2,1,3,1
A00005497,1,0,1,0,0
A00004435,0,1,1,0,1
A00006334,0,2,1,3,0
A00007818,0,1,1,0,1
A00002117,2,0,1,2,0
A00003996,1,0,1,3,1
A00000635,1,1,1,0,1
A00005758,2,1,1,0,0
A00009702,0,2,1,0,1
A00001246,1,0,1,0,1
A00002855,2,0,1,1,1
A00006870,0,0,1,3,1
A00002145,2,2,1,2,0
A00007906,1,2,1,0,1
A00008342,0,1,1,3,1
A00002408,1,2,1,0,1
A00008892,0,0,1,3,1
A00009770,1,1,1,3,0
A00003277,0,0,1,0,1
A00008004,1,2,1,0,1
A00004256,0,1,1,0,1
A00005648,0,2,1,1,1
A00002871,1,1,1,1,1
A00006840,0,1,1,1,1
A00007881,1,2,1,2,0
A00001851,0,0,1,0,0
A00009378,1,1,1,2,0
A00002347,0,0,1,3,0
A00009614,0,0,1,0,1
A00009833,0,0,1,3,1
A00004309,0,1,1,3,1
A00006592,0,0,1,0,1
A00005363,0,1,1,0,1
A00006089,1,2,1,0,0
A00003855,0,1,1,2,1
A00003563,0,1,1,1,1
A00008681,1,1,1,2,1
A00002825,1,2,1,3,0
A00006971,1,2,1,3,1
A00009905,0,2,1,0,1
A00002310,0,0,1,3,1
A00004460,0,2,1,3,1
A00005291,0,2,1,1,1
A00004468,1,2,1,0,1
A00008262,0,1,1,3,1
A00006819,2,1,1,2,1
A00008817,0,2,1,0,1
A00009074,2,1,1,0,1
A00001531,1,0,1,0,1
A00003652,1,2,1,1,1
A00005578,0,0,1,0,0
A00008920,1,2,1,3,1
A00008660,1,0,1,0,0
A00009459,0,1,1,0,1
A00002510,1,1,1,3,0
A00003136,0,1,1,0,1
A00000770,1,1,1,0,1
A00002867,1,0,1,3,0
A00007234,1,1,1,0,1
A00009933,0,0,1,3,1
A00006599,0,0,1,2,0
A00006369,1,0,1,1,1
A00006226,1,0,1,0,1
A00005048,1,1,1,0,1
A00007601,1,0,1,1,1
A00007290,0,0,1,3,0
A00008526,2,2,1,0,1
A00009216,0,2,1,3,1
A00003874,1,2,1,0,0
A00001331,2,1,1,0,1
A00004864,1,0,1,3,1
A00009410,1,1,1,0,1
A00007581,1,2,1,0,0
A00000099,0,1,1,0,1
A00009942,0,0,1,3,1
A00004099,0,0,1,0,1
A00004035,1,2,1,0,1
A00002320,1,1,1,0,0
A00005527,2,1,1,0,1
A00000181,0,0,1,1,0
A00001091,1,1,1,0,1
A00008606,0,2,1,1,1
A00002177,1,1,1,3,1
A00004332,2,1,1,2,1
A00003622,0,2,1,2,1
A00005855,0,2,1,0,1
A00000913,0,1,1,3,1
A00007794,1,2,1,0,0
A00003885,1,1,1,0,1
A00008326,0,2,1,1,1
A00007568,1,0,1,0,0
A00000667,1,2,1,2,1
A00002997,0,0,1,3,1
A00007346,1,1,1,0,1
A00009337,1,1,1,1,1
A00005015,1,2,1,1,0
A00008150,1,0,1,0,1
A00005984,1,0,1,2,1
A00006116,1,2,1,1,0
A00001253,1,1,1,3,0
A00001153,0,0,1,1,1
A00001916,1,2,1,0,1
A00004942,1,1,1,3,0
A00002156,1,1,0,0,0
A00000066,0,2,1,0,1
A00006788,2,2,1,0,1
A00008801,0,2,1,1,0
A00008392,2,2,1,0,1
A00005701,0,2,1,0,1
A00003591,0,0,1,3,1
A00000929,0,1,1,0,1
A00003598,1,0,1,3,1
A00005558,0,2,1,1,1
