Cust_num,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,y
19304,55,management,married,tertiary,no,8725,no,no,cellular,6,aug,341,no
20279,58,retired,married,primary,no,20417,no,no,cellular,11,aug,566,no
21479,49,management,married,tertiary,no,3523,no,no,cellular,19,aug,78,no
22752,33,technician,married,secondary,no,21951,no,no,cellular,25,aug,72,no
23485,51,technician,divorced,tertiary,no,9921,no,no,cellular,28,aug,84,no
23698,44,management,married,tertiary,no,-586,no,no,cellular,28,aug,43,no
25787,36,management,single,secondary,no,11566,no,no,cellular,19,nov,537,no
26340,52,entrepreneur,married,secondary,no,13087,no,yes,cellular,20,nov,199,no
27632,33,management,divorced,tertiary,no,3739,yes,yes,cellular,21,nov,211,no
29500,56,management,married,primary,no,8389,no,no,cellular,3,feb,996,yes
31243,46,management,married,tertiary,no,12154,no,no,cellular,3,mar,305,yes
31519,48,services,married,secondary,no,11362,yes,no,cellular,2,apr,146,no
32302,54,blue-collar,married,secondary,no,8848,no,no,telephone,16,apr,1366,no
33762,34,management,married,tertiary,no,14493,no,no,cellular,22,apr,176,no
34878,29,services,married,secondary,no,6508,yes,yes,cellular,6,may,315,no
35600,34,admin.,divorced,secondary,no,6519,yes,no,cellular,7,may,323,no
37414,38,management,married,tertiary,no,17874,yes,no,cellular,13,may,537,no
38605,40,admin.,married,secondary,no,14227,yes,no,cellular,15,may,13,no
40642,66,retired,married,tertiary,no,13431,no,no,cellular,5,aug,177,no
40868,28,technician,single,tertiary,no,13267,yes,no,cellular,12,aug,150,no
44256,60,unemployed,married,primary,no,9309,no,no,cellular,22,jul,1193,yes
1159,59,retired,married,unknown,no,17153,no,no,unknown,8,may,425,no
1526,46,blue-collar,married,primary,no,21353,yes,yes,unknown,8,may,390,no
2237,45,management,single,tertiary,no,18433,no,no,unknown,12,may,55,no
2754,52,technician,married,secondary,no,10034,no,no,unknown,14,may,97,no
4402,57,management,married,tertiary,no,24284,yes,yes,unknown,20,may,107,no
5480,50,admin.,married,secondary,no,20020,yes,yes,unknown,23,may,97,no
6953,29,blue-collar,single,secondary,no,4718,yes,no,unknown,28,may,324,no
7940,41,blue-collar,married,primary,no,7682,yes,no,unknown,30,may,232,no
9550,49,blue-collar,married,primary,no,12069,yes,no,unknown,6,jun,286,no
10130,42,technician,married,unknown,no,7740,no,no,unknown,11,jun,241,no
10776,48,blue-collar,married,primary,no,12641,no,no,unknown,17,jun,104,no
11469,47,retired,divorced,secondary,no,22160,no,no,unknown,19,jun,141,no
11750,43,management,single,primary,no,13654,no,no,unknown,20,jun,280,no
12551,30,management,single,tertiary,no,19911,no,yes,unknown,3,jul,88,no
12771,28,management,single,tertiary,no,15120,no,no,cellular,7,jul,94,no
13713,39,services,married,secondary,no,5095,yes,no,telephone,10,jul,29,no
14054,37,technician,divorced,secondary,no,7742,yes,no,cellular,11,jul,283,no
15114,39,management,married,tertiary,no,9399,yes,yes,cellular,17,jul,301,no
15648,32,admin.,married,secondary,no,19956,yes,no,cellular,21,jul,229,no
15671,37,admin.,married,tertiary,no,11290,yes,no,cellular,21,jul,115,no
17244,48,housemaid,married,secondary,no,11247,no,no,cellular,28,jul,330,no
17449,35,admin.,married,tertiary,no,9160,yes,no,cellular,28,jul,151,no
18614,38,blue-collar,married,primary,no,8932,yes,no,cellular,31,jul,18,no
20493,47,unemployed,married,tertiary,no,5585,no,no,cellular,12,aug,232,no
20800,42,management,married,tertiary,no,3460,no,no,cellular,13,aug,325,no
21996,39,technician,married,secondary,no,11746,no,no,cellular,20,aug,327,no
22065,46,management,married,tertiary,no,14944,no,no,cellular,20,aug,96,no
22386,50,self-employed,married,primary,no,9069,no,no,cellular,22,aug,125,no
23944,46,management,divorced,tertiary,no,10291,no,yes,cellular,29,aug,38,no
24261,57,housemaid,married,secondary,no,8651,no,no,cellular,17,nov,56,no
24378,52,blue-collar,married,secondary,no,17628,yes,no,cellular,17,nov,125,no
24591,43,housemaid,married,primary,no,11263,no,yes,cellular,17,nov,836,no
25565,42,management,divorced,primary,no,7613,yes,no,cellular,19,nov,73,no
28119,35,student,single,unknown,no,2732,no,no,telephone,28,jan,122,no
28880,47,unemployed,divorced,secondary,no,10580,no,yes,cellular,30,jan,127,no
30853,33,technician,married,secondary,no,9152,yes,no,cellular,9,feb,176,no
32563,35,blue-collar,married,secondary,no,5411,yes,no,cellular,17,apr,203,no
32672,34,technician,single,tertiary,no,10024,yes,no,cellular,17,apr,158,no
34528,34,blue-collar,divorced,secondary,no,9750,yes,no,cellular,5,may,150,no
37171,27,blue-collar,divorced,secondary,no,9450,yes,no,telephone,13,may,363,no
40535,55,services,married,secondary,no,11405,no,no,cellular,8,jul,106,no
43429,37,admin.,married,secondary,no,19493,yes,no,cellular,8,apr,208,no
44508,46,self-employed,divorced,secondary,no,-60,no,no,unknown,10,aug,6,no
565,59,services,divorced,secondary,no,8803,yes,yes,unknown,6,may,97,no
1464,42,retired,married,primary,no,14726,yes,no,unknown,8,may,186,no
1742,29,admin.,divorced,secondary,no,9615,no,no,unknown,9,may,393,no
4012,27,management,single,tertiary,yes,4162,yes,no,unknown,16,may,89,no
5596,44,admin.,married,secondary,no,-1048,yes,no,unknown,23,may,82,no
7136,55,management,married,tertiary,no,9423,no,no,unknown,29,may,206,no
7750,57,technician,married,secondary,no,4966,yes,yes,unknown,30,may,200,no
11016,28,blue-collar,married,primary,no,12989,yes,yes,unknown,17,jun,273,no
11407,40,self-employed,married,secondary,no,5532,no,no,unknown,19,jun,61,no
12091,41,technician,married,secondary,no,9806,no,no,unknown,20,jun,267,no
12598,30,services,single,tertiary,no,13275,no,no,unknown,4,jul,71,no
13814,29,blue-collar,married,secondary,no,220,no,no,cellular,10,jul,45,no
14476,37,services,married,secondary,no,14383,yes,no,cellular,14,jul,330,no
14508,52,blue-collar,divorced,secondary,no,12029,no,yes,cellular,15,jul,231,no
15250,43,admin.,married,secondary,no,13411,yes,no,cellular,17,jul,674,no
15298,52,technician,divorced,tertiary,no,1837,no,no,cellular,18,jul,454,no
16397,47,housemaid,married,primary,no,-1280,no,yes,telephone,23,jul,203,no
16727,43,entrepreneur,married,secondary,no,9767,no,no,telephone,24,jul,122,no
17037,27,services,single,secondary,no,844,no,yes,cellular,25,jul,261,no
21754,53,admin.,married,unknown,no,6805,no,no,cellular,19,aug,160,no
22107,39,technician,single,tertiary,no,18326,no,no,cellular,21,aug,121,no
23155,50,blue-collar,married,secondary,yes,-2357,yes,no,cellular,26,aug,240,no
23169,45,technician,divorced,tertiary,no,16140,no,no,cellular,27,aug,58,no
23641,31,management,single,tertiary,no,17465,no,no,cellular,28,aug,38,no
24732,55,self-employed,married,tertiary,no,15054,no,no,cellular,17,nov,252,no
24742,56,management,married,secondary,no,15441,no,no,telephone,18,nov,189,no
25522,35,technician,married,secondary,no,9246,yes,no,telephone,19,nov,125,no
26137,41,technician,single,tertiary,no,9730,yes,no,cellular,19,nov,635,no
26387,52,blue-collar,divorced,primary,no,14704,no,no,cellular,20,nov,19,no
26663,43,management,divorced,tertiary,no,1806,no,no,cellular,20,nov,154,no
27212,37,management,married,tertiary,no,10195,yes,no,cellular,21,nov,227,no
27263,36,admin.,single,secondary,no,3805,yes,yes,cellular,21,nov,109,no
27985,33,blue-collar,married,secondary,no,17261,yes,no,cellular,28,jan,176,no
31137,28,student,single,secondary,no,13659,no,no,cellular,18,feb,209,yes
31889,35,management,married,primary,no,2548,yes,yes,cellular,9,apr,260,no
32947,33,management,married,tertiary,no,15991,yes,no,cellular,17,apr,378,yes
33431,28,student,single,secondary,no,10051,no,no,cellular,20,apr,185,yes
33435,30,student,single,secondary,no,3699,no,no,cellular,20,apr,111,no
34842,37,blue-collar,married,primary,no,14507,yes,no,cellular,6,may,226,no
35813,46,blue-collar,single,secondary,no,4416,yes,no,cellular,8,may,120,no
36080,37,blue-collar,married,primary,no,11014,no,no,telephone,11,may,108,no
36154,31,technician,single,secondary,no,10373,yes,no,cellular,11,may,163,no
36458,50,blue-collar,married,primary,no,8562,yes,no,cellular,11,may,503,no
36868,32,technician,single,secondary,no,-1064,yes,no,cellular,12,may,61,no
39766,43,management,married,tertiary,no,12187,no,no,cellular,1,jun,346,no
39795,55,technician,married,secondary,no,2821,yes,yes,cellular,1,jun,106,no
42786,54,admin.,married,secondary,no,12385,no,no,cellular,28,jan,161,yes
44047,43,management,single,tertiary,no,-399,no,no,cellular,30,jun,275,yes
44611,63,admin.,married,secondary,no,17641,yes,no,cellular,31,aug,253,yes
105,27,technician,single,tertiary,no,5751,yes,no,unknown,5,may,400,no
319,40,retired,single,primary,no,6347,no,no,unknown,5,may,136,no
4549,40,admin.,married,tertiary,no,7246,yes,no,unknown,20,may,88,no
4813,35,technician,divorced,secondary,no,6277,no,no,unknown,21,may,162,no
4848,34,services,married,secondary,no,16846,yes,no,unknown,21,may,872,no
8103,35,management,single,tertiary,no,12981,yes,no,unknown,2,jun,184,no
9025,53,management,married,tertiary,yes,2776,no,yes,unknown,5,jun,189,no
10372,43,blue-collar,married,primary,no,13947,no,no,unknown,12,jun,30,no
11815,38,management,married,tertiary,no,14863,yes,no,unknown,20,jun,211,no
14455,52,admin.,married,primary,no,7541,yes,no,cellular,14,jul,218,no
16160,34,blue-collar,married,primary,no,15085,yes,no,cellular,22,jul,149,no
16665,45,blue-collar,married,primary,no,12006,yes,no,cellular,24,jul,137,no
17191,27,technician,married,secondary,no,9650,yes,no,cellular,28,jul,55,no
21605,58,admin.,married,primary,no,21487,no,no,cellular,19,aug,109,no
23149,40,management,single,tertiary,no,7237,no,no,cellular,26,aug,58,no
23434,38,technician,married,secondary,no,13076,no,no,cellular,28,aug,82,no
23761,38,technician,married,secondary,no,2319,no,no,cellular,28,aug,176,no
23868,31,technician,single,secondary,no,10509,no,no,cellular,29,aug,213,no
25056,31,entrepreneur,divorced,tertiary,no,936,yes,no,cellular,18,nov,164,no
25067,30,unemployed,married,tertiary,no,12313,yes,no,cellular,18,nov,756,no
25944,56,self-employed,married,tertiary,yes,9954,no,no,cellular,19,nov,122,no
26049,54,management,married,tertiary,no,2616,no,yes,cellular,19,nov,307,no
26403,33,entrepreneur,married,tertiary,no,5034,no,no,cellular,20,nov,232,no
27177,35,management,married,tertiary,yes,7388,yes,yes,cellular,21,nov,70,no
27258,35,management,married,tertiary,no,1987,yes,no,cellular,21,nov,189,no
28032,41,technician,married,secondary,no,11804,no,no,cellular,28,jan,411,no
30549,32,management,single,tertiary,no,3337,no,no,cellular,5,feb,550,yes
32051,44,admin.,divorced,secondary,no,15778,no,no,cellular,14,apr,1594,yes
32166,44,blue-collar,single,secondary,no,11428,yes,no,cellular,15,apr,442,no
34647,43,technician,divorced,secondary,no,7005,yes,no,cellular,5,may,150,no
40773,32,technician,divorced,secondary,no,8019,yes,no,cellular,10,aug,540,no
42619,53,admin.,divorced,tertiary,no,8437,yes,yes,cellular,12,jan,171,no
45017,40,management,married,tertiary,no,5224,no,no,cellular,14,oct,1410,no
788,46,management,married,tertiary,no,16619,no,no,unknown,7,may,70,no
1906,57,management,married,secondary,no,12132,yes,no,unknown,9,may,147,no
4938,32,technician,single,tertiary,no,15287,yes,no,unknown,21,may,250,no
10574,55,blue-collar,married,secondary,no,7595,no,no,unknown,16,jun,73,no
10591,39,blue-collar,married,secondary,no,14450,no,no,unknown,16,jun,289,no
11720,38,technician,married,secondary,no,14418,yes,no,unknown,20,jun,111,no
11816,60,technician,married,secondary,no,8781,no,no,unknown,20,jun,105,no
12545,58,unemployed,married,secondary,no,18276,no,no,unknown,3,jul,84,no
13189,33,services,single,secondary,no,19591,no,no,cellular,8,jul,116,no
13372,41,services,divorced,secondary,no,7467,yes,no,cellular,9,jul,126,no
13404,53,management,married,tertiary,no,14278,yes,no,cellular,9,jul,296,no
14396,33,services,married,secondary,no,12158,yes,no,cellular,14,jul,163,no
14627,29,management,married,tertiary,no,3347,yes,yes,cellular,15,jul,218,no
14815,54,blue-collar,married,secondary,no,10791,no,yes,cellular,16,jul,156,no
16383,60,management,single,tertiary,no,3214,no,yes,cellular,23,jul,151,no
16492,56,blue-collar,married,primary,no,5787,yes,no,telephone,23,jul,293,no
16608,40,blue-collar,married,primary,no,15176,no,no,cellular,24,jul,313,no
17481,49,services,married,primary,no,18381,no,no,telephone,28,jul,127,no
17691,44,management,married,tertiary,no,1614,no,yes,cellular,29,jul,129,no
17936,45,blue-collar,married,secondary,no,3781,no,no,cellular,30,jul,25,no
18827,47,management,married,tertiary,no,11995,no,no,cellular,4,aug,491,no
19746,34,unemployed,married,tertiary,no,7443,no,no,cellular,8,aug,201,no
20307,37,management,married,tertiary,no,3026,no,no,cellular,11,aug,187,no
21187,45,management,married,tertiary,no,8441,no,no,cellular,14,aug,64,no
22569,45,management,married,tertiary,no,16236,no,no,cellular,22,aug,112,no
27617,37,housemaid,divorced,primary,no,5425,yes,yes,cellular,21,nov,158,no
27687,32,management,single,tertiary,no,19322,no,no,cellular,21,nov,9,no
33248,47,services,single,tertiary,no,12867,no,no,cellular,20,apr,96,no
37163,36,blue-collar,married,primary,no,6327,yes,yes,telephone,13,may,18,no
37301,35,blue-collar,divorced,secondary,no,8283,yes,no,cellular,13,may,404,no
40772,50,management,married,tertiary,no,13302,no,no,cellular,10,aug,232,no
13376,34,blue-collar,married,secondary,yes,14040,yes,no,cellular,9,jul,394,no
16358,38,technician,divorced,secondary,no,2710,no,yes,cellular,23,jul,73,no
36233,24,blue-collar,single,secondary,no,3400,yes,no,cellular,11,may,79,no
492,29,blue-collar,married,secondary,no,10165,yes,no,unknown,6,may,215,no
1666,30,admin.,single,unknown,yes,2522,no,no,unknown,9,may,307,no
30870,34,admin.,single,secondary,no,2486,yes,no,cellular,9,feb,185,no
7116,39,entrepreneur,married,tertiary,yes,7940,yes,yes,unknown,29,may,102,no
11480,41,blue-collar,divorced,secondary,no,18750,no,yes,unknown,19,jun,289,no
15112,27,blue-collar,married,secondary,no,17877,yes,no,cellular,17,jul,259,no
37336,36,management,single,tertiary,no,9091,yes,no,cellular,13,may,131,no
31070,90,retired,divorced,secondary,no,19151,no,no,cellular,13,feb,152,yes
31948,36,management,married,tertiary,no,10815,yes,yes,cellular,13,apr,84,no
12463,41,blue-collar,married,primary,no,15480,no,no,unknown,1,jul,117,no
27010,38,services,married,secondary,no,9218,no,yes,cellular,21,nov,152,no
41536,38,management,married,tertiary,no,10347,no,no,cellular,10,sep,342,no
14511,29,admin.,married,secondary,no,8697,yes,no,cellular,15,jul,56,no
14633,28,student,married,tertiary,no,9853,no,no,cellular,15,jul,92,no
16938,27,student,single,tertiary,no,6211,no,no,cellular,25,jul,73,no
43726,24,management,single,tertiary,no,17259,no,no,cellular,14,may,396,yes
2844,42,management,married,tertiary,no,14647,no,no,unknown,14,may,253,no
3890,32,entrepreneur,single,tertiary,no,22481,yes,yes,unknown,16,may,411,no
25369,32,blue-collar,married,secondary,no,14708,yes,no,cellular,18,nov,77,no
29598,27,unemployed,single,tertiary,no,13780,no,no,cellular,3,feb,65,no
37992,43,blue-collar,married,primary,no,11692,yes,yes,cellular,14,may,649,no
34569,27,blue-collar,married,primary,no,12071,yes,no,cellular,5,may,49,no
35921,31,blue-collar,divorced,primary,no,15931,yes,no,cellular,8,may,36,no
9343,30,blue-collar,divorced,primary,no,7744,yes,no,unknown,6,jun,63,no
13383,31,services,married,secondary,no,1558,yes,no,cellular,9,jul,82,no
6722,28,blue-collar,single,secondary,no,7533,no,no,unknown,28,may,181,no
14800,26,admin.,divorced,secondary,no,20347,no,no,cellular,16,jul,92,no
33459,33,blue-collar,single,primary,no,1382,yes,no,cellular,20,apr,257,no
15252,38,services,married,primary,yes,6398,yes,no,cellular,17,jul,169,no
11467,40,admin.,married,secondary,no,5787,no,no,unknown,19,jun,84,no
26878,32,entrepreneur,divorced,primary,no,7163,yes,yes,cellular,20,nov,476,no
15364,29,self-employed,married,tertiary,no,12333,no,no,cellular,18,jul,167,no
27997,58,technician,married,secondary,no,12125,no,no,cellular,28,jan,536,no
5612,33,blue-collar,married,secondary,yes,7577,no,no,unknown,23,may,74,no
13419,57,housemaid,married,primary,no,7687,no,no,telephone,9,jul,138,no
21931,43,management,married,tertiary,no,14691,no,yes,cellular,20,aug,472,no
13077,32,management,married,tertiary,yes,10935,no,no,cellular,8,jul,82,no
36569,46,management,divorced,secondary,yes,8712,no,no,cellular,12,may,115,no
38321,24,student,single,secondary,no,3716,no,no,cellular,15,may,48,no
15215,31,management,married,tertiary,no,15416,yes,no,cellular,17,jul,234,no
16957,25,blue-collar,married,secondary,no,15528,yes,no,cellular,25,jul,102,no
17061,30,management,single,tertiary,no,12620,yes,yes,cellular,25,jul,1031,yes
26142,38,self-employed,divorced,secondary,yes,6926,no,no,cellular,20,nov,291,no
22768,34,technician,married,secondary,no,10202,yes,no,cellular,25,aug,324,no
42142,62,housemaid,married,secondary,no,18848,no,no,cellular,3,nov,322,yes
17141,26,services,divorced,primary,yes,3272,yes,yes,cellular,25,jul,22,no
30558,47,self-employed,married,secondary,yes,8069,no,no,cellular,5,feb,236,no
12532,27,admin.,divorced,secondary,no,10026,no,yes,unknown,3,jul,472,no
16151,27,management,married,secondary,no,10012,yes,no,cellular,22,jul,493,no
17139,58,admin.,married,secondary,no,9250,yes,yes,telephone,25,jul,282,no
4106,55,management,divorced,unknown,no,13092,yes,no,unknown,19,may,95,no
16642,28,admin.,single,secondary,no,7494,yes,no,cellular,24,jul,454,yes
18478,55,management,married,tertiary,no,11343,no,yes,cellular,31,jul,126,no
18699,39,technician,single,secondary,no,17949,yes,yes,telephone,31,jul,14,no
33722,29,blue-collar,single,secondary,no,11500,yes,yes,cellular,21,apr,379,yes
42152,29,admin.,single,secondary,no,13412,no,no,cellular,4,nov,85,no
13900,57,admin.,married,secondary,no,14821,no,no,telephone,10,jul,144,no
3933,25,technician,single,secondary,no,15344,yes,yes,unknown,16,may,304,no
18205,43,blue-collar,single,primary,no,12164,yes,no,cellular,30,jul,783,no
3494,26,technician,single,secondary,no,-56,yes,yes,unknown,15,may,461,no
14378,32,management,married,tertiary,no,7672,yes,no,cellular,14,jul,79,no
18907,45,unemployed,married,primary,no,13404,no,no,cellular,4,aug,413,no
28095,35,technician,married,secondary,no,5888,no,no,telephone,28,jan,653,no
41823,80,retired,married,secondary,no,8858,no,no,telephone,15,oct,442,no
13755,47,admin.,married,secondary,no,4028,no,no,cellular,10,jul,89,no
41557,32,management,single,tertiary,no,11879,yes,no,cellular,11,sep,100,yes
24798,31,management,married,tertiary,no,1911,yes,no,cellular,18,nov,224,no
40314,30,management,single,tertiary,no,14761,no,no,cellular,16,jun,102,no
7010,40,admin.,married,secondary,no,10300,no,no,unknown,28,may,187,no
17000,32,admin.,married,secondary,no,17573,yes,no,cellular,25,jul,132,no
11881,49,blue-collar,married,primary,no,12754,yes,no,unknown,20,jun,16,no
5429,32,blue-collar,single,secondary,no,6513,yes,no,unknown,23,may,108,no
852,29,technician,single,tertiary,no,-170,yes,no,unknown,7,may,359,no
15996,29,blue-collar,married,secondary,no,5963,no,no,cellular,22,jul,115,no
21976,49,housemaid,married,secondary,no,13605,no,no,cellular,20,aug,118,no
26262,42,blue-collar,married,secondary,no,9791,yes,no,telephone,20,nov,47,no
11706,56,entrepreneur,divorced,primary,no,2963,no,no,unknown,20,jun,111,no
34754,44,management,divorced,tertiary,no,5728,no,no,cellular,6,may,248,no
36668,42,blue-collar,married,secondary,no,-387,yes,no,cellular,12,may,118,no
36856,46,technician,married,secondary,no,8887,yes,yes,cellular,12,may,614,yes
40602,62,retired,married,secondary,no,7444,no,no,cellular,4,aug,151,no
35390,44,services,married,primary,no,6776,yes,no,cellular,7,may,228,no
13875,39,technician,single,secondary,no,6887,yes,yes,cellular,10,jul,102,no
37233,32,management,single,tertiary,no,10417,yes,no,cellular,13,may,568,yes
297,31,blue-collar,single,secondary,no,14331,yes,no,unknown,5,may,200,no
6943,35,admin.,single,secondary,no,5569,yes,no,unknown,28,may,330,no
40958,71,retired,married,secondary,no,8769,no,no,cellular,13,aug,1175,no
11405,58,entrepreneur,married,secondary,no,13525,no,no,unknown,19,jun,188,no
34816,44,management,single,tertiary,no,8058,yes,no,cellular,6,may,147,no
28806,53,retired,married,primary,no,20827,no,no,cellular,30,jan,114,no
38342,24,blue-collar,single,secondary,no,6936,yes,no,cellular,15,may,311,no
142,34,self-employed,single,secondary,no,11258,yes,no,unknown,5,may,301,no
12459,39,blue-collar,divorced,primary,no,7927,no,yes,unknown,1,jul,625,no
1136,28,management,married,tertiary,no,8396,yes,no,unknown,7,may,122,no
17505,31,self-employed,married,tertiary,no,15867,yes,no,cellular,29,jul,215,no
23011,46,blue-collar,married,secondary,no,12136,no,no,cellular,26,aug,153,no
38514,30,blue-collar,married,secondary,no,8612,no,no,cellular,15,may,42,no
1297,30,blue-collar,married,primary,no,21238,yes,no,unknown,8,may,147,no
38037,28,technician,single,secondary,no,11318,yes,no,cellular,14,may,190,no
5640,27,admin.,married,secondary,no,12743,yes,no,unknown,23,may,159,no
10820,37,services,single,secondary,no,2185,no,no,unknown,17,jun,527,no
16264,26,management,single,tertiary,no,16647,yes,no,cellular,23,jul,106,no
21100,58,retired,married,primary,no,1729,no,no,cellular,14,aug,158,no
30114,31,management,single,tertiary,no,12389,no,no,cellular,4,feb,406,no
34015,32,technician,single,tertiary,no,1393,yes,no,cellular,30,apr,311,no
653,44,self-employed,divorced,tertiary,no,18688,yes,no,unknown,6,may,312,no
23875,36,management,married,tertiary,no,12714,yes,no,cellular,29,aug,159,no
43492,31,blue-collar,single,secondary,no,1024,no,no,cellular,16,apr,148,no
8089,30,blue-collar,married,primary,no,6673,yes,no,unknown,2,jun,34,no
39579,60,retired,divorced,tertiary,no,15768,yes,no,cellular,26,may,400,no
33184,51,entrepreneur,divorced,tertiary,no,8286,yes,yes,cellular,20,apr,74,no
14780,35,blue-collar,married,secondary,no,10195,yes,yes,cellular,16,jul,130,no
394,27,admin.,married,secondary,no,19055,yes,no,unknown,6,may,243,no
5594,30,blue-collar,single,secondary,yes,12444,yes,no,unknown,23,may,84,no
33502,31,technician,single,secondary,no,5767,yes,no,cellular,20,apr,172,no
24554,50,management,married,tertiary,no,10361,no,no,cellular,17,nov,223,no
8020,59,retired,divorced,tertiary,no,20452,yes,no,unknown,2,jun,517,no
22285,31,technician,single,secondary,no,8479,no,no,cellular,21,aug,102,no
36039,50,retired,married,tertiary,no,15672,yes,yes,cellular,11,may,67,no
781,30,admin.,married,secondary,no,16432,no,no,unknown,7,may,172,no
25857,33,self-employed,single,secondary,no,8832,yes,no,cellular,19,nov,136,no
34044,32,admin.,divorced,secondary,no,17395,yes,no,cellular,30,apr,48,no
14901,38,entrepreneur,married,tertiary,no,12058,yes,no,cellular,16,jul,158,no
17521,30,admin.,married,unknown,no,12452,yes,no,cellular,29,jul,176,no
2475,23,entrepreneur,single,primary,no,13316,yes,no,unknown,13,may,395,yes
12067,40,blue-collar,married,primary,no,4842,no,no,unknown,20,jun,287,no
34002,46,services,married,secondary,no,9510,no,no,cellular,30,apr,268,yes
44722,26,unemployed,single,secondary,no,14556,no,no,unknown,7,sep,8,no
23721,60,retired,married,secondary,no,8456,no,no,cellular,28,aug,602,no
13226,30,admin.,divorced,secondary,no,13782,no,no,cellular,8,jul,61,no
11496,39,housemaid,married,tertiary,no,26041,yes,yes,unknown,19,jun,185,no
7593,35,management,single,tertiary,no,9154,yes,no,unknown,30,may,449,no
14216,30,services,married,secondary,no,10515,yes,no,cellular,11,jul,188,no
14930,33,management,married,tertiary,no,12329,yes,no,cellular,16,jul,285,no
9756,58,management,divorced,tertiary,no,9566,yes,no,unknown,9,jun,412,no
15627,29,blue-collar,married,primary,no,12096,yes,yes,telephone,21,jul,53,no
22447,31,technician,single,secondary,no,8385,no,no,cellular,22,aug,121,no
43610,60,blue-collar,married,primary,no,12586,no,no,cellular,4,may,494,yes
3816,31,admin.,married,secondary,no,14308,no,no,unknown,16,may,102,no
7680,55,unemployed,single,primary,no,9804,yes,no,unknown,30,may,63,no
31744,41,management,married,tertiary,no,16976,yes,no,cellular,7,apr,542,no
13024,50,blue-collar,divorced,primary,no,19545,no,no,cellular,7,jul,118,no
16057,59,housemaid,married,primary,no,15047,no,yes,telephone,22,jul,204,no
21563,49,technician,divorced,secondary,no,14526,no,no,cellular,19,aug,131,no
32728,33,blue-collar,married,primary,no,11510,yes,no,cellular,17,apr,1007,yes
16757,43,management,married,secondary,no,5640,yes,no,cellular,24,jul,953,no
13415,30,self-employed,married,tertiary,no,25666,yes,yes,cellular,9,jul,99,no
14065,55,housemaid,married,secondary,no,3622,no,no,cellular,11,jul,269,no
4964,33,technician,married,primary,no,20732,no,no,unknown,21,may,57,no
9264,38,services,married,secondary,no,6549,no,no,unknown,5,jun,115,no
42049,60,blue-collar,married,primary,no,14214,no,no,cellular,29,oct,401,yes
29136,31,admin.,single,tertiary,no,15152,no,yes,cellular,2,feb,75,no
15552,44,admin.,married,secondary,no,5355,no,yes,cellular,21,jul,114,no
43459,62,self-employed,divorced,tertiary,no,5495,yes,no,cellular,13,apr,103,yes
3756,43,admin.,single,secondary,no,6704,no,no,unknown,16,may,244,no
13358,33,management,married,tertiary,no,16428,yes,no,cellular,8,jul,1111,no
23168,40,technician,divorced,secondary,no,17281,no,no,cellular,27,aug,26,no
12981,26,blue-collar,single,secondary,no,25352,no,yes,telephone,7,jul,360,no
6762,29,services,married,tertiary,no,11450,yes,no,unknown,28,may,143,no
23052,35,admin.,married,tertiary,no,9189,no,no,cellular,26,aug,130,no
1837,21,student,single,secondary,no,11275,no,no,unknown,9,may,622,no
33040,42,admin.,divorced,tertiary,no,13724,yes,yes,cellular,17,apr,403,no
3675,58,retired,divorced,primary,no,4335,no,no,unknown,16,may,228,no
42742,36,technician,married,tertiary,no,12714,yes,no,cellular,27,jan,100,no
13442,59,unemployed,married,tertiary,no,6004,yes,no,cellular,9,jul,275,no
24111,36,entrepreneur,married,tertiary,no,9976,no,no,telephone,30,oct,246,no
25567,39,blue-collar,single,primary,no,8573,yes,no,cellular,19,nov,286,no
28560,37,blue-collar,single,secondary,no,19410,no,no,cellular,29,jan,163,no
26255,34,self-employed,single,tertiary,no,-5311,no,no,cellular,20,nov,501,no
28029,30,blue-collar,married,secondary,no,13127,yes,no,cellular,28,jan,241,no
8082,51,management,divorced,tertiary,no,9542,no,no,unknown,2,jun,193,no
29217,35,services,divorced,secondary,no,13142,no,no,cellular,2,feb,111,no
6958,34,technician,married,secondary,no,9191,yes,no,unknown,28,may,99,no
32059,61,self-employed,divorced,tertiary,no,8434,yes,no,cellular,14,apr,133,yes
35319,51,services,married,unknown,no,1104,yes,no,cellular,7,may,282,no
622,33,technician,divorced,secondary,no,9001,yes,yes,unknown,6,may,87,no
38284,28,admin.,single,secondary,no,744,yes,no,cellular,15,may,87,no
26284,33,admin.,married,secondary,no,17124,yes,no,cellular,20,nov,203,no
17761,30,blue-collar,married,secondary,no,16403,yes,no,cellular,29,jul,197,no
1858,28,blue-collar,single,secondary,no,14398,yes,yes,unknown,9,may,125,no
26491,45,self-employed,married,secondary,no,12015,no,no,cellular,20,nov,691,yes
405,52,technician,married,unknown,no,10499,no,no,unknown,6,may,203,no
16012,26,technician,single,secondary,no,7725,yes,no,cellular,22,jul,188,no
21233,60,retired,married,secondary,no,8742,no,yes,cellular,18,aug,87,no
22798,34,management,married,tertiary,no,9599,no,no,cellular,25,aug,169,no
41892,57,unknown,married,primary,no,15374,no,no,telephone,19,oct,270,no
12829,48,admin.,married,secondary,no,10083,no,yes,cellular,7,jul,46,no
42602,27,management,single,tertiary,no,9535,no,no,telephone,8,jan,176,no
38685,39,admin.,married,secondary,no,8267,yes,no,telephone,15,may,155,no
