id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
393532,Male,51,1,8,1,3,1,51430,26,217,1
393533,Male,40,1,14,0,3,1,28682,124,206,1
393534,Male,24,1,11,1,1,2,31002,152,160,1
393535,Male,63,1,47,1,3,2,36764,124,195,1
393536,Male,47,1,33,1,3,2,28406,124,286,1
393537,Female,69,1,2,0,3,1,31353,154,292,1
393538,Female,46,1,28,0,3,1,38624,26,229,1
393539,Female,32,1,10,1,1,2,2630,152,232,1
393540,Female,31,1,14,1,1,2,27532,151,240,1
393541,Female,23,1,50,0,1,1,39528,152,222,1
393542,Male,52,1,29,1,3,2,38502,152,223,1
393543,Male,45,1,35,0,3,1,25292,124,160,1
393544,Female,46,1,28,1,3,1,28070,124,95,1
393545,Male,43,1,28,0,3,1,29963,26,152,1
393546,Male,59,1,29,0,3,1,48110,124,220,1
393547,Female,24,1,27,1,1,2,2630,152,221,1
393548,Male,46,1,23,0,3,1,34295,154,20,1
393549,Male,24,1,11,1,1,2,25663,152,258,1
393550,Female,35,1,20,0,3,1,2630,26,292,1
393551,Female,21,1,50,1,1,2,45288,152,216,1
393552,Male,28,1,8,1,1,2,34179,152,246,1
393553,Male,60,1,28,0,3,1,32144,26,72,1
393554,Female,21,1,30,1,1,2,30443,152,92,1
393555,Male,46,1,28,0,2,1,44509,26,156,1
393556,Female,24,1,18,1,1,2,30470,152,139,1
393557,Male,40,1,50,0,3,1,2630,156,30,1
393558,Female,31,1,48,0,1,1,2630,124,237,1
393559,Male,47,1,2,0,3,1,2630,124,148,1
393560,Female,46,1,2,1,3,2,26362,157,119,1
393561,Male,21,1,2,1,1,2,41930,152,165,1
393562,Female,26,1,28,1,1,2,47456,152,260,1
393563,Male,33,1,28,0,1,1,42730,124,115,1
393564,Male,62,1,28,1,3,2,31340,122,211,1
393565,Female,22,1,28,1,1,2,59807,152,159,1
393566,Female,43,1,28,0,3,1,36981,26,71,1
393567,Male,21,1,8,1,1,2,29582,160,223,1
393568,Male,26,1,37,0,1,1,2630,152,166,1
393569,Male,22,1,27,1,1,2,2630,152,109,1
393570,Female,72,1,28,0,3,1,60649,122,108,1
393571,Male,73,1,28,1,3,2,68972,26,188,1
393572,Male,56,1,28,0,3,1,40175,124,209,1
393573,Female,33,1,30,0,3,1,27556,154,234,1
393574,Female,40,1,28,0,3,1,26307,124,281,1
393575,Female,23,1,46,1,1,2,26858,152,42,1
393576,Female,39,1,20,0,3,1,2630,133,81,1
393577,Female,27,1,45,0,3,1,37870,124,114,1
393578,Female,45,1,28,1,3,2,23876,26,95,1
393579,Male,21,1,15,1,1,2,68077,160,293,1
393580,Female,39,1,48,1,3,2,2630,124,211,1
393581,Male,45,1,29,0,3,1,38048,124,20,1
393582,Female,27,1,41,1,1,2,2630,152,180,1
393583,Female,52,1,48,0,2,1,2630,157,182,1
393584,Female,22,1,8,1,1,1,76377,152,299,1
393585,Female,30,1,41,1,1,2,20847,152,15,1
393586,Male,31,1,8,1,1,2,37002,152,284,1
393587,Female,45,1,18,0,3,1,35641,156,43,1
393588,Female,37,1,28,0,3,1,40157,26,268,1
393589,Female,21,1,28,1,1,2,47626,153,188,1
393590,Female,24,1,28,1,1,2,81895,152,94,1
393591,Male,24,1,35,1,1,2,24232,152,247,1
393592,Male,78,1,35,0,3,1,33956,124,60,1
393593,Female,22,1,28,1,1,2,39809,152,150,1
393594,Male,52,1,21,1,3,1,2630,160,298,1
393595,Female,22,1,13,1,1,2,33322,152,43,1
393596,Male,66,1,47,0,3,1,23449,26,248,1
393597,Female,31,1,28,0,3,1,45088,121,196,1
393598,Female,59,1,46,0,3,1,25140,157,155,1
393599,Male,36,1,28,1,3,2,65552,124,128,1
393600,Female,57,1,9,1,3,2,33167,152,272,1
393601,Female,42,1,46,1,3,2,37515,11,59,1
393602,Female,20,1,15,1,1,2,39506,160,76,1
393603,Male,48,1,28,1,3,2,2630,26,162,1
393604,Female,24,1,12,1,1,2,24376,152,103,1
393605,Female,21,1,36,0,1,2,31086,152,229,1
393606,Female,34,1,50,1,3,2,25083,152,102,1
393607,Male,71,1,28,0,3,1,31230,24,193,1
393608,Female,26,1,41,1,1,2,33089,152,242,1
393609,Male,31,1,30,1,1,2,40098,152,236,1
393610,Male,41,1,8,1,3,1,21615,26,119,1
393611,Female,48,1,28,1,3,2,20651,26,249,1
393612,Male,43,1,28,1,3,2,24653,124,87,1
393613,Female,24,1,21,1,1,2,29566,26,219,1
393614,Male,26,1,15,0,1,1,2630,152,247,1
393615,Female,21,1,21,1,1,2,27754,152,162,1
393616,Male,63,1,50,0,3,1,35540,8,85,1
393617,Male,62,1,28,0,3,1,48938,154,174,1
393618,Female,20,1,8,1,1,2,44072,160,179,1
393619,Female,51,1,50,1,3,2,38797,8,132,1
393620,Male,43,1,43,0,3,1,2630,26,93,1
393621,Male,22,1,25,0,1,1,32896,152,91,1
393622,Male,62,1,28,0,2,1,45570,13,126,1
393623,Male,52,1,8,0,3,1,2630,157,55,1
393624,Female,38,1,24,0,3,1,32964,145,81,1
393625,Male,26,1,41,1,1,2,2630,160,144,1
393626,Male,55,1,28,1,3,2,49029,26,240,1
393627,Female,28,1,29,1,1,2,38022,152,202,1
393628,Male,73,1,8,1,3,2,37239,26,144,1
393629,Female,59,1,28,0,3,1,71242,139,34,1
393630,Male,36,1,30,1,3,2,33034,152,77,1
393631,Male,48,1,28,0,3,1,2630,4,162,1
393632,Male,62,1,29,1,3,2,49077,26,215,1
393633,Female,54,1,28,0,3,1,29086,124,24,1
393634,Male,24,1,36,1,1,2,36990,152,261,1
393635,Male,62,1,50,0,3,1,30627,8,182,1
393636,Female,59,1,8,0,3,1,34242,124,134,1
393637,Male,54,0,41,0,3,1,28142,26,197,1
393638,Female,73,1,41,0,3,1,28946,124,12,1
393639,Male,70,1,41,0,3,1,40935,26,208,1
393640,Male,43,1,14,1,3,2,30210,124,135,1
393641,Female,47,1,28,1,3,2,28360,26,128,1
393642,Female,24,1,43,0,1,1,32444,152,262,1
393643,Female,25,1,28,0,3,1,45089,124,56,1
393644,Male,46,1,28,1,3,2,27931,122,80,1
393645,Female,58,1,28,1,3,2,46292,26,141,1
393646,Male,41,1,28,0,3,1,27563,124,169,1
393647,Male,26,1,41,1,1,2,22077,152,196,1
393648,Male,23,1,41,0,1,2,34883,152,174,1
393649,Female,26,1,30,1,1,2,28205,152,73,1
393650,Male,56,1,11,0,3,1,34649,3,76,1
393651,Male,46,1,28,0,3,1,35299,124,299,1
393652,Male,49,1,48,0,3,2,2630,124,221,1
393653,Male,23,1,21,1,1,2,20760,152,227,1
393654,Female,26,1,6,0,1,1,20095,152,201,1
393655,Male,62,1,28,1,3,2,50537,122,227,1
393656,Female,24,1,49,0,1,1,18694,152,208,1
393657,Male,58,1,46,1,3,2,2630,8,214,1
393658,Male,36,1,28,0,3,1,30587,124,54,1
393659,Male,52,1,29,0,3,1,27696,26,174,1
393660,Male,56,1,8,0,3,1,33101,25,275,1
393661,Male,44,1,28,1,3,2,19778,26,203,1
393662,Female,24,1,39,1,1,2,29224,152,11,1
393663,Male,49,1,0,0,2,1,35808,26,269,1
393664,Male,47,1,28,0,3,1,39369,124,236,1
393665,Male,27,1,36,1,1,2,31606,152,193,1
393666,Male,34,1,28,1,3,2,36590,124,215,1
393667,Male,61,1,45,1,3,1,2630,156,200,1
393668,Male,46,1,28,0,3,1,38990,26,122,1
393669,Female,44,1,46,1,3,2,2630,26,52,1
393670,Male,59,1,4,0,3,1,40095,124,273,1
393671,Male,23,1,28,0,1,1,2630,122,232,1
393672,Female,28,1,43,1,1,2,27960,152,215,1
393673,Female,77,1,28,0,3,1,38041,122,188,1
393674,Male,42,1,11,0,3,1,31871,26,108,1
393675,Female,58,1,28,0,3,1,39127,124,92,1
393676,Female,20,1,39,1,1,2,35788,160,266,1
393677,Female,52,1,28,0,3,1,34018,26,19,1
393678,Male,73,1,28,0,2,1,57724,3,47,1
393679,Female,72,1,28,0,3,1,35403,124,240,1
393680,Male,33,1,49,0,1,1,25932,160,198,1
393681,Male,74,1,28,0,2,1,2630,124,225,1
393682,Female,76,1,28,1,3,2,38353,26,298,1
393683,Female,23,1,28,1,1,2,40986,152,61,1
393684,Male,36,1,33,0,3,1,2630,156,78,1
393685,Female,48,1,28,0,3,2,33631,124,164,1
393686,Female,49,1,28,1,3,2,43327,124,36,1
393687,Male,22,1,50,1,1,2,2630,160,204,1
393688,Male,21,1,35,0,1,1,2630,152,196,1
393689,Male,27,1,11,1,1,2,31797,152,57,1
393690,Female,56,0,35,0,3,1,2630,124,73,1
393691,Male,80,1,29,1,3,2,36716,26,176,1
393692,Female,45,1,28,0,3,1,36583,26,236,1
393693,Male,46,1,28,0,3,1,53834,26,138,1
393694,Female,28,1,29,1,1,2,26197,152,233,1
393695,Male,42,1,8,0,3,1,31185,124,73,1
393696,Male,24,1,28,1,1,2,38861,152,44,1
393697,Male,52,1,28,1,3,2,46127,124,60,1
393698,Female,33,1,40,1,1,2,39510,152,24,1
393699,Male,37,1,28,0,3,1,43823,124,101,1
393700,Female,27,1,46,1,1,2,30407,160,57,1
393701,Female,28,1,30,1,1,2,23130,152,126,1
393702,Male,45,1,28,0,3,1,40332,26,267,1
393703,Male,50,1,28,0,3,1,36221,26,204,1
393704,Female,21,1,46,1,1,2,31425,152,263,1
393705,Male,24,1,47,0,1,1,60684,26,174,1
393706,Male,43,1,28,0,3,1,30305,156,108,1
393707,Female,22,1,10,1,1,2,35992,152,296,1
393708,Female,44,1,28,0,3,1,34756,158,15,1
393709,Male,74,1,50,0,3,1,31511,26,298,1
393710,Female,48,1,8,0,3,1,39168,26,10,1
393711,Male,41,1,13,0,3,1,36165,124,70,1
393712,Male,52,1,46,0,3,1,21597,26,168,1
393713,Male,38,1,13,0,3,1,2630,157,286,1
393714,Male,49,1,48,0,3,1,2630,124,287,1
393715,Male,51,1,33,1,3,2,30207,26,11,1
393716,Male,22,1,8,0,1,1,71674,152,26,1
393717,Female,48,1,10,0,3,1,32385,152,26,1
393718,Female,22,1,14,1,1,2,2630,152,134,1
393719,Female,21,1,33,0,3,1,57090,26,225,1
393720,Male,24,1,8,1,1,2,51440,152,214,1
393721,Male,32,1,18,0,3,1,2630,157,95,1
393722,Female,29,1,28,0,3,1,26444,26,75,1
393723,Female,22,1,39,1,1,2,20140,152,210,1
393724,Female,22,1,47,0,1,1,40472,152,191,1
393725,Male,29,1,8,1,1,2,54046,151,31,1
393726,Female,26,1,24,0,1,1,30505,152,28,1
393727,Female,35,1,28,0,3,1,38234,124,144,1
393728,Male,47,1,30,0,3,1,52676,124,102,1
393729,Female,37,1,10,1,3,2,32058,152,63,1
393730,Male,76,1,28,0,3,1,47888,3,85,1
393731,Male,52,1,47,0,3,1,39596,16,99,1
393732,Male,22,1,6,1,1,2,23500,152,17,1
393733,Male,26,1,9,1,1,2,39904,152,73,1
393734,Female,24,1,2,0,1,2,33371,151,129,1
393735,Female,23,1,41,1,1,2,32287,152,209,1
393736,Male,44,1,47,0,3,1,24138,124,244,1
393737,Male,70,1,28,0,3,1,33906,13,217,1
393738,Male,41,1,15,1,3,2,34863,124,24,1
393739,Male,46,1,28,0,3,1,83915,26,253,1
393740,Female,51,1,8,0,2,1,39119,26,228,1
393741,Female,24,1,3,1,1,2,31698,152,251,1
393742,Male,50,1,28,0,2,1,52631,124,269,1
393743,Male,53,1,28,1,3,2,39325,26,143,1
393744,Male,27,1,28,1,1,2,2630,152,269,1
393745,Male,48,1,39,0,3,1,31637,124,290,1
393746,Male,39,1,29,0,3,2,25945,124,217,1
393747,Male,58,1,8,1,3,2,45759,124,211,1
393748,Male,41,1,8,1,3,2,29122,26,263,1
393749,Female,22,1,30,1,1,2,29743,152,92,1
393750,Male,54,1,20,0,3,1,2630,31,159,1
393751,Female,49,1,33,1,3,2,2630,160,11,1
393752,Female,21,1,46,1,1,2,29293,160,277,1
393753,Male,26,1,9,0,1,2,2630,152,160,1
393754,Male,35,1,28,1,3,2,50222,152,161,1
393755,Female,20,1,46,0,1,2,2630,1,244,1
393756,Female,65,1,28,1,3,2,61757,124,60,1
393757,Female,23,1,39,1,1,2,38467,152,183,1
393758,Female,23,1,27,1,1,2,25510,152,90,1
393759,Male,23,1,2,0,1,1,36512,152,37,1
393760,Male,25,1,36,0,1,2,34165,26,164,1
393761,Male,31,1,8,1,1,2,47876,152,90,1
393762,Male,50,1,28,0,2,1,130474,26,49,1
393763,Male,49,1,28,0,3,1,31833,163,21,1
393764,Male,55,1,28,0,3,1,74449,125,131,1
393765,Male,24,1,10,0,1,1,23681,152,296,1
393766,Male,47,1,15,0,3,1,2630,26,20,1
393767,Female,60,1,8,0,3,1,2630,26,215,1
393768,Female,50,1,28,0,3,1,35224,124,299,1
393769,Male,25,1,33,1,1,2,34220,152,107,1
393770,Male,23,1,3,0,1,1,2630,152,290,1
393771,Female,37,1,8,1,3,2,47377,124,164,1
393772,Female,49,1,28,0,3,1,2630,26,98,1
393773,Male,53,1,2,0,3,1,29391,122,25,1
393774,Female,44,1,33,0,3,1,2630,26,35,1
393775,Male,46,1,0,0,3,1,2630,26,117,1
393776,Female,26,1,46,1,1,2,23778,152,113,1
393777,Female,22,1,29,1,1,2,36072,152,292,1
393778,Male,56,1,48,0,3,1,2630,29,143,1
393779,Male,43,1,28,0,3,1,41303,26,263,1
393780,Male,23,1,8,1,1,2,40636,152,85,1
393781,Male,23,1,11,0,1,1,23420,152,36,1
393782,Female,26,1,35,1,1,2,26519,152,86,1
393783,Male,28,1,6,1,1,2,25863,26,132,1
393784,Male,48,1,11,0,2,1,2630,26,70,1
393785,Male,27,1,41,0,1,2,81708,152,129,1
393786,Male,28,1,16,1,1,2,44545,152,22,1
393787,Male,26,1,28,1,1,2,27537,152,58,1
393788,Male,41,1,28,0,3,1,31501,26,220,1
393789,Male,26,1,30,1,1,2,26601,151,202,1
393790,Female,63,1,48,1,3,1,2630,26,38,1
393791,Female,26,1,14,1,1,2,32457,152,164,1
393792,Male,53,1,28,0,3,1,39667,122,254,1
393793,Male,45,1,28,1,3,2,39146,120,211,1
393794,Female,22,1,1,0,1,1,2630,152,228,1
393795,Male,60,1,11,1,3,2,29178,29,227,1
393796,Female,24,1,29,1,1,2,26678,152,176,1
393797,Female,39,1,28,0,3,1,40718,26,142,1
393798,Male,53,1,28,1,3,2,35069,124,202,1
393799,Female,26,1,50,1,1,2,24446,152,244,1
393800,Male,59,1,50,0,2,1,2630,157,281,1
393801,Female,38,1,28,0,3,1,46050,26,99,1
393802,Male,54,1,41,0,3,1,22196,154,94,1
393803,Male,64,1,14,1,3,2,68502,26,148,1
393804,Male,22,1,25,0,1,2,31834,152,39,1
393805,Female,24,1,6,1,1,2,2630,152,271,1
393806,Male,23,1,47,1,1,2,44930,152,73,1
393807,Male,29,1,28,1,1,2,43064,152,55,1
393808,Male,21,1,28,0,1,1,53435,160,75,1
393809,Male,28,1,15,1,1,2,25433,152,165,1
393810,Male,39,1,34,0,3,1,27521,26,254,1
393811,Male,23,1,28,1,1,2,36137,152,33,1
393812,Male,44,1,8,0,3,1,25315,26,231,1
393813,Female,48,1,34,0,3,1,2630,154,276,1
393814,Male,41,1,8,0,3,1,38232,152,61,1
393815,Male,22,1,46,1,1,2,19649,152,106,1
393816,Male,71,1,29,0,3,1,130980,124,117,1
393817,Male,22,1,41,1,1,2,58727,152,189,1
393818,Female,23,1,11,1,1,2,24255,152,163,1
393819,Female,46,1,48,0,3,1,2630,157,82,1
393820,Male,40,1,49,0,3,1,56957,26,127,1
393821,Male,21,1,47,0,1,1,31001,160,197,1
393822,Female,23,1,15,1,1,2,35073,152,168,1
393823,Female,26,1,35,1,1,2,29520,152,92,1
393824,Female,22,1,41,1,1,2,23260,152,135,1
393825,Female,55,1,28,1,3,2,51167,3,201,1
393826,Female,38,1,28,0,3,1,28759,4,208,1
393827,Male,34,1,7,1,3,2,34810,124,139,1
393828,Male,33,1,48,1,3,2,2630,26,15,1
393829,Female,48,1,28,0,3,1,2630,124,287,1
393830,Female,23,1,50,0,1,2,37956,152,249,1
393831,Female,28,1,10,1,1,2,33718,152,37,1
393832,Male,37,1,33,0,3,1,2630,157,147,1
393833,Female,23,1,36,1,1,2,35610,152,270,1
393834,Male,49,1,46,0,3,1,26836,124,124,1
393835,Male,28,1,46,1,1,2,29018,152,248,1
393836,Male,27,1,2,1,1,2,20764,152,158,1
393837,Male,34,1,47,1,3,2,22612,152,299,1
393838,Male,28,1,9,0,3,1,2630,157,191,1
393839,Female,44,1,8,0,3,1,37134,124,267,1
393840,Female,47,1,18,1,3,2,49416,124,54,1
393841,Female,24,1,11,0,1,1,31828,152,269,1
393842,Female,24,1,13,0,1,1,28127,152,117,1
393843,Male,45,1,30,0,3,1,33364,124,53,1
393844,Male,21,1,16,1,1,2,35338,152,66,1
393845,Female,29,1,15,1,1,2,27198,152,89,1
393846,Female,29,1,18,1,1,2,2630,152,87,1
393847,Male,47,1,28,0,2,1,42193,124,163,1
393848,Male,49,1,17,0,3,1,33544,124,82,1
393849,Female,48,1,28,1,3,2,32709,124,238,1
393850,Male,23,1,2,0,1,1,29949,152,147,1
393851,Female,26,1,6,0,1,2,26132,152,78,1
393852,Female,28,1,28,0,1,1,20409,152,214,1
393853,Male,44,1,28,0,3,1,36535,29,254,1
393854,Male,49,1,1,0,2,1,2630,124,31,1
393855,Female,50,1,28,0,3,1,52938,26,160,1
393856,Female,31,1,41,1,1,2,54274,152,272,1
393857,Male,25,1,23,1,1,2,18856,152,34,1
393858,Male,59,1,28,1,3,2,27835,26,186,1
393859,Female,24,1,13,0,1,1,26986,151,176,1
393860,Female,49,1,28,0,3,1,60096,124,193,1
393861,Male,44,1,28,0,2,1,51343,26,162,1
393862,Male,43,1,28,0,3,1,42169,25,192,1
393863,Female,23,1,36,1,1,2,34765,152,285,1
393864,Male,31,1,21,1,1,2,29611,160,191,1
393865,Female,28,1,28,0,1,1,53966,26,252,1
393866,Female,22,1,50,1,1,2,21045,152,232,1
393867,Male,22,1,28,0,1,1,55827,124,22,1
393868,Male,22,1,46,1,1,2,28467,160,203,1
393869,Male,60,1,29,0,3,2,2630,155,173,1
393870,Female,53,1,26,1,3,2,25211,4,214,1
393871,Female,27,1,8,0,1,2,28491,152,229,1
393872,Male,58,1,12,0,3,1,40885,26,134,1
393873,Male,59,1,8,0,3,1,2630,157,257,1
393874,Female,29,1,46,0,3,1,23352,124,291,1
393875,Female,67,1,35,0,3,1,2630,124,208,1
393876,Male,36,1,30,0,3,1,27341,26,16,1
393877,Male,24,1,21,1,1,2,2630,152,137,1
393878,Female,28,1,15,0,1,2,25674,152,71,1
393879,Male,47,1,28,0,3,1,42783,124,219,1
393880,Female,50,1,48,0,2,1,2630,124,15,1
393881,Male,24,1,13,1,1,2,52622,152,150,1
393882,Female,49,1,1,0,3,1,2630,124,88,1
393883,Male,43,1,28,1,3,2,54721,124,200,1
393884,Male,34,1,28,0,2,1,38789,124,223,1
393885,Male,48,1,28,0,2,1,44606,26,202,1
393886,Female,22,1,28,0,3,1,2630,156,120,1
393887,Male,32,1,28,0,3,1,27576,122,110,1
393888,Male,65,1,28,0,3,1,32634,103,41,1
393889,Female,38,1,28,0,3,1,92014,124,72,1
393890,Male,43,1,28,0,3,1,28559,124,284,1
393891,Male,49,1,28,0,3,1,60087,124,192,1
393892,Female,36,1,28,0,3,2,44559,152,161,1
393893,Female,29,1,28,0,3,1,2630,157,252,1
393894,Male,37,1,11,0,3,1,2630,156,237,1
393895,Male,68,1,14,1,3,1,38133,26,30,1
393896,Male,21,1,15,1,1,2,20112,160,271,1
393897,Female,22,1,15,0,1,1,39537,152,179,1
393898,Female,48,1,41,0,3,1,25352,26,247,1
393899,Female,62,1,8,0,3,1,30883,26,158,1
393900,Female,26,1,8,1,1,2,43820,152,174,1
393901,Female,67,1,28,1,3,2,46059,125,75,1
393902,Female,21,1,30,1,1,2,20133,160,82,1
393903,Female,23,1,33,1,1,2,32673,152,41,1
393904,Male,69,1,46,0,3,1,25657,11,135,1
393905,Male,45,1,29,0,3,1,40901,26,216,1
393906,Female,22,1,47,1,1,2,37653,152,92,1
393907,Male,24,1,6,1,1,2,26576,152,215,1
393908,Male,23,1,41,1,1,2,38094,152,129,1
393909,Female,25,1,28,1,1,2,25637,152,44,1
393910,Male,24,1,13,1,1,2,24689,152,105,1
393911,Female,23,1,39,0,1,1,28575,26,278,1
393912,Male,29,1,8,1,1,2,38859,152,18,1
393913,Male,24,1,18,1,1,2,22658,152,188,1
393914,Female,23,1,33,1,1,2,26125,152,292,1
393915,Female,25,1,15,1,1,2,30553,152,46,1
393916,Female,48,1,28,1,3,2,74484,124,222,1
393917,Female,45,1,28,1,3,2,40129,124,183,1
393918,Male,24,1,30,0,1,1,2630,152,84,1
393919,Male,23,1,11,1,1,2,39891,152,225,1
393920,Female,68,1,28,1,3,2,30416,124,255,1
393921,Male,41,1,28,0,3,1,25068,124,145,1
393922,Female,42,1,28,1,3,2,32941,124,233,1
393923,Female,74,1,28,0,3,1,47955,122,261,1
393924,Female,78,1,28,1,3,2,36626,24,10,1
393925,Female,46,1,20,1,3,2,2630,124,222,1
393926,Male,37,1,50,0,3,1,2630,26,42,1
393927,Female,40,1,50,0,3,1,49684,124,267,1
393928,Female,29,1,28,1,3,2,42400,122,72,1
393929,Female,45,1,8,0,3,1,40196,81,29,1
393930,Female,35,1,3,1,3,2,29564,129,128,1
393931,Male,47,1,28,0,3,1,2630,26,123,1
393932,Female,23,1,6,1,1,2,24284,152,33,1
393933,Male,22,1,8,1,1,2,32356,152,214,1
393934,Female,26,1,21,1,1,2,23375,152,178,1
393935,Male,47,1,18,1,3,2,33239,124,38,1
393936,Female,21,1,35,1,1,2,31899,152,283,1
393937,Female,22,1,41,1,1,2,36131,152,265,1
393938,Male,43,1,6,0,3,1,34084,26,231,1
393939,Female,21,1,13,1,1,2,15231,152,91,1
393940,Male,44,1,36,0,3,1,2630,26,261,1
393941,Male,54,1,50,0,3,1,28780,154,97,1
393942,Male,38,1,28,0,3,1,45066,122,183,1
393943,Male,50,1,29,0,3,1,2630,156,245,1
393944,Female,22,1,30,1,1,2,27992,152,230,1
393945,Male,41,1,30,1,3,2,41089,26,208,1
393946,Male,23,1,15,0,1,1,26052,160,99,1
393947,Female,25,1,15,1,1,2,31486,152,66,1
393948,Male,40,1,30,0,3,1,30099,124,182,1
393949,Male,45,1,28,0,3,1,28130,124,246,1
393950,Male,55,1,39,0,3,1,85108,26,171,1
393951,Male,37,1,3,0,3,1,18068,124,32,1
393952,Male,22,1,17,1,1,2,2630,160,78,1
393953,Male,24,1,8,0,3,2,36699,124,145,1
393954,Male,34,1,43,0,3,1,53307,26,35,1
393955,Male,44,1,20,1,3,1,2630,26,184,1
393956,Male,51,1,33,0,3,1,2630,26,245,1
393957,Male,67,1,3,0,3,1,2630,124,250,1
393958,Female,27,1,9,1,1,2,2630,152,26,1
393959,Male,24,1,18,1,1,2,31044,152,298,1
393960,Male,24,1,13,0,1,1,27967,152,75,1
393961,Female,46,1,28,0,1,2,2630,1,48,1
393962,Male,24,1,36,0,1,1,33262,151,268,1
393963,Female,24,1,15,1,1,2,2630,160,128,1
393964,Female,46,1,11,1,3,2,26069,124,101,1
393965,Male,29,1,10,0,3,1,2630,156,164,1
393966,Male,50,1,0,0,3,1,2630,13,181,1
393967,Male,49,1,28,0,3,1,37356,26,203,1
393968,Male,37,1,29,0,3,1,30880,124,209,1
393969,Male,48,1,28,1,3,2,44805,26,280,1
393970,Female,21,1,2,0,1,1,40918,152,55,1
393971,Female,45,1,1,0,3,1,2630,124,276,1
393972,Female,75,1,28,1,3,2,27149,26,275,1
393973,Male,25,1,28,1,1,2,39712,152,295,1
393974,Male,23,1,11,0,1,1,2630,156,127,1
393975,Female,29,1,47,0,1,1,24372,16,96,1
393976,Male,47,1,28,0,3,1,120927,124,171,1
393977,Female,38,1,8,0,3,1,2630,157,139,1
393978,Female,21,1,29,1,1,2,2630,152,137,1
393979,Male,38,1,33,0,3,1,32224,124,187,1
393980,Male,26,1,28,1,1,2,38881,152,32,1
393981,Male,48,1,3,1,3,2,2630,13,273,1
393982,Male,22,1,8,1,1,2,37522,152,112,1
393983,Female,23,1,26,0,1,1,27115,152,74,1
393984,Female,53,1,8,0,3,1,71027,7,121,1
393985,Male,60,1,28,1,3,2,32288,26,226,1
393986,Female,42,1,8,1,3,2,2630,124,286,1
393987,Male,47,1,28,0,2,1,35038,26,86,1
393988,Female,24,1,37,1,1,2,44455,152,24,1
393989,Female,24,1,28,1,1,2,24971,152,54,1
393990,Female,25,1,50,1,1,2,32511,152,245,1
393991,Male,26,1,39,1,1,2,32772,152,278,1
393992,Female,44,1,50,1,3,2,31616,8,42,1
393993,Female,23,1,11,1,1,2,28768,152,162,1
393994,Male,24,1,36,1,1,2,27471,151,46,1
393995,Female,31,1,50,1,1,2,31329,8,298,1
393996,Female,24,1,36,0,1,2,34224,152,124,1
393997,Male,54,1,8,1,3,2,37601,26,172,1
393998,Female,69,1,28,0,3,1,60667,147,44,1
393999,Female,49,1,28,1,3,2,25731,125,150,1
394000,Male,25,1,3,1,1,2,25385,160,32,1
394001,Female,46,1,8,0,3,1,33270,156,144,1
394002,Female,26,1,21,1,1,2,40667,152,24,1
394003,Male,47,1,28,0,3,1,42778,13,221,1
394004,Male,65,1,28,0,3,2,2630,158,76,1
394005,Male,46,1,28,0,2,1,44382,26,219,1
394006,Male,52,1,16,0,3,1,2630,3,47,1
394007,Male,74,1,28,0,3,1,46444,124,165,1
394008,Male,29,1,3,0,3,1,23601,124,180,1
394009,Male,76,1,29,0,3,1,41079,135,51,1
394010,Female,28,1,39,1,1,2,31068,152,131,1
394011,Male,51,1,28,1,3,2,31845,124,216,1
394012,Male,24,1,8,1,1,2,23902,152,181,1
394013,Male,58,1,8,1,3,1,35026,26,62,1
394014,Male,56,1,9,0,3,1,37445,124,115,1
394015,Female,60,1,32,1,3,2,35461,26,74,1
394016,Male,42,1,24,0,3,1,22978,124,232,1
394017,Male,50,1,28,0,3,1,33853,26,266,1
394018,Male,52,1,4,0,3,1,32713,124,282,1
394019,Female,20,1,45,1,1,2,26350,160,253,1
394020,Female,24,1,22,0,1,1,2630,152,198,1
394021,Male,29,1,28,1,3,2,31450,124,41,1
394022,Male,26,1,35,0,1,1,29913,160,84,1
394023,Female,37,1,29,0,3,1,25708,154,266,1
394024,Female,67,1,31,0,2,1,2630,9,145,1
394025,Male,73,1,43,0,3,1,44621,26,291,1
394026,Female,31,1,16,0,1,1,28893,152,133,1
394027,Female,24,1,24,1,1,2,29774,152,70,1
394028,Male,46,1,28,1,3,2,74457,59,293,1
394029,Male,45,1,28,1,3,2,44826,122,163,1
394030,Male,45,1,48,0,3,1,2630,124,28,1
394031,Male,36,1,8,0,3,2,44612,26,198,1
394032,Female,34,1,21,0,3,1,33379,160,128,1
394033,Female,42,1,28,0,3,1,32818,26,214,1
394034,Male,25,1,50,0,1,1,35124,152,197,1
394035,Female,25,1,28,1,1,2,2630,153,133,1
394036,Male,28,1,29,1,1,2,2630,152,214,1
394037,Female,42,1,19,0,3,1,29734,26,14,1
394038,Male,51,1,28,1,3,2,41196,122,109,1
394039,Female,67,1,8,1,3,1,32610,26,250,1
394040,Female,70,1,45,1,3,2,2630,124,148,1
394041,Female,24,1,30,1,1,2,25799,152,165,1
394042,Male,74,1,28,0,3,1,28941,26,95,1
394043,Male,31,1,28,1,3,1,60417,29,86,1
394044,Female,22,1,36,0,1,1,39058,152,54,1
394045,Male,24,1,11,0,3,1,39273,163,226,1
394046,Male,41,1,28,0,3,1,36381,55,55,1
