SeriousDlqin2yrs,NumberOfTime30_59DaysPastDueNotWorse,NumberOfTime60_89DaysPastDueNotWorse,NumberOfTimes90DaysLate,MonthlyIncome,DebtRatio
0,0,0,0,8000,0.432445944
0,0,0,0,11099,0.171171171
0,0,0,0,4429,0.375395034
0,1,0,0,7225,0.142679214
0,0,0,0,8333,0.453563715
0,0,0,0,6000,0.652724546
0,0,0,0,12416,0.126681163
0,0,0,0,8300,0.128297795
1,1,1,1,3200,0.197125898
0,0,0,0,1500,0
0,0,0,0,3000,0.007664112
0,0,0,0,10044,0.41085117
0,0,0,0,5666,0.022763367
0,0,0,0,3813,0.715783954
0,4,0,0,6300,0.173623234
1,3,0,0,4200,0.295405856
0,0,0,0,6500,0.152130441
0,0,0,0,17000,0.191694606
0,0,0,0,10416,0.167418643
0,0,0,0,4900,0.158130994
0,0,0,0,7683,0.119078605
0,0,1,0,5575,0.31258967
0,0,0,0,12416,0.358460176
0,0,0,0,3454,0.3276411
0,0,0,0,1200,1.707743547
0,0,0,0,7472,0.244747759
0,0,0,0,7069,0.823055163
0,1,0,0,7963,0.602209945
0,0,0,0,3166,0.016419324
0,0,1,1,7500,0.158245567
1,1,0,0,6216,0.445230819
0,0,0,0,12000,0.353220565
0,1,1,0,16400,0.316748979
0,0,0,0,3350,0.49626977
0,0,0,0,4517,0.433377601
0,0,0,0,1800,0.411993337
0,0,0,0,2916,0.30647926
0,0,0,0,1807,7.664823009
0,0,0,0,5500,0.60807126
0,1,0,0,12301,0.618192164
0,0,0,0,6973,0.163607686
0,0,0,0,7500,0.43247567
0,0,0,0,6000,0.220463256
0,0,0,0,1600,0.097439101
0,0,0,0,6700,0.291598269
0,0,0,0,8400,0.228663254
0,0,0,0,10900,0.101550316
0,0,0,0,2500,0.086365454
0,0,0,0,5663,0.156603107
0,0,0,0,5100,0.268574789
0,0,0,0,13750,0.229874191
0,0,0,0,7987,0.306584877
1,0,0,2,6913,0.178912352
0,0,0,0,5125,0.166211471
0,1,0,0,7800,0.346750417
0,0,0,0,4039,0.538861386
0,0,0,0,4166,0.05399568
0,0,0,0,4250,0.002352388
0,0,0,0,6200,0.117400419
0,3,1,1,4791,0.269824708
0,0,0,0,12000,0.243146404
0,1,0,0,5148,0.420664207
0,0,0,0,11400,0.149109727
0,1,0,0,5943,0.100437416
0,0,0,0,10986,0.527714572
0,0,0,0,2307,0.141247834
0,0,0,0,2875,0.068150209
0,0,0,0,450,0
0,0,0,0,2850,0.519466854
0,0,0,0,4475,0.176273458
0,0,0,0,6800,0.054844876
0,0,0,0,3000,0.908697101
0,0,0,0,15000,0.254183054
0,0,0,0,7833,0.203472045
0,0,0,0,1837,0.692600653
0,0,0,0,5176,0.246088468
0,0,0,0,9833,0.444681716
0,2,0,0,5833,0.529996572
0,0,0,0,2500,0.4990004
0,0,0,0,2916,0.007541995
0,0,0,0,5140,0.374635285
0,0,0,0,2600,1.136101499
0,0,0,0,6217,0.002090704
1,2,0,1,3800,0.429097606
0,0,0,0,1700,1.185773075
0,0,0,0,3584,0.339748954
0,1,0,0,900,0
0,0,0,0,3200,0.976569822
0,0,0,0,7200,0.166782391
0,0,0,0,8536,0.174768654
0,0,0,0,4600,0.128450337
0,0,0,0,14200,0.169143018
0,2,0,0,22500,0.279809786
0,1,0,0,11000,0.224888646
0,0,0,0,4168,0.538498441
1,2,3,3,6300,0.394699254
0,1,0,0,8500,0.502764381
0,0,0,0,6909,0.091316932
0,0,0,0,8333,0.307775378
0,0,0,0,7700,0.163874821
0,0,0,0,25000,0.517059318
0,0,0,0,6547,0.363927917
0,0,0,0,27382,0.302815616
0,1,0,0,10161,0.309584727
0,0,0,0,8000,0.257092863
1,0,1,1,6666,0.211489426
0,0,0,0,7916,0.180876595
0,0,0,0,10000,0.587441256
0,1,1,0,5991,0.260680908
0,0,0,0,2565,0.910366329
0,1,0,0,5200,0.508171505
0,0,0,0,10500,0.055804209
0,0,0,0,5600,0.194786645
0,1,0,0,1970,0.000507357
0,0,0,0,11500,0.257368924
0,0,0,0,16000,0.036997688
0,0,0,1,200,1.766169154
0,0,0,0,2416,1.048820852
0,0,0,0,4167,0.238723608
0,0,0,0,5000,0.413517297
0,0,0,0,2700,0.02961866
0,0,0,0,9883,0.534500202
0,1,0,2,6724,0.64133829
0,0,0,0,1700,0.639623751
0,0,0,0,5800,0.085157731
0,0,0,0,14500,0.718915937
0,0,0,0,9735,0.10425226
0,0,0,0,3208,0.084761608
1,0,1,1,10833,0.147221709
0,0,0,0,9941,0.303761819
1,0,2,4,3925,0.47656648
0,0,0,0,5079,0.183070866
0,0,0,0,5000,0.875024995
0,1,0,0,6250,0.247160454
0,1,0,0,8000,0.157605299
0,0,0,0,5500,0.478822032
0,0,0,0,4800,0.002707769
0,1,0,0,2470,0.33063537
0,0,0,0,5832,0.507457569
0,0,0,0,4400,0.204498978
0,0,0,0,1121,0.656862745
0,0,0,0,7916,0.548187445
0,0,0,1,8600,0.356586443
0,1,0,0,1290,0.269558482
0,0,0,0,5291,0.350340136
0,0,0,0,3446,0.493182478
0,0,0,0,11676,0.257429134
0,0,0,0,3000,0.01032989
0,0,0,0,17250,0.004057736
0,0,0,0,7846,0.298203135
0,0,0,0,7915,0.309626074
0,0,0,0,3200,0.18025617
0,0,0,0,11000,0.003636033
0,0,0,0,4333,0.00553761
0,0,0,0,5000,0.674865027
0,0,0,0,11356,0.387250154
0,0,0,0,2600,0.005767013
0,2,0,0,7511,0.782880724
0,0,0,0,10300,0.350839724
0,0,0,0,5500,0.201236139
0,0,0,0,2800,0.001071046
1,1,2,0,2672,0.170968949
0,1,0,0,4416,0
0,0,0,0,2166,0.04014767
0,0,0,0,4735,0.389569257
0,1,1,0,7400,0.32482097
0,0,0,0,7553,0.003839026
0,0,0,0,7100,1.509787354
0,0,0,0,8878,0.497916432
0,0,0,0,3667,0.005725191
0,0,0,5,2677,0.138536221
0,0,0,0,500,0.00998004
0,0,0,0,4951,0.219911147
0,0,0,0,3437,0.643106457
0,0,0,0,9000,0.638040218
0,0,0,0,6200,0.400258023
0,1,1,0,3621,0.444505798
0,0,0,0,3750,0.713676353
0,0,1,1,3790,0.274597731
0,0,0,0,6750,0.591467931
0,0,0,0,12000,0.306891092
0,0,0,0,2000,5.83908046
0,0,0,0,11250,0.348680117
0,2,0,0,8400,0.042971075
0,0,0,0,3600,0.147459039
0,1,0,0,6200,0.063860668
1,0,0,0,8153,1.23939171
0,0,0,0,5930,0.331310066
0,0,0,0,1,1018.5
0,0,0,0,4589,0.000653595
0,0,0,0,8214,0.329397444
0,0,0,0,7000,0.267676046
0,0,0,0,13332,0.094277357
0,0,0,0,11202,0.14737124
0,0,0,0,12500,0.005279578
0,0,0,0,5137,0.165434021
0,2,2,0,5583,0.260028653
0,0,0,0,1000,0.005994006
0,0,0,0,2100,0.289386007
0,0,0,0,11916,0.205504741
0,0,1,0,3333,0.300539892
0,0,0,0,3000,0.001999334
0,1,0,0,12250,0.274589829
0,0,0,0,3964,0.254728878
0,0,1,1,4750,0.450010524
0,2,0,0,12034,0.457831325
0,0,0,0,5500,1.030903472
0,0,0,0,3100,0.466301193
1,1,0,4,3184,0.821978022
0,0,0,0,7391,0.232683983
0,7,2,0,5915,0.469912103
0,0,0,0,20000,0.232538373
1,0,0,3,9000,0.121319853
0,0,0,0,6100,0.286182593
0,0,0,1,4833,0.639222176
0,0,0,0,8833,0.36699117
0,0,2,0,3900,0.782363497
0,0,0,1,3075,0.004876463
0,0,0,0,10000,0.055194481
0,0,0,0,8000,0.345456818
0,0,0,0,9750,0.256794175
0,0,0,0,6500,0.305029995
0,0,0,0,3000,0.602799067
0,0,0,0,13500,0.497370565
0,0,0,0,6416,0.447872838
0,0,0,0,4166,0.098392129
0,0,0,1,33584,0.001280333
0,1,0,0,2650,0.892116183
0,0,0,0,5280,0.380231017
0,4,3,1,2500,0.866853259
0,0,0,0,16000,0.296106493
0,0,0,0,2700,0.079970381
0,2,0,0,4000,0.642339415
0,0,0,0,5700,0.042799509
0,0,0,0,14510,0.107987044
0,0,0,0,3000,0.525158281
0,0,0,0,5550,0.538101243
0,0,0,0,4733,0.664131812
0,0,0,0,21000,0.016284939
0,0,0,1,4816,0.16524808
0,1,0,0,4200,0.329683409
0,0,0,0,9666,0.084928106
0,0,0,0,5786,0.280456195
0,0,0,0,3500,0.915167095
0,0,0,0,3875,0.42002064
1,0,0,2,1500,0.061292472
0,0,0,0,18000,0.237097939
0,0,0,0,4701,0.531688643
0,0,0,0,7000,0.284673618
0,0,0,0,15416,0.160147889
0,1,1,1,15000,0.913139124
0,0,0,0,5210,0.185185185
0,0,0,0,22500,0.243322519
0,0,0,0,7500,0.233035595
0,1,0,0,5416,0.459294813
0,0,0,0,7557,0.407647526
0,0,0,1,12500,0.289176866
0,1,0,1,4375,0.195155393
0,0,0,0,8000,0.007749031
0,0,0,0,3999,0.502
0,0,0,0,5371,0.273454952
0,0,0,0,1585,0.054854981
0,0,0,0,9441,0.160347384
0,0,0,0,4000,0.866783304
1,0,1,0,7000,0.004142265
0,0,0,0,8074,0.172755418
0,0,0,0,5250,0.874309655
0,0,0,0,3308,0.237533998
0,0,0,0,16266,0.271838692
0,0,0,0,11250,0.044796018
0,0,0,0,6750,0.591764183
0,1,0,0,2196,0.410104688
0,0,0,0,8750,0.099531482
1,0,0,0,13500,0.372490927
0,0,0,0,13241,0.379927503
0,0,0,0,3800,0.048671402
0,0,0,0,13333,0.251087446
1,0,0,2,4666,0.07863724
0,0,0,0,3880,0
0,0,0,0,7427,0.687802908
0,0,0,0,3790,0.775257188
0,1,0,0,7078,0.345670292
0,0,0,0,5701,0.163626798
0,0,0,0,6952,0.352941176
0,0,0,0,2883,0.151525659
0,0,0,0,3584,0.00111576
0,1,0,0,2252,0.93786063
0,0,0,0,7000,0.390801314
0,0,0,0,4444,0.120809899
0,0,0,0,6250,0.097424412
0,0,0,0,3000,0.075974675
0,0,0,0,4270,0.706626083
1,2,0,0,4800,0.369506353
0,0,0,0,16142,0.1852196
0,0,0,0,5140,0.159113013
0,0,0,0,2416,0.213901531
0,0,0,0,4000,0.128967758
0,0,0,0,4800,0.317433868
0,0,0,0,12000,0.254478793
0,0,0,0,7066,0.339040611
0,0,0,0,11116,0.204191778
0,0,0,0,1300,0.56264412
0,0,0,0,6928,0.075191225
0,0,0,0,9600,0.348192897
1,1,1,1,4000,0.379405149
0,0,0,0,8100,0.531786199
0,0,0,0,12988,0.438832859
0,0,0,0,10500,0.093229216
0,0,0,0,16550,0.322337019
0,0,0,1,1922,0.060842434
1,1,0,0,5221,0.327843738
1,0,0,0,5000,0.931013797
0,0,0,0,6750,0.118500963
1,4,1,1,6984,0.413171081
0,2,0,0,12500,0.355011599
0,0,0,0,5166,0.023224308
0,0,0,0,5172,0.146723371
0,0,0,0,13000,0.882547496
0,0,0,0,2187,0.244972578
0,0,0,0,8000,0.329958755
0,0,0,0,4116,0.447413165
0,1,0,0,2505,0.339584996
0,0,0,0,7600,0.510590712
0,0,0,0,16150,0.238251501
0,0,0,0,2500,0.012395042
0,0,0,0,7750,0.714359437
0,0,0,0,3822,0.023018572
0,3,2,1,7300,0.364059718
0,0,0,0,3400,0.609820641
0,0,0,0,5592,0.353835151
0,1,1,0,600,0.415973378
0,1,0,2,3941,0.237442922
0,0,0,0,7000,0.578488787
0,0,0,0,13000,0.2389047
0,0,0,0,1750,0.132495717
0,0,0,0,1600,0.226733292
0,1,0,0,18000,0.380534415
0,0,0,0,13336,0.810077229
0,0,0,0,2833,1.020465773
0,0,0,0,4597,0.491300565
0,0,0,0,5200,0.335896943
0,0,0,0,2250,0.16748112
0,0,0,0,4200,0.145917639
0,0,0,0,10500,0.155032854
0,0,0,0,4600,0.054770702
0,0,0,0,7000,0.393372375
0,0,0,0,2458,0.696624644
0,0,0,0,4000,0.029492627
0,0,0,0,3500,0.281919452
0,0,0,0,9000,0.077324742
0,1,0,0,7500,0.114784695
0,0,0,0,5232,0.514045481
0,0,0,0,864,0.605780347
0,0,0,0,10647,0.597013524
0,0,0,0,3984,0.114930991
0,0,0,0,4300,0.1485701
0,0,0,0,3700,0.434477168
0,0,0,0,6200,0.094823416
0,1,0,1,8500,0.117868486
0,0,0,0,75000,0.016626445
0,0,0,0,6650,0.51105097
0,0,0,0,6000,0.297617064
0,0,0,0,5250,0.213864026
0,0,0,0,3822,0.217106984
0,0,0,0,6280,0.757045057
0,0,0,0,11500,0.341013825
0,0,0,0,30342,0.206802228
1,0,1,2,3600,0.435990003
0,0,0,1,3327,0.075420673
0,1,0,0,5700,0.52218909
0,0,0,0,1100,3.985467757
0,0,0,0,8006,0.247408518
0,0,0,0,9736,0.000410804
0,0,0,0,17000,1.078407153
0,0,0,0,4759,0.415336134
0,0,0,0,3500,0.294772922
0,0,0,0,5833,0.888069935
0,0,0,0,5072,0.449635324
0,0,0,0,3000,0.641452849
0,0,0,0,8000,0.51143607
0,0,0,0,7660,0.481268764
0,0,0,0,5208,0.387598387
1,0,0,0,4028,0
0,0,0,0,17796,0.16603922
0,0,1,0,2666,0
0,0,0,0,3776,0.30394493
1,0,0,0,6566,0.66651439
0,0,0,0,5800,0.261851405
0,0,0,0,3380,0.449571133
0,0,0,0,4000,0.118470382
0,0,0,0,5000,1.272345531
0,1,1,0,1406,0.390191898
0,0,0,0,7250,0.313336092
0,1,0,0,2775,0.829610951
1,4,0,0,2166,0.026303646
0,0,0,0,1833,1.889858233
0,0,0,0,3797,0.506582412
0,0,0,0,800,0.448189763
0,1,0,0,4500,0.363696956
0,0,0,0,3500,0.147672094
0,0,0,0,10000,0.278072193
0,1,0,0,4938,0.52298036
1,0,1,0,1542,0.902138691
0,0,0,0,2687,1.121651786
0,3,0,0,2666,0.593550806
0,0,0,0,7083,0.283738001
0,0,0,0,7000,0.002713898
0,0,0,0,10833,0.277367547
0,0,0,0,10500,0.044471955
0,1,0,0,4500,0.090202177
0,0,0,0,8508,0.054412974
0,0,0,0,5000,0.25694861
0,0,0,0,1400,0.281227695
0,0,0,0,5000,0.00479904
0,0,0,0,3000,0.571809397
0,0,0,0,8000,0.820897388
0,0,0,0,4500,0.383248167
0,0,0,0,700,1.262482168
0,0,0,0,3300,0.204786428
0,0,0,0,1800,0.069961133
0,0,0,0,1,393.5
0,2,1,0,7494,0.26897932
0,0,0,0,4700,0.080195703
0,0,0,0,8366,0.417951476
0,0,0,0,2499,0.4404
1,1,0,0,10583,0.289871504
1,0,2,0,4075,0.037536801
0,0,0,0,11979,0.020033389
0,0,0,0,4400,0.148375369
0,0,0,0,2763,0
0,0,0,0,5800,0.060506809
1,2,0,4,3760,0.18957724
0,0,0,0,8333,0.042716583
0,0,0,0,12000,2.129405883
0,0,0,0,9700,0.001546232
0,0,0,0,9141,0.629621527
0,0,0,0,8150,0.464237517
0,0,0,0,3400,0.129961776
0,1,0,0,11016,0.23073432
0,0,0,0,5000,0.275944811
0,0,0,0,5540,0.30644288
0,0,0,0,16000,0.506093369
0,0,0,0,2671,0.368263473
0,0,0,0,4820,0.304915993
0,0,0,0,5600,0.215854312
0,1,0,0,18666,0.737718969
0,0,0,0,4000,0.288677831
0,0,0,0,7083,0.421654433
0,0,0,0,2500,0.257097161
0,1,0,0,4200,0.105213045
0,0,0,0,7744,0.455777921
0,0,0,0,8083,0.423057892
0,1,2,0,4700,0.058710913
0,0,0,0,6250,0.064789634
1,1,0,0,5000,0.574285143
0,0,0,0,2766,0.158655584
0,0,0,0,5682,0.128277318
0,0,0,0,9600,0.055515051
0,0,0,0,2250,0.383385162
0,0,0,0,6249,0.00368
0,0,0,0,10500,0.1945529
0,0,0,0,3200,0
0,4,1,0,3254,0.112749616
0,0,0,0,27932,0.283106004
0,0,0,0,8110,0.36025151
0,0,0,0,12720,0.111233394
0,0,0,0,5666,0.826716076
0,0,0,0,4067,0.462881023
0,0,0,0,4500,0.468562542
0,0,0,0,1840,0.52308528
0,0,0,0,18000,0.281817677
0,0,0,0,13800,0.210274618
0,0,0,0,9600,0.261743568
0,0,0,0,2333,0.175664096
1,0,0,0,2440,1.394100778
0,0,0,0,7113,0.117233624
0,0,0,0,11250,0.438005511
0,0,0,0,7140,0.360593754
0,1,0,0,5754,0.377758471
0,2,0,2,2816,0.740504082
0,0,0,0,3799,0.320526316
0,0,0,0,9399,0.473191489
0,1,0,4,5613,0.409511934
0,3,2,1,2490,0.022480931
0,0,0,0,5000,0.482903419
0,0,0,0,3300,0.036049682
0,0,0,0,1409,1.056028369
0,0,0,0,900,2.016648169
1,1,2,1,7693,0.155965688
0,0,0,0,3460,0.101415776
0,0,0,0,6292,0.625139043
0,0,0,0,2959,0.038175676
0,0,0,0,5833,0.258484745
0,0,0,0,4257,0.146077971
1,1,0,0,12000,0.416715274
0,0,0,0,38633,0.323756277
0,0,0,0,20916,0.140555529
0,0,0,0,5734,0.494856146
0,0,0,0,3800,0.759800053
0,0,0,0,4166,0.043436525
0,0,0,0,8300,0.220816769
0,2,0,0,3607,0.379711752
1,0,0,0,4283,0.173669468
0,0,0,0,6907,0.12029531
0,0,0,0,3500,0.392173665
0,0,0,0,3500,0.479577264
0,0,0,0,7000,0.434937866
1,1,0,0,635,1.402515723
0,0,0,0,5328,0.517733158
0,0,0,0,10000,0.00209979
0,0,0,0,3000,0.016994335
0,0,0,0,10416,0.283862916
0,0,0,0,3450,0.399014778
0,0,0,0,2221,0.309630963
0,0,0,0,6000,0.334110982
0,0,0,0,6000,0.306948842
0,0,0,0,8645,0
0,1,0,0,13333,0.258212089
0,0,0,0,35000,0.062969629
0,0,0,0,5000,0.25574885
0,0,0,0,10321,0.250629723
0,1,0,1,2800,1.066404855
0,1,1,0,4000,0.299675081
0,0,0,0,9166,0.156321588
0,0,0,0,12750,0.21072857
0,1,0,0,4330,0.23620411
0,0,0,0,9166,0.319079306
0,0,0,0,1650,1.233797698
0,0,0,0,6563,0.516453382
0,0,0,0,3525,0.794100964
0,1,0,0,1583,0.683712121
1,0,0,0,2725,0.004402054
0,0,0,0,4421,0.647896879
0,0,0,0,8000,0.288338958
0,0,0,0,2392,0.501462599
0,0,0,0,7000,0.382373947
0,1,0,0,2333,0.140959726
0,0,0,0,10750,0.001674263
0,1,0,0,9400,0.346558877
0,0,0,0,1250,1.207833733
0,0,0,0,4154,0.386762936
0,0,0,0,5700,0.003157341
0,0,0,0,7000,0.316240537
0,0,0,0,8666,0.289950387
0,0,0,0,5270,0.397268071
0,0,0,0,13500,0.351751722
0,0,0,0,6250,0.111342185
0,0,0,0,5000,0.387922416
0,0,0,0,9902,0.147430072
0,1,1,0,5000,0.450509898
0,5,0,1,14750,0.494407159
0,0,0,0,6000,0.36443926
0,0,0,0,7000,0.236680474
0,0,0,0,4645,0.085665088
0,0,0,0,5000,1.209358128
0,0,0,0,10333,0.116024773
0,0,0,0,4500,0.814041324
0,0,0,0,8185,0.680430002
0,1,0,0,7666,0.480500848
0,1,0,1,2300,0.524119948
0,0,0,0,2800,0.007497322
0,0,0,0,7000,0.408798743
0,0,0,0,10500,0.314827159
0,0,0,0,14600,0.365728375
0,0,0,0,18500,0.208475218
0,0,0,0,4009,0.290773067
1,1,0,0,1600,0.237351655
1,0,0,0,1600,0.564647096
0,0,0,0,1642,0.044430919
0,1,0,0,2500,0.468612555
1,0,0,0,4804,0.122372529
0,0,0,0,10833,0.229647406
0,0,0,0,44000,0.228994796
0,0,0,0,4886,0.272969102
0,0,0,0,11036,0.260487451
0,0,0,0,1,435
1,0,0,0,1667,3.041366906
0,0,0,0,1776,1.258300506
0,0,0,0,3000,0.274908364
0,0,0,0,13762,0.444089225
0,0,0,0,3557,0.090500281
0,0,0,0,5766,0.41824172
0,0,0,1,3216,0.201429904
0,0,0,0,10500,0.217217408
0,0,0,0,8000,0.292213473
0,0,0,0,650,9.906298003
0,1,0,0,3000,0.262245918
0,0,0,0,8264,0.003024803
0,1,0,0,12000,0.12323973
0,0,0,0,1151,0.013888889
0,0,0,0,4112,0.651835643
0,0,0,0,820,0.701583435
0,0,0,0,5000,0.266946611
0,0,0,0,5792,0.49836009
0,0,0,0,1600,0.019987508
0,1,0,0,9100,0.239534117
1,3,1,2,3600,0.716189947
0,0,0,0,29000,0.069101065
0,0,0,0,4000,0.276430892
0,7,3,0,4003,0.512987013
0,0,0,0,4800,0.013330556
1,0,0,0,2600,0.318723568
0,0,0,0,10615,0.015730972
0,0,0,0,7000,0.184687902
1,1,0,0,5400,1.33808554
0,0,0,0,8387,0.265498331
0,0,0,0,1500,0
0,0,0,0,15499,0.213612903
0,0,0,0,2048,0.655441679
0,1,0,0,5000,0.714257149
0,0,0,0,13039,0.267868098
0,0,0,0,12291,0.357224211
0,0,0,0,3205,1.099189021
0,0,0,0,6568,0.420611965
0,3,3,5,12060,0.245087472
0,0,0,0,3569,0.071708683
0,0,0,0,2160,0
1,0,0,0,11000,0.315789474
0,0,0,0,10416,0.011327638
0,1,0,0,17125,0.266378606
0,0,0,0,4500,0.295712064
0,0,0,0,12400,0.182162729
0,0,0,0,6245,0.380563561
1,0,0,1,2600,0.264513649
0,0,0,0,4750,0.026731214
0,0,0,0,7250,0.088677424
0,0,0,0,2750,0.853507815
0,0,0,0,4800,0.660487398
0,1,0,0,5700,0.426767234
0,0,0,0,5614,0.809973286
0,0,0,0,8833,0.357708852
0,0,0,0,3400,0.165539547
0,0,0,0,6250,0.165093585
0,0,0,0,5000,0.482703459
0,0,0,0,11666,0.358446902
0,0,0,0,10500,0.219407675
0,0,0,0,6500,0.418550992
0,2,0,0,4200,0.418709831
0,0,0,0,5500,0.370841665
0,0,0,0,6909,0.415629522
1,1,0,1,2650,0.069030555
0,0,0,0,6778,0.221714117
0,0,0,0,18800,0.157172491
0,0,0,0,666,2.460269865
0,0,0,0,5600,0.210319586
0,1,0,0,9833,0.263575351
0,1,0,1,5900,0.771733604
0,0,0,0,2000,0.572713643
0,0,0,0,7500,0.506199173
0,0,0,0,4404,0.764812713
0,0,0,0,11000,0.226252159
0,0,0,0,5000,0.659668066
0,0,0,0,10436,0.524480215
0,0,0,0,10013,0.329139205
0,0,0,0,5402,0
0,0,0,0,4149,0
0,0,0,0,3953,0.887455741
0,0,0,0,8229,0.195990279
0,0,0,0,9836,0.371251398
0,0,0,0,8378,0.067430481
0,0,0,0,6475,0.13712168
0,0,0,0,10256,0.746222092
0,0,0,0,6666,0.560221989
0,0,0,0,2000,2.246376812
0,0,0,0,12341,0.437044239
0,0,0,0,5100,0.028621839
0,0,0,1,2000,0.008495752
0,0,0,0,9166,0.551870841
0,1,0,0,12000,0.303058078
1,3,0,2,1700,0.710758377
0,0,0,0,4890,0.239010427
0,0,0,0,6500,0.808183356
0,0,0,0,7470,0.00896801
0,0,0,0,5900,0.217420776
0,1,1,0,1200,0.023313905
0,1,0,0,10000,0.202379762
0,0,0,0,2995,0.68858478
0,1,0,0,3900,0.425788259
0,0,0,0,7051,0.238513897
0,0,0,0,6522,0.040165568
0,0,0,0,3812,0.197744558
0,0,0,0,4583,0.616055846
0,0,0,0,1750,0.006853227
0,0,0,0,4600,0.378613345
0,1,0,0,8750,0.421094732
0,0,0,0,4750,0.499684277
0,1,0,0,3380,0.611357587
0,2,1,0,6645,0.241799579
0,1,0,1,10916,0.093340661
0,1,0,0,6000,0.004999167
0,0,0,0,6398,0.258009064
0,0,0,0,5800,0.532322013
0,0,0,0,14200,0.004084219
0,0,0,0,5500,0.202508635
0,0,0,0,7750,0.185008386
0,0,0,0,14277,0.192253817
0,0,0,0,9717,0.59271455
0,1,0,0,4100,0.233601561
0,1,0,0,15400,0.195182131
0,0,0,0,3700,0.415833558
0,0,0,0,5000,0.24475105
0,0,0,0,8000,0.422697163
0,0,0,0,3600,0.111080255
0,0,0,0,6267,0.240108488
1,0,0,0,1100,0.003633061
0,0,0,1,1473,0.975576662
1,2,0,0,3200,0.092783505
0,0,1,0,3000,0.355214928
0,0,0,0,25650,0.204202565
0,0,0,0,2700,0.04220659
0,0,0,0,7516,0.170812824
0,0,0,0,5000,0.348530294
0,0,0,0,4350,1.079062285
0,0,0,0,16066,0.24603224
1,0,0,2,2695,0.329747774
0,0,0,0,1,2208
0,0,0,0,7333,0.547177529
0,0,0,0,8350,0.394922764
0,0,0,0,5349,0.000186916
0,0,0,0,3750,0.110103972
0,0,0,0,2000,0.495252374
0,0,0,0,12083,0.11386958
0,1,1,0,3900,0.005126891
1,0,0,3,1400,0.117773019
0,0,0,0,4166,0.059515239
0,0,0,0,3200,0.544829741
0,0,0,0,2500,0.025989604
0,0,0,2,1450,0
0,0,0,0,3442,0.406912576
0,0,0,0,3750,0.252199413
0,0,0,1,6500,0.65820643
0,0,0,0,9333,0.316905935
0,0,0,0,2041,0.596963761
0,0,0,0,6816,0.125568432
0,1,0,0,11500,0.614381358
0,0,0,0,4355,0.35835629
0,0,0,0,1,40.5
0,0,0,0,7516,0.050552082
0,1,0,0,7317,0.3828915
0,0,0,0,4837,0.275733774
1,2,0,0,6250,0.316909295
1,1,0,5,7186,0.142618617
1,1,1,1,4476,0.184945276
0,0,0,0,9170,0.197906444
0,0,0,0,8602,0.2546786
0,0,0,0,9000,0.497389179
0,0,0,0,600,0.995008319
0,1,0,0,13000,0.380663026
0,0,0,0,16472,0.197353245
0,0,0,0,7000,0.523068133
0,1,0,0,5000,3.24435113
0,0,0,0,2557,1.17005473
0,0,0,0,6800,0.406998971
0,0,0,0,3300,0.094516813
0,3,0,0,6982,0.702563368
0,0,0,0,1878,0.0526876
0,3,0,0,1032,1.582768635
0,0,0,0,10000,0.283571643
0,0,0,0,7916,0.510546924
0,0,0,0,8304,0.473570138
0,3,1,0,5374,0.588465116
0,0,0,0,9791,0.173917484
0,0,0,0,7585,0.320722383
0,0,0,0,9550,0.234635117
0,0,0,0,6250,0.226043833
0,0,0,0,5166,0.288562028
0,0,0,1,15000,0.560029331
1,0,0,0,2905,0.393668273
0,0,0,0,15000,0.094460369
0,0,0,0,3334,0.145427286
0,0,0,0,13416,0.296489528
0,0,0,0,4718,0.134774317
0,0,0,0,9000,0.005332741
0,0,0,0,4000,0.253436641
0,0,0,0,6000,0.277620397
0,0,0,0,8500,0.291024585
0,1,0,0,6532,0.339507118
0,0,0,0,7416,0.058109748
0,0,0,0,1700,0.193415638
0,0,0,0,5941,0.189835072
0,1,0,0,10000,0.328467153
0,0,0,0,2166,0.683433318
0,0,0,0,8300,0.335622214
0,0,0,0,1,363
0,0,0,0,2600,0.998077662
0,0,0,0,20833,0.106748584
0,0,0,0,11000,0.109990001
0,0,0,0,20333,0.000934396
0,5,0,0,3250,0.520762842
0,0,0,0,7067,0.567487267
0,0,0,0,6400,0.545383534
0,0,0,0,3060,0.49199608
0,0,0,0,5000,0.435112977
0,0,0,0,4500,0.003999111
0,0,0,0,6875,0.271087842
0,3,0,0,4583,0.147687609
0,0,0,0,4950,0.149868713
0,0,0,0,2500,0.168332667
0,2,0,0,11240,0.268481452
0,0,0,0,1200,0.762697752
0,0,0,0,5625,0.775506577
0,0,0,0,10500,0.275116656
0,0,0,0,7500,0.305292628
0,0,0,0,10416,0.092157051
0,0,0,1,2700,0.050351722
0,0,0,0,2800,0.458407712
0,1,0,0,13100,0.248454316
0,0,0,0,8800,0.210430633
0,0,0,0,2040,0.294463498
0,0,0,0,3000,0.001666111
0,0,0,0,200,5.278606965
0,0,0,1,1975,0.188765182
0,0,0,0,2049,0.124390244
0,0,0,0,2141,0.008870215
0,0,0,0,12622,0.406797116
0,0,0,0,5670,0.035443484
0,1,0,0,10500,0.189220074
0,0,0,0,12166,0.285115476
0,0,0,0,4520,0.98960407
0,1,0,0,5200,0.582003461
0,0,0,0,4653,0.454662656
0,0,0,0,3900,0.519354012
0,0,0,0,8000,0.117110361
0,1,1,0,5700,0.21276969
