Age,Income,CCAvg,Mortgage,CD Account,Personal Loan
52,38,0.80,0,0,0
30,122,3.10,0,0,0
32,183,6.00,0,0,0
35,41,2.40,0,0,0
49,38,1.40,0,0,0
54,61,1.80,0,0,0
56,103,4.00,0,0,1
48,80,2.40,0,0,0
28,22,0.10,0,0,0
44,128,3.25,0,0,1
30,142,4.20,359,0,1
44,124,4.70,0,0,0
30,44,1.90,143,0,0
47,170,6.50,0,1,1
64,75,0.10,0,1,0
48,78,2.00,0,0,0
63,31,1.10,125,0,0
25,99,1.90,323,0,0
61,41,1.50,0,0,0
46,39,0.00,0,0,0
57,51,1.40,0,0,0
40,52,0.80,113,0,0
49,169,5.67,167,1,1
30,141,0.80,0,0,0
41,93,0.80,218,0,0
42,14,1.00,0,0,0
63,160,2.10,0,0,0
43,44,0.20,0,1,0
59,33,0.20,0,0,0
46,103,4.80,0,0,1
33,71,1.80,236,0,0
55,55,0.20,151,0,0
36,113,0.20,0,0,1
47,79,2.00,185,0,0
59,80,0.70,0,0,0
38,179,0.00,380,0,0
42,9,0.00,0,0,0
30,61,2.00,0,0,0
63,111,3.90,207,1,0
60,80,0.50,0,0,0
62,32,0.20,0,0,0
49,83,0.30,0,0,0
59,91,1.90,329,0,0
36,29,1.00,0,0,0
46,19,0.67,0,0,0
35,52,1.00,0,0,0
50,150,7.30,0,0,0
51,32,0.40,0,0,0
41,91,0.50,0,0,0
45,180,8.50,535,0,1
41,121,0.30,0,0,0
57,25,0.20,0,0,0
51,102,0.30,0,0,0
52,44,0.90,107,0,0
43,161,8.00,0,1,1
63,134,4.00,0,0,1
28,43,1.80,0,0,0
43,94,1.10,0,0,0
41,29,0.80,98,0,0
34,38,0.20,0,0,0
28,120,0.80,170,0,0
58,85,2.00,161,1,0
39,89,1.90,0,0,0
49,25,1.40,0,0,0
33,20,1.30,83,0,0
37,125,3.90,0,0,0
33,18,0.60,0,0,0
28,173,6.70,222,0,0
54,34,0.10,0,0,0
63,159,4.90,111,0,1
57,55,2.50,219,1,0
56,32,0.40,0,0,0
54,65,1.80,0,0,0
29,83,1.50,0,0,0
41,30,1.40,0,0,0
58,180,2.90,0,0,0
61,13,0.30,0,0,0
30,35,0.80,0,0,0
62,95,0.50,0,0,0
52,83,0.00,0,0,0
29,39,0.20,137,0,0
46,54,0.70,154,0,0
52,81,1.30,293,0,0
40,53,2.00,0,0,0
49,119,7.30,398,0,0
34,160,8.00,0,0,1
35,21,1.00,0,0,0
26,40,1.00,0,0,0
65,69,0.10,0,0,0
52,45,1.30,0,0,0
32,55,2.00,0,0,0
31,38,0.20,0,0,0
36,44,1.00,101,0,0
50,45,0.60,117,0,0
36,84,0.80,0,0,0
51,188,6.90,343,0,1
39,29,2.00,151,0,0
53,95,2.70,0,0,0
50,79,2.90,307,0,0
31,41,2.00,0,0,0
53,19,0.40,84,0,0
48,75,3.60,0,0,0
57,64,2.50,208,0,0
47,174,3.20,0,0,1
55,54,2.30,93,0,0
37,14,0.10,113,0,0
59,94,3.80,272,0,0
53,10,0.40,0,0,0
31,145,0.80,84,0,0
35,203,10.00,0,0,1
25,81,1.60,0,0,0
37,153,6.50,0,0,0
40,58,0.20,0,0,0
31,49,1.80,0,0,0
62,132,2.90,0,0,0
41,85,0.20,229,0,0
56,85,2.67,0,0,0
47,178,6.50,0,0,1
28,104,2.50,0,0,0
60,40,1.60,0,0,0
27,103,1.90,120,0,0
57,25,1.00,0,0,0
62,69,1.70,0,0,0
57,30,1.40,0,0,0
44,70,2.67,0,0,0
31,15,0.90,0,0,0
31,125,1.30,0,0,0
39,50,0.50,0,0,0
41,44,0.30,0,0,0
41,38,2.20,180,0,0
55,64,0.80,119,0,0
28,9,0.10,0,0,0
35,44,0.90,89,0,0
44,93,0.80,101,0,0
44,83,0.40,141,0,0
40,179,0.00,0,0,0
65,40,1.10,0,0,0
35,58,0.70,232,0,0
55,74,2.67,0,0,0
55,15,0.20,0,0,0
59,11,1.00,0,0,0
39,41,2.00,176,0,0
50,68,1.50,120,0,0
45,28,0.75,0,0,0
50,115,1.20,0,0,1
65,83,0.10,247,0,0
36,40,1.10,166,0,0
57,113,0.10,0,0,0
53,89,0.80,0,0,0
28,38,1.60,0,0,0
55,62,1.50,0,0,0
56,65,1.70,109,0,0
33,168,5.67,0,1,1
57,40,1.70,0,0,0
27,30,1.00,80,0,0
27,20,1.00,0,0,0
54,58,3.20,0,0,0
48,150,7.30,193,0,0
62,54,0.80,0,0,0
41,19,0.30,105,0,0
62,30,0.10,128,0,0
40,123,5.20,0,0,0
32,45,2.40,0,0,0
62,154,2.90,0,0,0
35,93,2.70,0,0,0
25,71,0.20,78,0,0
50,83,3.10,0,0,1
61,99,4.80,255,0,1
43,55,2.20,0,0,0
52,38,0.90,95,0,0
39,74,0.90,155,0,0
33,69,1.80,0,0,0
27,104,2.50,184,0,0
27,38,1.00,154,0,0
32,25,0.90,0,0,0
65,162,1.30,0,0,0
55,64,2.60,0,0,0
52,30,0.70,0,0,0
39,52,0.50,0,0,0
35,42,1.50,0,0,0
39,79,1.80,219,0,0
34,34,1.70,164,0,0
30,123,3.10,0,0,0
37,160,3.30,0,0,0
41,51,2.33,0,0,0
31,108,4.00,0,0,0
37,158,2.30,0,1,1
49,68,1.50,0,0,0
58,42,1.60,0,0,0
45,32,0.75,105,0,0
40,22,1.40,0,0,0
34,29,2.00,0,0,0
62,183,3.40,0,0,1
54,69,1.60,0,0,0
26,92,0.20,0,0,0
54,40,1.00,0,0,0
29,9,0.50,86,0,0
48,128,0.60,0,0,0
27,110,0.20,294,0,0
42,171,8.00,0,0,0
25,13,1.00,95,0,0
45,25,0.10,102,0,0
34,123,1.60,0,0,1
51,33,0.20,83,0,0
51,189,4.75,0,0,1
60,34,0.30,0,0,0
59,58,0.00,0,0,0
49,51,1.30,98,0,0
50,29,1.30,0,0,0
41,111,0.40,0,0,0
49,43,1.90,0,0,0
50,130,0.60,311,0,0
63,20,0.40,76,0,0
63,101,2.80,0,0,0
33,48,2.20,207,0,0
38,180,2.80,158,0,1
64,92,0.00,185,0,0
36,33,0.90,0,0,0
58,51,1.90,0,0,0
39,31,1.40,94,0,0
46,83,2.70,0,0,0
61,45,0.80,0,0,0
53,89,0.80,146,0,0
28,193,4.00,0,0,1
64,89,3.80,0,0,0
48,162,3.30,446,1,1
38,9,0.30,0,0,0
52,58,2.00,223,0,0
65,80,0.80,0,0,0
59,73,1.70,0,0,0
45,41,0.30,0,0,0
53,74,2.00,0,0,0
38,29,1.40,0,0,0
54,25,0.40,115,0,0
25,98,5.40,0,0,0
61,59,1.70,0,0,0
48,43,1.90,0,0,0
46,72,1.40,149,0,0
36,183,3.00,0,1,1
46,134,5.70,146,0,0
59,140,0.50,262,0,0
59,39,1.80,0,0,0
36,35,0.40,0,0,0
63,141,6.90,0,0,0
51,23,0.50,0,0,0
30,134,0.00,0,0,0
48,35,1.40,0,0,0
55,42,2.50,0,0,0
41,81,0.20,167,0,0
26,14,0.40,94,0,0
41,45,1.80,172,0,0
54,79,1.70,150,0,0
57,53,0.80,120,0,0
54,33,0.70,0,0,0
35,190,3.10,266,0,1
60,60,2.50,103,0,0
63,8,0.80,97,0,0
41,38,1.00,150,0,0
46,154,5.00,0,0,0
31,54,2.20,0,0,0
58,41,1.40,0,0,0
59,25,0.30,75,0,0
46,53,1.70,109,0,0
33,79,0.10,0,0,0
56,13,0.90,76,1,0
47,130,1.40,0,0,0
59,93,0.70,0,0,0
24,82,0.80,0,0,0
39,15,0.30,92,0,0
30,150,5.00,0,0,1
55,131,0.70,0,0,1
47,28,1.50,0,0,0
35,9,0.70,0,0,0
47,88,1.40,0,0,0
38,143,4.10,0,0,0
38,168,1.30,0,0,1
27,105,3.00,0,0,1
42,62,2.10,0,0,0
26,51,2.60,0,0,0
60,101,4.40,0,0,0
27,90,0.80,0,0,0
27,83,2.10,0,0,0
40,21,0.00,0,0,0
40,115,3.40,0,0,0
29,172,4.40,0,0,1
30,32,1.00,0,0,0
30,204,4.50,0,0,0
47,34,0.60,0,1,0
33,30,2.00,132,0,0
57,31,1.30,0,0,0
38,90,2.70,0,0,0
54,79,2.60,0,0,0
47,22,0.60,0,0,0
48,114,2.40,0,0,1
62,42,0.50,128,0,0
30,29,0.20,90,0,0
35,72,2.60,0,0,0
59,68,1.80,95,0,0
38,78,0.70,0,0,0
47,90,2.70,323,0,0
57,170,2.10,0,0,1
42,14,0.10,0,0,0
39,129,1.90,0,0,0
53,39,1.00,87,0,0
27,82,0.20,0,0,0
59,31,0.40,0,0,0
48,9,0.50,0,0,0
62,15,0.10,91,0,0
66,70,2.20,0,0,0
38,84,0.70,0,0,0
42,155,7.00,0,0,0
47,89,0.80,0,0,0
27,170,4.70,0,0,1
32,185,6.70,0,1,0
37,82,2.20,0,0,0
56,60,1.70,0,0,0
39,58,2.40,0,0,0
36,29,1.33,81,0,0
32,32,0.30,0,0,0
62,115,3.40,0,0,0
48,83,2.40,0,0,0
58,54,0.30,0,0,0
27,112,1.80,0,0,0
52,182,1.40,0,0,1
54,112,6.80,0,0,0
31,129,5.90,319,1,1
60,23,0.80,112,0,0
34,198,3.00,422,0,0
46,84,2.00,0,0,0
41,39,0.50,0,0,0
62,129,1.30,0,0,0
31,113,2.00,315,0,0
41,35,0.75,114,0,0
55,85,0.10,0,0,0
45,73,2.90,0,0,0
51,70,0.80,0,0,0
27,130,4.40,192,0,1
30,39,1.50,0,0,0
31,72,1.80,242,0,0
61,68,2.30,0,0,0
40,35,1.40,0,0,0
45,61,0.70,0,1,0
45,69,1.90,0,0,0
37,59,3.60,0,0,0
34,99,4.50,217,0,0
43,201,10.00,0,0,1
42,130,7.50,0,0,0
56,72,2.00,0,0,0
33,44,1.20,0,0,0
36,91,1.50,289,0,0
62,92,0.50,310,0,0
58,55,0.80,168,0,0
65,20,0.50,102,0,0
65,89,4.10,299,1,1
52,59,1.50,239,0,0
64,8,0.10,87,0,0
51,85,4.90,0,0,0
59,94,4.30,76,1,0
52,22,0.40,0,0,0
55,74,3.20,0,0,0
46,59,2.67,0,0,0
61,12,0.60,0,0,0
35,8,0.40,0,0,0
56,74,1.60,0,0,0
31,184,3.40,0,1,1
44,34,0.00,0,0,0
53,63,0.80,0,0,0
36,123,5.60,0,1,1
27,85,1.60,0,0,0
36,109,0.50,0,1,1
40,31,0.60,0,0,0
39,61,2.40,90,0,0
59,88,1.60,0,0,0
43,22,0.30,0,0,0
30,63,2.20,0,0,0
26,80,0.20,0,0,0
48,78,2.10,0,0,0
50,45,0.10,93,0,0
33,51,2.10,0,0,0
32,111,1.50,0,0,0
34,45,2.80,153,0,0
33,184,4.80,0,0,1
32,41,1.00,112,0,0
55,69,1.30,0,1,0
58,23,0.20,0,0,0
47,160,6.67,0,0,0
30,61,0.80,251,1,0
42,110,6.10,182,0,0
40,50,0.60,0,0,0
33,49,2.40,0,0,0
46,185,7.50,428,0,1
63,52,1.10,0,0,0
62,53,2.80,0,0,0
43,125,3.50,0,0,1
31,72,1.60,0,0,0
28,51,1.80,0,0,0
64,23,0.50,0,0,0
27,41,1.90,0,0,0
33,41,2.00,108,0,0
39,138,4.67,0,0,1
44,138,3.30,0,0,0
53,14,0.80,0,0,0
42,145,8.00,505,0,0
44,25,1.00,0,0,0
34,43,1.70,142,0,0
47,93,0.20,309,0,0
53,90,0.30,217,0,0
62,41,1.00,154,0,0
61,169,6.10,106,1,1
42,63,2.20,0,0,0
48,23,0.67,95,0,0
38,140,0.50,0,0,1
41,75,1.50,0,0,0
57,13,0.90,78,0,0
31,10,0.50,81,0,0
39,100,0.80,0,0,0
48,85,1.10,203,0,0
55,73,2.67,219,0,0
29,130,6.70,0,0,0
47,65,2.70,0,0,0
61,59,1.70,148,0,0
60,31,1.00,0,0,0
34,134,4.00,0,0,0
45,11,0.20,106,0,0
60,32,0.30,80,0,0
25,53,1.60,0,0,0
41,28,0.70,0,0,0
63,44,1.00,0,0,0
63,40,0.80,118,0,0
43,40,0.60,0,0,0
58,163,0.50,400,0,0
50,82,1.30,0,0,0
38,89,1.40,0,0,0
54,78,1.60,0,0,0
61,55,0.90,197,0,0
29,34,0.40,0,0,0
39,108,3.67,301,0,1
33,58,2.20,0,0,0
23,73,2.60,0,0,0
56,54,2.10,0,0,0
54,45,0.90,0,0,0
37,123,2.30,0,1,1
38,93,5.20,267,0,0
34,102,2.20,0,0,0
53,39,1.50,0,0,0
65,114,3.40,0,0,0
62,29,0.30,0,0,0
51,30,0.60,144,0,0
31,22,0.60,0,0,0
64,38,0.30,186,0,0
39,41,1.70,0,0,0
28,161,1.70,422,1,1
60,38,0.50,0,0,0
47,25,0.90,0,0,0
25,70,2.60,218,0,0
44,201,8.80,0,0,0
51,42,0.60,0,0,0
31,64,1.20,0,0,0
32,28,1.10,0,0,0
51,119,4.90,208,0,0
25,28,1.00,0,0,0
43,60,2.10,0,0,0
54,23,1.50,0,0,0
34,164,7.40,0,0,1
54,39,0.80,0,0,0
42,19,0.00,85,0,0
46,72,0.80,0,0,0
62,41,0.90,0,0,0
31,32,0.30,130,0,0
30,69,0.80,0,0,0
52,23,0.40,0,0,0
35,44,0.20,0,0,0
60,32,0.40,165,0,0
58,25,0.30,123,0,0
24,80,1.60,0,0,0
40,83,0.80,230,0,0
49,133,7.30,0,0,0
43,89,0.10,307,0,0
33,81,4.50,187,1,0
36,44,1.10,85,0,0
62,119,2.00,0,0,0
57,39,0.90,147,0,0
64,40,1.00,0,0,0
52,79,0.80,183,0,0
54,30,0.70,0,0,0
40,179,2.60,0,0,1
30,178,6.70,0,0,0
55,82,3.80,0,0,0
39,50,2.40,0,0,0
55,64,1.90,0,0,0
28,129,1.50,0,0,0
44,68,2.90,0,0,0
46,30,1.40,112,0,0
61,48,1.50,0,0,0
61,130,1.30,257,0,0
45,40,0.50,0,0,0
38,105,1.90,0,0,0
29,41,0.20,0,0,0
52,168,6.50,118,0,1
38,80,2.70,0,0,0
28,134,3.10,0,0,0
34,49,2.50,0,0,0
35,63,1.80,0,0,0
46,70,1.90,212,0,0
63,32,0.70,141,0,0
33,14,0.90,114,0,0
38,111,6.10,326,0,0
53,38,2.80,144,0,0
28,121,2.00,341,0,0
44,90,2.60,0,0,0
58,178,6.00,0,0,1
38,20,0.40,79,0,0
48,61,1.70,229,0,0
33,43,0.80,0,0,0
66,39,1.90,0,0,0
59,60,2.10,234,0,0
40,63,3.00,0,0,0
36,8,0.20,81,0,0
62,52,1.30,0,0,0
51,92,3.00,0,1,1
58,111,1.40,298,0,0
52,71,1.40,0,0,0
41,25,0.10,91,0,0
31,34,1.90,156,0,0
28,74,2.60,0,0,0
57,120,2.00,0,0,0
61,50,1.30,0,0,0
60,10,1.00,0,0,0
56,45,2.50,113,0,0
49,29,1.80,0,0,0
63,145,6.90,0,0,0
49,100,6.30,0,0,0
49,24,0.40,0,0,0
32,60,1.20,0,0,0
26,50,0.60,0,0,0
27,43,1.10,0,0,0
57,79,4.40,0,0,0
29,44,0.10,0,0,0
56,31,1.50,0,0,0
59,14,1.00,107,0,0
53,19,0.80,106,0,0
54,111,1.10,0,0,1
56,90,1.90,0,0,0
50,21,0.70,129,0,0
51,104,4.20,0,0,1
53,75,1.90,0,0,0
37,175,7.80,297,0,0
32,98,4.20,171,1,1
49,41,0.10,153,0,0
34,171,2.20,569,0,1
54,79,1.60,0,0,0
64,24,0.60,0,0,0
58,90,3.60,0,0,1
25,39,2.40,0,0,0
50,9,0.00,0,0,0
38,15,0.10,90,0,0
48,80,2.70,0,0,0
41,63,0.70,79,0,0
32,20,0.50,102,0,0
46,43,2.10,0,1,0
39,65,1.50,0,0,0
39,91,1.70,151,0,0
63,53,0.80,0,0,0
58,110,1.70,0,0,0
28,82,1.50,103,0,0
36,23,0.20,0,0,0
43,172,6.67,0,0,0
36,88,2.70,0,0,0
44,71,0.80,0,0,0
31,180,2.90,144,0,1
45,39,2.10,184,0,0
39,94,1.50,0,0,0
43,25,1.00,0,0,0
40,10,0.00,102,0,0
30,42,1.00,184,0,0
58,142,3.90,0,0,0
46,34,1.30,0,0,0
35,139,4.60,0,0,0
30,154,4.50,207,0,0
34,40,2.00,89,0,0
62,33,1.50,140,0,0
58,80,1.60,0,0,0
45,10,0.67,100,0,0
42,41,0.50,0,0,0
60,30,1.30,118,0,0
55,78,0.80,190,0,0
45,164,5.00,0,0,0
52,23,0.40,0,0,0
31,149,6.00,0,0,0
60,25,0.70,0,0,0
33,42,2.10,0,0,0
37,71,2.50,185,0,0
59,114,4.20,0,0,1
51,70,2.80,0,0,0
47,149,6.10,0,0,1
60,55,2.50,0,0,0
61,29,1.30,0,0,0
64,123,3.80,0,0,0
46,152,7.40,374,1,1
31,8,0.70,0,0,0
57,69,0.70,245,0,0
48,161,7.90,310,0,1
48,79,0.20,0,0,0
35,105,4.60,0,0,0
33,39,2.30,0,0,0
47,163,5.00,0,0,0
46,9,0.20,0,0,0
44,71,2.00,0,0,0
42,51,2.10,0,0,0
50,32,1.40,167,0,0
52,161,4.30,0,1,1
53,60,0.20,0,0,0
37,35,1.00,0,0,0
64,41,1.20,0,0,0
46,73,1.70,216,0,0
57,49,1.50,214,1,0
61,79,2.00,194,0,0
42,120,7.50,0,0,0
40,60,3.20,0,0,0
33,78,0.60,0,0,0
50,40,1.10,131,0,0
52,110,5.40,204,1,1
35,160,5.70,0,0,1
57,68,0.70,191,0,0
56,49,1.60,103,0,0
44,65,2.50,0,0,0
23,55,2.40,145,0,0
33,62,2.30,98,0,0
48,152,0.00,0,0,0
45,42,2.50,0,0,0
54,39,0.70,0,0,0
42,111,3.00,0,1,1
47,82,2.10,0,0,0
61,108,3.40,0,0,0
53,59,0.80,0,0,0
56,61,2.50,193,0,0
33,78,2.00,0,0,0
44,18,0.10,0,0,0
63,113,1.70,0,0,0
47,62,2.67,0,0,0
50,81,4.90,248,0,0
49,13,0.40,106,0,0
34,75,2.80,194,0,0
40,33,0.80,89,0,0
38,179,4.10,0,0,0
51,69,2.00,0,0,0
28,45,1.00,0,0,0
52,59,3.00,0,0,0
39,81,2.80,0,0,0
29,133,5.40,212,0,0
54,81,0.00,0,0,0
63,14,0.40,86,0,0
40,28,0.80,0,0,0
36,93,2.20,0,0,0
45,191,2.60,123,0,1
61,155,2.90,0,0,0
26,155,7.20,0,0,0
33,68,1.30,0,0,0
64,52,1.10,226,0,0
43,51,0.70,0,0,0
24,44,1.60,180,0,0
30,121,3.10,408,0,0
60,49,2.20,204,0,0
50,42,1.00,78,0,0
40,144,4.10,0,0,0
31,72,2.60,0,0,0
30,44,1.50,109,0,0
60,43,0.90,175,0,0
39,74,0.10,144,0,0
66,145,2.50,0,0,0
65,158,2.10,0,0,0
54,78,4.90,0,0,0
54,154,2.40,352,0,1
35,105,4.50,0,0,0
32,100,0.60,0,0,0
63,58,0.00,0,0,0
60,113,0.90,406,0,0
43,10,0.10,0,0,0
59,142,2.70,0,0,0
62,128,2.50,0,0,0
30,131,0.50,0,0,1
54,88,1.00,122,0,0
30,101,0.60,0,0,0
31,70,1.75,0,1,0
44,122,0.30,0,0,0
32,70,1.50,0,0,0
63,148,4.30,0,0,1
57,43,2.10,166,0,0
60,31,1.50,0,0,0
37,35,0.80,0,0,0
53,81,2.60,0,0,0
51,19,1.40,98,0,0
30,98,1.80,129,1,0
28,101,2.10,0,0,0
50,81,0.40,0,0,0
52,135,0.60,452,0,0
56,34,0.70,0,0,0
40,104,3.40,249,0,0
64,29,0.70,0,0,0
61,119,5.40,0,0,1
46,82,1.70,0,0,0
55,62,0.20,0,0,0
45,85,2.10,0,0,0
40,8,0.10,0,0,0
63,78,1.70,0,0,0
57,44,0.50,0,0,0
38,122,8.00,0,0,0
37,22,0.10,114,0,0
31,39,2.20,0,0,0
50,55,1.60,0,0,0
42,144,6.10,158,0,0
51,71,2.60,0,0,0
38,191,3.00,0,0,0
53,22,0.50,100,0,0
43,158,2.40,0,0,0
35,131,0.30,0,1,1
49,75,2.80,160,0,0
28,69,0.70,170,0,0
51,39,0.80,0,0,0
39,34,1.70,0,0,0
31,32,1.70,0,0,0
44,129,5.70,0,0,0
46,158,5.40,432,0,1
42,54,1.80,0,0,0
41,34,2.00,0,0,0
23,45,0.60,0,0,0
59,68,2.30,0,0,0
47,53,1.50,0,0,0
48,32,0.10,0,0,0
58,173,7.20,0,0,1
58,31,0.40,0,0,0
54,72,3.70,144,0,0
49,30,0.40,157,1,0
63,138,2.50,0,0,0
62,18,1.50,127,0,0
45,69,2.80,220,0,0
39,58,2.10,247,0,0
58,63,1.50,0,0,0
56,43,0.30,0,0,0
29,28,0.20,0,0,0
33,38,2.10,133,0,0
55,72,0.30,147,0,0
56,64,0.90,0,0,0
36,70,2.60,165,0,0
53,12,0.30,0,0,0
57,159,0.50,0,0,0
35,103,4.50,0,0,0
43,42,0.30,0,0,0
54,48,2.10,142,0,0
29,49,1.50,0,0,0
39,89,0.40,0,0,0
32,22,0.70,0,0,0
51,10,0.20,86,0,0
50,38,1.30,120,0,0
54,49,2.10,95,0,0
38,30,1.40,0,0,0
32,82,2.60,240,1,0
62,82,0.80,312,0,0
57,24,0.10,0,0,0
47,32,0.60,156,0,0
51,34,0.90,111,0,0
54,195,4.75,477,0,1
26,61,2.20,119,0,0
37,22,0.10,0,0,0
27,40,1.00,0,0,0
63,50,2.80,205,0,0
62,35,0.70,0,0,0
59,64,0.30,0,0,0
32,49,2.30,0,0,0
35,44,1.00,192,0,0
56,65,3.70,0,0,0
55,13,0.70,0,0,0
31,84,2.90,105,0,0
54,28,0.20,101,0,0
58,108,4.40,0,0,0
48,59,0.00,144,0,0
48,163,2.40,396,0,0
33,183,8.80,582,0,1
36,69,4.00,0,0,0
41,115,7.00,0,0,0
55,130,6.50,0,0,1
63,185,7.90,358,0,1
53,118,0.30,0,0,0
38,163,4.10,0,0,0
46,140,6.30,380,0,0
59,91,0.70,0,0,0
56,61,1.30,0,0,0
59,168,4.10,0,0,1
39,69,0.90,0,0,0
47,22,0.20,104,0,0
47,53,0.30,213,0,0
53,25,1.00,0,1,0
36,115,2.20,0,0,1
34,31,1.10,85,1,0
36,83,2.80,0,0,0
60,152,6.90,0,0,0
45,30,0.10,0,0,0
27,34,0.20,0,0,0
47,44,1.40,0,0,0
44,182,7.60,0,0,0
54,44,1.50,117,0,0
57,122,6.00,153,1,0
52,35,1.80,0,0,0
51,91,0.80,0,0,0
57,30,2.00,0,0,0
65,53,2.50,0,0,0
58,28,0.30,0,0,0
64,85,3.40,200,0,0
52,28,0.70,90,0,0
58,41,0.40,177,0,0
52,154,5.00,0,1,1
43,41,0.30,0,0,0
56,33,1.50,0,0,0
37,182,5.80,0,0,1
53,59,0.80,0,0,0
27,129,3.30,0,0,0
53,35,0.90,136,0,0
42,185,2.20,0,1,1
58,45,1.30,201,0,0
36,62,0.10,145,0,0
53,183,8.20,467,1,1
48,14,0.10,0,0,0
54,53,2.20,0,0,0
26,48,2.60,169,0,0
50,128,0.40,0,0,0
31,105,4.00,331,0,0
35,40,0.90,0,0,0
63,10,0.40,0,0,0
29,102,3.30,303,0,0
57,31,0.10,0,0,0
30,30,0.80,158,0,0
33,21,0.60,0,0,0
62,44,0.30,0,0,0
35,48,2.50,164,0,0
37,21,0.20,0,0,0
37,84,2.20,0,0,0
35,64,0.70,230,0,0
35,82,2.50,138,0,0
59,39,1.30,0,0,0
53,45,0.80,0,0,0
45,133,5.70,0,1,1
46,152,1.40,0,0,0
40,12,1.00,91,0,0
42,32,1.50,149,0,0
25,74,2.60,204,0,0
39,54,1.10,159,0,0
30,181,4.10,0,1,1
58,75,0.00,0,0,0
41,95,0.10,240,0,0
37,190,7.30,565,1,1
36,90,2.80,0,0,0
27,20,1.00,134,0,0
60,64,2.20,0,0,0
62,85,1.70,98,0,0
67,105,1.70,0,0,0
44,21,0.20,0,0,0
24,78,1.80,0,0,0
45,158,6.67,132,0,0
58,125,4.30,219,0,0
61,81,1.80,0,0,0
54,183,8.10,0,0,0
28,54,0.60,0,0,0
49,79,3.60,212,0,0
35,38,1.50,136,0,0
36,172,1.00,295,0,1
34,184,7.50,0,0,1
36,158,7.80,114,0,0
35,188,0.90,282,0,1
27,20,0.50,0,0,0
42,60,0.20,151,0,0
65,113,2.40,0,0,0
29,70,0.00,0,0,0
65,84,0.00,0,0,0
59,23,0.20,0,0,0
46,141,3.30,0,1,0
59,110,4.40,264,0,0
52,31,1.80,0,0,0
60,22,1.30,80,0,0
43,91,5.20,0,0,0
65,82,2.40,252,0,0
50,23,0.30,0,0,0
48,35,0.10,0,0,0
49,114,2.50,0,0,1
58,18,0.10,0,0,0
24,80,1.60,238,0,0
58,74,2.30,0,0,0
45,122,4.10,0,0,1
42,73,2.33,0,0,0
64,40,1.10,0,0,0
49,55,0.10,0,0,0
55,69,2.70,0,0,0
40,92,1.40,0,0,0
28,48,2.10,0,0,0
57,113,0.60,327,0,1
50,58,1.30,0,0,0
40,109,2.20,0,0,0
55,39,1.00,0,0,0
53,33,1.90,144,0,0
48,18,0.20,0,0,0
59,63,1.60,0,0,0
58,43,2.80,0,0,0
38,70,2.00,0,0,0
49,19,0.90,0,0,0
60,39,1.30,140,0,0
54,81,0.80,0,0,0
28,34,1.30,0,0,0
27,140,5.90,175,1,1
42,114,0.30,0,0,0
52,55,3.20,151,0,0
54,21,0.10,76,0,0
56,50,2.80,0,0,0
58,41,1.50,0,0,0
56,190,2.20,0,1,1
64,8,0.30,0,0,0
35,55,1.67,0,0,0
45,40,1.30,0,0,0
57,22,0.10,0,0,0
35,44,1.67,0,0,0
46,102,4.50,0,0,1
30,54,1.80,235,0,0
44,130,3.20,0,0,1
39,75,2.33,0,0,0
42,42,1.70,0,0,0
34,133,3.80,0,0,0
46,40,1.20,0,0,0
55,34,1.50,101,0,0
28,142,0.80,0,0,0
35,64,2.30,0,1,0
60,44,1.60,170,0,0
50,95,0.30,262,0,0
52,49,1.40,0,0,0
51,12,0.20,0,0,0
51,98,1.30,0,0,0
59,42,0.40,0,0,0
53,44,0.60,0,0,0
43,124,5.20,0,0,0
31,175,6.70,0,0,0
32,22,0.30,0,0,0
41,78,2.67,99,0,0
31,54,1.00,109,0,0
41,154,7.00,0,0,0
47,42,2.70,0,0,0
37,195,6.50,635,0,0
53,80,3.00,0,0,0
49,81,2.00,0,0,0
62,89,2.00,0,0,0
33,61,2.60,0,0,0
54,25,0.40,0,0,0
27,43,0.10,163,0,0
60,122,2.60,352,0,0
29,160,4.30,385,0,0
56,83,1.60,0,0,0
55,79,0.00,0,0,0
45,30,0.50,0,0,0
33,145,4.30,437,0,0
45,151,3.30,328,0,0
44,14,0.10,98,0,0
37,19,0.20,0,0,0
42,55,0.70,135,0,0
26,132,2.40,0,0,1
33,182,8.60,0,0,0
61,78,0.50,0,0,0
31,42,2.40,0,0,0
54,44,2.30,187,0,0
62,195,5.20,522,1,1
61,53,0.50,0,0,0
66,65,2.40,0,0,0
38,43,0.20,0,0,0
55,38,1.50,0,0,0
60,50,1.80,0,0,0
23,81,1.80,0,0,0
29,41,1.90,0,0,0
35,73,2.30,0,0,0
53,31,0.40,104,0,0
32,84,0.60,0,0,0
38,95,1.90,0,0,0
44,162,1.30,301,0,1
43,60,2.20,115,0,0
54,121,1.10,0,0,1
52,43,1.00,165,1,0
31,38,1.80,182,1,0
47,82,2.90,276,0,0
42,52,1.90,0,0,0
57,43,1.50,168,0,0
33,82,2.60,0,1,0
35,161,4.10,0,0,0
56,24,0.70,0,0,0
57,102,2.60,0,0,0
25,53,2.40,0,0,0
53,85,1.20,0,0,0
59,111,4.40,0,0,0
56,90,0.30,0,0,0
54,94,1.10,188,0,0
48,63,3.60,0,0,0
55,153,2.80,0,1,1
33,39,2.00,0,0,0
46,205,8.80,181,0,0
