Loan_To_Value ratio,Driving_Flag,No_Of_PRI_ACCT,LOAN_DEFAULT,employment_status,,,,,,,,,
83.37,0,0,0,0,,,,,,,,,
89.41,0,0,0,0,,,,,,,,,
81.32,0,0,0,0,,,,,,,,,
81.67,0,0,0,0,,,,,,,,,
76.82,0,0,0,0,,,,,,,,,
84.99,0,0,0,0,,,,,,,,,
66.11,0,0,0,0,,,,,,,,,
65.37,0,0,0,0,,,,,,,,,
71.74,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
81.07,0,0,0,0,,,,,,,,,
69.91,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
45.14,0,0,0,0,,,,,,,,,
61.52,0,0,0,0,,,,,,,,,
78.19,0,0,0,0,,,,,,,,,
84.73,0,0,0,0,,,,,,,,,
50.11,0,0,0,0,,,,,,,,,
88.54,0,0,0,0,,,,,,,,,
72.37,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
68.79,0,0,0,0,,,,,,,,,
63.97,0,0,0,0,,,,,,,,,
87.8,0,0,0,0,,,,,,,,,
78.68,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
77.64,0,0,0,0,,,,,,,,,
84.88,0,0,0,0,,,,,,,,,
68.1,0,0,0,0,,,,,,,,,
64.01,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
75.66,0,0,0,0,,,,,,,,,
72.54,0,0,0,0,,,,,,,,,
63.65,0,0,0,0,,,,,,,,,
58.67,0,0,0,0,,,,,,,,,
81.3,0,0,0,0,,,,,,,,,
56.22,0,0,0,0,,,,,,,,,
83.58,0,0,0,0,,,,,,,,,
72.71,0,0,0,0,,,,,,,,,
85.36,0,0,0,0,,,,,,,,,
71.54,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
67.32,0,0,0,0,,,,,,,,,
79.29,0,0,0,0,,,,,,,,,
87.51,0,0,0,0,,,,,,,,,
87,0,0,0,0,,,,,,,,,
86.2,0,0,0,0,,,,,,,,,
52.51,0,0,0,0,,,,,,,,,
78.76,0,0,0,0,,,,,,,,,
69.33,0,0,0,0,,,,,,,,,
51.1,0,0,0,0,,,,,,,,,
83.01,0,0,0,0,,,,,,,,,
69.07,0,0,0,0,,,,,,,,,
62.87,0,0,0,0,,,,,,,,,
82.99,0,0,0,0,,,,,,,,,
78.79,0,0,0,0,,,,,,,,,
87.8,0,0,0,0,,,,,,,,,
67.51,0,0,0,0,,,,,,,,,
75.04,0,0,0,0,,,,,,,,,
65.13,0,0,0,0,,,,,,,,,
80.55,0,0,0,0,,,,,,,,,
73.46,0,0,0,0,,,,,,,,,
80.26,0,0,0,0,,,,,,,,,
76.73,0,0,0,0,,,,,,,,,
79.81,0,0,0,0,,,,,,,,,
78.74,0,0,0,0,,,,,,,,,
68.11,0,0,0,0,,,,,,,,,
67.75,0,0,0,0,,,,,,,,,
76.31,0,0,0,0,,,,,,,,,
71.05,0,0,0,0,,,,,,,,,
50.09,0,0,0,0,,,,,,,,,
63.29,0,0,0,0,,,,,,,,,
79.02,0,0,0,0,,,,,,,,,
83.89,0,0,0,0,,,,,,,,,
82.64,0,0,0,0,,,,,,,,,
81.55,0,0,0,0,,,,,,,,,
89.47,0,0,0,0,,,,,,,,,
89.47,0,0,0,0,,,,,,,,,
87.89,0,0,0,0,,,,,,,,,
84.92,0,0,0,0,,,,,,,,,
75.1,0,0,0,0,,,,,,,,,
69.52,0,0,0,0,,,,,,,,,
84.71,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
79.71,0,0,0,0,,,,,,,,,
80.53,0,0,0,0,,,,,,,,,
89.66,0,0,0,0,,,,,,,,,
89.49,0,0,0,0,,,,,,,,,
84.43,0,0,0,0,,,,,,,,,
77.3,0,0,0,0,,,,,,,,,
75.9,0,0,0,0,,,,,,,,,
89.52,0,0,0,0,,,,,,,,,
88.66,0,0,0,0,,,,,,,,,
80.81,0,0,0,0,,,,,,,,,
84.94,0,0,0,0,,,,,,,,,
83.25,0,0,0,0,,,,,,,,,
88.1,0,0,0,0,,,,,,,,,
87.03,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
89.96,0,0,0,0,,,,,,,,,
84.2,0,0,0,0,,,,,,,,,
79.86,0,0,0,0,,,,,,,,,
84.2,0,0,0,0,,,,,,,,,
79.99,0,0,0,0,,,,,,,,,
84.91,0,0,0,0,,,,,,,,,
79.32,0,0,0,0,,,,,,,,,
76.98,0,0,0,0,,,,,,,,,
89.47,0,0,0,0,,,,,,,,,
73.17,0,0,0,0,,,,,,,,,
84.72,0,0,0,0,,,,,,,,,
89.86,0,0,0,0,,,,,,,,,
82.57,0,0,0,0,,,,,,,,,
84.2,0,0,0,0,,,,,,,,,
89.43,0,0,0,0,,,,,,,,,
77.41,0,0,0,0,,,,,,,,,
88.96,0,0,0,0,,,,,,,,,
78.9,0,0,0,0,,,,,,,,,
82.31,0,0,0,0,,,,,,,,,
63.24,0,0,0,0,,,,,,,,,
77.19,0,0,0,0,,,,,,,,,
89.47,0,0,0,0,,,,,,,,,
89.26,0,0,0,0,,,,,,,,,
74.02,0,0,0,0,,,,,,,,,
84.27,0,0,0,0,,,,,,,,,
89.83,0,0,0,0,,,,,,,,,
74.55,0,0,0,0,,,,,,,,,
81.42,0,0,0,0,,,,,,,,,
88.69,0,0,0,0,,,,,,,,,
80.53,0,0,0,0,,,,,,,,,
89.47,0,0,0,0,,,,,,,,,
84.05,0,0,0,0,,,,,,,,,
74.52,0,0,0,0,,,,,,,,,
76.41,0,0,0,0,,,,,,,,,
74.94,0,0,0,0,,,,,,,,,
85,0,0,0,0,,,,,,,,,
78.02,0,0,0,0,,,,,,,,,
88.66,0,0,0,0,,,,,,,,,
84.64,0,0,0,0,,,,,,,,,
73.21,0,0,0,0,,,,,,,,,
76.82,0,0,0,0,,,,,,,,,
75.9,0,0,0,0,,,,,,,,,
89.66,0,0,0,0,,,,,,,,,
83.09,0,0,0,0,,,,,,,,,
81.09,0,0,0,0,,,,,,,,,
77.45,0,0,0,0,,,,,,,,,
62.71,0,0,0,0,,,,,,,,,
88.14,0,0,0,0,,,,,,,,,
78.09,0,0,0,0,,,,,,,,,
79.71,0,0,0,0,,,,,,,,,
55.69,0,0,0,0,,,,,,,,,
84.9,0,0,0,0,,,,,,,,,
78.94,0,0,0,0,,,,,,,,,
84.95,0,0,0,0,,,,,,,,,
88.44,0,0,0,0,,,,,,,,,
77.19,0,0,0,0,,,,,,,,,
82.26,0,0,0,0,,,,,,,,,
88.66,0,0,0,0,,,,,,,,,
89.96,0,0,0,0,,,,,,,,,
74.32,0,0,0,0,,,,,,,,,
84.99,0,0,0,0,,,,,,,,,
76.13,0,0,0,0,,,,,,,,,
89.96,0,0,0,0,,,,,,,,,
68.4,0,0,0,0,,,,,,,,,
73.32,0,0,0,0,,,,,,,,,
54.6,0,0,0,0,,,,,,,,,
84.05,0,0,0,0,,,,,,,,,
78.24,0,0,0,0,,,,,,,,,
62.24,0,0,0,0,,,,,,,,,
83.91,0,0,0,0,,,,,,,,,
74.37,0,0,0,0,,,,,,,,,
84.99,0,0,0,0,,,,,,,,,
86.17,0,0,0,0,,,,,,,,,
69.89,0,0,0,0,,,,,,,,,
53.95,0,0,0,0,,,,,,,,,
64.08,0,0,0,0,,,,,,,,,
84.69,0,0,0,0,,,,,,,,,
79.73,0,0,0,0,,,,,,,,,
73.44,0,0,0,0,,,,,,,,,
67.07,0,0,0,0,,,,,,,,,
63.17,0,0,0,0,,,,,,,,,
84.88,0,0,0,0,,,,,,,,,
84,0,0,0,0,,,,,,,,,
44.62,0,0,0,0,,,,,,,,,
77.98,0,0,0,0,,,,,,,,,
72.8,0,0,0,0,,,,,,,,,
45.9,0,0,0,0,,,,,,,,,
86.65,0,0,0,0,,,,,,,,,
84.99,0,0,0,0,,,,,,,,,
88.7,0,0,0,0,,,,,,,,,
84.99,0,0,0,0,,,,,,,,,
75.07,0,0,0,0,,,,,,,,,
64.47,0,0,0,0,,,,,,,,,
77.24,0,0,0,0,,,,,,,,,
57.01,0,0,0,0,,,,,,,,,
88.01,0,0,0,0,,,,,,,,,
86.54,0,0,0,0,,,,,,,,,
59.65,0,0,0,0,,,,,,,,,
65.33,0,0,0,0,,,,,,,,,
56.3,0,0,0,0,,,,,,,,,
89.91,0,0,0,0,,,,,,,,,
55.95,0,0,0,0,,,,,,,,,
67.51,0,0,0,0,,,,,,,,,
70.88,0,0,0,0,,,,,,,,,
72.38,0,0,0,0,,,,,,,,,
37.37,0,0,0,0,,,,,,,,,
79.92,0,0,0,0,,,,,,,,,
79.98,0,0,0,0,,,,,,,,,
76.93,0,0,0,0,,,,,,,,,
65.39,0,0,0,0,,,,,,,,,
69.1,0,0,0,0,,,,,,,,,
89.59,0,0,0,0,,,,,,,,,
89.82,0,0,0,0,,,,,,,,,
88.99,0,0,0,0,,,,,,,,,
84.91,0,0,0,0,,,,,,,,,
70.58,0,0,0,0,,,,,,,,,
89.83,0,0,0,0,,,,,,,,,
68.01,0,0,0,0,,,,,,,,,
84.75,0,0,0,0,,,,,,,,,
75.07,0,0,0,0,,,,,,,,,
80.77,0,0,0,0,,,,,,,,,
63.74,0,0,0,0,,,,,,,,,
71.8,0,0,0,0,,,,,,,,,
87.94,0,0,0,0,,,,,,,,,
88.98,0,0,0,0,,,,,,,,,
72.24,0,0,0,0,,,,,,,,,
68.22,0,0,0,0,,,,,,,,,
84.13,0,0,0,0,,,,,,,,,
62.29,0,0,0,0,,,,,,,,,
74.28,0,0,0,0,,,,,,,,,
84.46,0,0,0,0,,,,,,,,,
45.89,0,0,0,0,,,,,,,,,
80.82,0,0,0,0,,,,,,,,,
86.4,0,0,0,0,,,,,,,,,
87.88,0,0,0,0,,,,,,,,,
82.02,0,0,0,0,,,,,,,,,
60.7,0,0,0,0,,,,,,,,,
65.49,0,0,0,0,,,,,,,,,
72.08,0,0,0,0,,,,,,,,,
60.51,0,0,0,0,,,,,,,,,
76.01,0,0,0,0,,,,,,,,,
59.99,0,0,0,0,,,,,,,,,
88.88,0,0,0,0,,,,,,,,,
88.59,0,0,0,0,,,,,,,,,
72.84,0,0,0,0,,,,,,,,,
82.3,0,0,0,0,,,,,,,,,
62.01,0,0,0,0,,,,,,,,,
63.48,0,0,0,0,,,,,,,,,
72.81,0,0,0,0,,,,,,,,,
76.69,0,0,0,0,,,,,,,,,
62.83,1,0,0,0,,,,,,,,,
65.78,1,0,1,0,,,,,,,,,
53.48,1,0,0,0,,,,,,,,,
64.84,1,0,0,0,,,,,,,,,
81.39,1,0,1,0,,,,,,,,,
58.54,1,1,0,1,,,,,,,,,
73.81,1,1,0,1,,,,,,,,,
71.91,1,1,1,1,,,,,,,,,
63.84,1,1,0,1,,,,,,,,,
47.75,1,1,0,1,,,,,,,,,
53.64,1,1,0,1,,,,,,,,,
58.49,1,1,0,1,,,,,,,,,
53.21,1,1,0,1,,,,,,,,,
72.35,1,1,1,1,,,,,,,,,
74.34,0,1,1,1,,,,,,,,,
65.73,0,1,1,1,,,,,,,,,
67.82,0,1,1,1,,,,,,,,,
69.72,0,1,1,1,,,,,,,,,
89.33,0,1,1,1,,,,,,,,,
78.32,0,1,1,1,,,,,,,,,
76.16,0,1,1,1,,,,,,,,,
68.3,0,1,1,1,,,,,,,,,
88.79,0,1,1,1,,,,,,,,,
68.85,0,1,1,1,,,,,,,,,
59.94,0,1,1,1,,,,,,,,,
59.03,0,1,1,1,,,,,,,,,
38.12,0,1,1,1,,,,,,,,,
78.01,0,1,1,1,,,,,,,,,
86.84,0,1,1,1,,,,,,,,,
80.41,0,1,1,1,,,,,,,,,
73.57,0,1,1,1,,,,,,,,,
77.56,0,1,1,1,,,,,,,,,
49.67,0,1,1,1,,,,,,,,,
65.01,0,1,1,1,,,,,,,,,
88.08,0,1,1,1,,,,,,,,,
68.2,0,1,1,1,,,,,,,,,
65.19,0,1,1,1,,,,,,,,,
77.48,0,1,1,1,,,,,,,,,
81.08,0,1,1,1,,,,,,,,,
71.19,0,1,1,1,,,,,,,,,
63.27,0,1,1,1,,,,,,,,,
84.73,0,1,1,1,,,,,,,,,
88.45,0,1,1,1,,,,,,,,,
69.43,0,1,1,1,,,,,,,,,
85,0,1,1,1,,,,,,,,,
52.55,0,1,1,1,,,,,,,,,
86.52,0,1,1,1,,,,,,,,,
59.31,0,1,1,1,,,,,,,,,
79.96,0,1,1,1,,,,,,,,,
65.52,0,1,1,1,,,,,,,,,
59.54,0,1,1,1,,,,,,,,,
74.18,0,1,1,1,,,,,,,,,
75.6,0,1,0,1,,,,,,,,,
18.57,0,1,0,1,,,,,,,,,
63.42,0,1,0,1,,,,,,,,,
69.1,0,1,0,1,,,,,,,,,
68.17,0,1,0,1,,,,,,,,,
73.63,0,1,0,1,,,,,,,,,
69.79,0,1,0,1,,,,,,,,,
53.93,0,1,0,1,,,,,,,,,
56.39,0,1,0,1,,,,,,,,,
52.08,0,1,0,1,,,,,,,,,
67.77,0,1,0,1,,,,,,,,,
64.26,0,1,0,1,,,,,,,,,
81.57,0,1,0,1,,,,,,,,,
72.83,0,1,0,1,,,,,,,,,
69.84,0,1,0,1,,,,,,,,,
46.78,0,1,0,1,,,,,,,,,
69.54,0,1,0,1,,,,,,,,,
73.74,0,1,0,1,,,,,,,,,
53.29,0,1,0,1,,,,,,,,,
39.11,0,1,0,1,,,,,,,,,
35.74,0,1,0,1,,,,,,,,,
64,0,1,0,1,,,,,,,,,
64.67,0,1,0,1,,,,,,,,,
79.63,0,1,0,1,,,,,,,,,
69.65,0,1,0,1,,,,,,,,,
74.4,0,1,0,1,,,,,,,,,
69.57,0,1,0,1,,,,,,,,,
77.78,0,1,0,1,,,,,,,,,
78.31,0,1,0,1,,,,,,,,,
88,0,1,0,1,,,,,,,,,
69.86,0,1,0,1,,,,,,,,,
46.22,0,1,0,1,,,,,,,,,
73.67,0,1,0,1,,,,,,,,,
67.69,0,1,0,1,,,,,,,,,
74.05,0,1,0,1,,,,,,,,,
55.44,0,1,0,1,,,,,,,,,
74.44,0,1,0,1,,,,,,,,,
48.15,0,1,0,1,,,,,,,,,
80.96,0,1,0,1,,,,,,,,,
59.24,0,1,0,1,,,,,,,,,
62.5,0,1,0,1,,,,,,,,,
86.7,0,1,0,1,,,,,,,,,
87.68,0,1,0,1,,,,,,,,,
60,0,1,0,1,,,,,,,,,
78.39,0,1,0,1,,,,,,,,,
73.11,0,1,0,1,,,,,,,,,
79.08,0,1,0,1,,,,,,,,,
76.24,0,1,0,1,,,,,,,,,
57.06,0,1,0,1,,,,,,,,,
52.07,0,1,0,1,,,,,,,,,
66.29,0,1,0,1,,,,,,,,,
84.67,0,1,0,1,,,,,,,,,
57.61,0,1,0,1,,,,,,,,,
69.4,0,1,0,1,,,,,,,,,
78.7,0,1,0,1,,,,,,,,,
67.3,0,1,0,1,,,,,,,,,
81.7,0,1,0,1,,,,,,,,,
71.84,0,1,0,1,,,,,,,,,
73.13,0,1,0,1,,,,,,,,,
54.76,0,1,0,1,,,,,,,,,
47.77,0,1,0,1,,,,,,,,,
66.1,0,1,0,1,,,,,,,,,
72.79,0,1,0,1,,,,,,,,,
74.7,0,1,0,1,,,,,,,,,
77.49,0,1,0,1,,,,,,,,,
79.06,0,1,0,1,,,,,,,,,
73.08,0,1,0,1,,,,,,,,,
74.7,0,1,0,1,,,,,,,,,
50.12,0,1,0,1,,,,,,,,,
75.71,0,1,0,1,,,,,,,,,
79.35,0,1,0,1,,,,,,,,,
89.43,0,1,0,1,,,,,,,,,
57.17,0,1,0,1,,,,,,,,,
58.75,0,1,0,1,,,,,,,,,
61.56,0,1,0,1,,,,,,,,,
54.39,0,1,0,1,,,,,,,,,
68,0,1,0,1,,,,,,,,,
66.66,0,1,0,1,,,,,,,,,
60.42,0,1,0,1,,,,,,,,,
83.19,0,1,0,1,,,,,,,,,
80.86,0,1,0,1,,,,,,,,,
63.55,0,1,0,1,,,,,,,,,
71.97,0,1,0,1,,,,,,,,,
88.33,0,1,0,1,,,,,,,,,
61.87,0,1,0,1,,,,,,,,,
62.63,0,1,0,1,,,,,,,,,
67.59,0,1,0,1,,,,,,,,,
68.16,0,1,0,1,,,,,,,,,
62.67,0,1,0,0,,,,,,,,,
49.62,0,1,0,0,,,,,,,,,
74.04,0,1,0,2,,,,,,,,,
78.63,0,1,1,0,,,,,,,,,
46.45,0,1,0,0,,,,,,,,,
74.33,0,1,0,0,,,,,,,,,
63.7,0,1,0,0,,,,,,,,,
69.57,0,1,0,0,,,,,,,,,
75.92,0,1,0,0,,,,,,,,,
85.9,0,1,0,0,,,,,,,,,
90,0,1,0,0,,,,,,,,,
74.95,0,1,0,0,,,,,,,,,
78.58,0,1,0,0,,,,,,,,,
69.85,0,1,1,0,,,,,,,,,
86.87,0,1,0,0,,,,,,,,,
79.99,0,1,0,0,,,,,,,,,
61.59,0,1,0,0,,,,,,,,,
65.52,0,1,0,0,,,,,,,,,
81.19,0,1,1,0,,,,,,,,,
47.04,0,1,0,0,,,,,,,,,
89.18,0,1,0,0,,,,,,,,,
62.49,0,1,0,0,,,,,,,,,
21.57,0,1,0,0,,,,,,,,,
57.84,0,1,0,0,,,,,,,,,
58.35,0,1,0,0,,,,,,,,,
64.55,0,1,0,0,,,,,,,,,
71.89,0,1,0,0,,,,,,,,,
89.66,0,1,0,1,,,,,,,,,
77.15,0,1,0,1,,,,,,,,,
79.86,0,1,1,1,,,,,,,,,
75.24,0,1,0,1,,,,,,,,,
79.53,0,1,0,0,,,,,,,,,
84.85,0,1,0,1,,,,,,,,,
89.8,0,1,0,1,,,,,,,,,
74.28,0,1,0,1,,,,,,,,,
85,0,1,1,0,,,,,,,,,
89.93,0,1,1,1,,,,,,,,,
68.58,0,1,0,1,,,,,,,,,
82.07,0,1,0,1,,,,,,,,,
73.87,0,1,0,1,,,,,,,,,
75.48,0,1,0,0,,,,,,,,,
82.3,0,1,0,0,,,,,,,,,
72.56,0,1,0,1,,,,,,,,,
76.29,0,1,1,1,,,,,,,,,
57.06,0,1,0,0,,,,,,,,,
53.56,0,1,0,0,,,,,,,,,
70.78,0,1,0,0,,,,,,,,,
89.41,0,1,0,0,,,,,,,,,
79.88,0,1,0,1,,,,,,,,,
81.58,0,1,0,0,,,,,,,,,
85,0,1,0,1,,,,,,,,,
41.98,0,1,0,1,,,,,,,,,
62.39,0,1,0,0,,,,,,,,,
79.99,0,1,0,0,,,,,,,,,
67.23,0,1,0,1,,,,,,,,,
76.98,0,1,0,1,,,,,,,,,
85,0,1,1,1,,,,,,,,,
85.86,0,1,0,1,,,,,,,,,
85.11,0,1,0,1,,,,,,,,,
49.73,0,1,0,1,,,,,,,,,
83.27,0,1,0,1,,,,,,,,,
94.81,1,1,0,0,,,,,,,,,
57.97,0,1,0,1,,,,,,,,,
83.64,0,1,0,0,,,,,,,,,
76.89,0,1,0,1,,,,,,,,,
76.63,0,1,0,1,,,,,,,,,
89.36,0,1,0,0,,,,,,,,,
71.72,0,1,0,0,,,,,,,,,
54.77,0,1,0,0,,,,,,,,,
89.61,0,1,0,0,,,,,,,,,
71.66,0,1,0,1,,,,,,,,,
72.25,0,1,0,0,,,,,,,,,
60.79,0,1,0,1,,,,,,,,,
55.19,0,1,0,1,,,,,,,,,
79.45,0,1,0,0,,,,,,,,,
86.17,0,1,0,0,,,,,,,,,
74.56,0,1,0,0,,,,,,,,,
57.53,0,1,0,1,,,,,,,,,
87.76,0,1,1,1,,,,,,,,,
77.8,0,1,0,1,,,,,,,,,
89.66,0,1,0,2,,,,,,,,,
69.74,0,1,0,0,,,,,,,,,
89.96,0,1,0,2,,,,,,,,,
83.89,0,1,0,0,,,,,,,,,
81.52,0,1,1,0,,,,,,,,,
89.96,0,1,0,0,,,,,,,,,
76.74,0,1,0,0,,,,,,,,,
82.03,0,1,0,0,,,,,,,,,
76.87,0,1,1,1,,,,,,,,,
84.88,0,1,0,1,,,,,,,,,
74.67,0,1,0,0,,,,,,,,,
79.27,0,1,0,0,,,,,,,,,
73.21,0,1,0,0,,,,,,,,,
82.29,0,1,0,0,,,,,,,,,
87.15,0,1,0,1,,,,,,,,,
62.86,0,1,0,0,,,,,,,,,
74.16,0,1,0,1,,,,,,,,,
67.99,0,1,0,0,,,,,,,,,
67.8,0,1,0,1,,,,,,,,,
63.25,0,1,0,0,,,,,,,,,
61.76,0,1,0,1,,,,,,,,,
62.82,0,1,0,0,,,,,,,,,
68.81,0,1,0,0,,,,,,,,,
72.28,0,1,0,0,,,,,,,,,
85.83,0,1,0,0,,,,,,,,,
76,0,1,1,0,,,,,,,,,
69.31,0,1,1,1,,,,,,,,,
86.57,0,1,0,1,,,,,,,,,
74.67,0,1,1,0,,,,,,,,,
75.55,0,1,0,0,,,,,,,,,
81.33,0,1,0,0,,,,,,,,,
86.98,0,1,0,0,,,,,,,,,
89.98,0,1,0,1,,,,,,,,,
73.23,0,1,1,0,,,,,,,,,
71.05,0,1,0,1,,,,,,,,,
89.06,0,1,0,0,,,,,,,,,
86.27,0,1,0,1,,,,,,,,,
70,0,1,0,1,,,,,,,,,
73.49,0,1,1,1,,,,,,,,,
70.55,0,1,0,0,,,,,,,,,
74.49,0,1,1,1,,,,,,,,,
73.62,0,1,0,0,,,,,,,,,
64.45,0,1,0,0,,,,,,,,,
65.65,0,1,0,1,,,,,,,,,
68.27,0,1,0,1,,,,,,,,,
77.79,0,1,0,1,,,,,,,,,
78,0,1,0,0,,,,,,,,,
67.39,0,1,0,1,,,,,,,,,
69.02,0,1,0,1,,,,,,,,,
82.17,0,1,0,0,,,,,,,,,
82.71,0,1,0,1,,,,,,,,,
67.53,1,1,0,0,,,,,,,,,
64.49,0,1,0,0,,,,,,,,,
72.5,0,1,1,0,,,,,,,,,
64.4,0,1,0,1,,,,,,,,,
74.5,0,1,0,1,,,,,,,,,
84.92,0,1,0,1,,,,,,,,,
64.93,0,1,0,1,,,,,,,,,
50.19,1,1,0,0,,,,,,,,,
77.56,0,1,1,1,,,,,,,,,
71.97,0,1,0,1,,,,,,,,,
71.91,0,1,1,0,,,,,,,,,
73.5,0,1,0,0,,,,,,,,,
74.9,0,1,0,0,,,,,,,,,
50.04,0,1,1,1,,,,,,,,,
73.62,0,1,0,0,,,,,,,,,
68.97,0,1,0,1,,,,,,,,,
73.28,0,1,0,0,,,,,,,,,
73.73,0,1,1,0,,,,,,,,,
68.31,0,1,1,1,,,,,,,,,
62.03,0,1,0,0,,,,,,,,,
83.04,0,1,0,1,,,,,,,,,
55.51,0,1,0,1,,,,,,,,,
72.93,0,1,1,1,,,,,,,,,
72.5,0,1,1,1,,,,,,,,,
61.84,0,1,0,1,,,,,,,,,
56.53,1,1,0,0,,,,,,,,,
47.36,0,1,0,1,,,,,,,,,
63.05,0,1,0,0,,,,,,,,,
56.75,0,1,0,1,,,,,,,,,
78.17,0,1,0,1,,,,,,,,,
56.89,0,1,0,1,,,,,,,,,
69.33,0,1,0,0,,,,,,,,,
69.79,0,1,0,1,,,,,,,,,
61.86,0,1,0,0,,,,,,,,,
55,0,1,1,1,,,,,,,,,
74.76,0,1,0,0,,,,,,,,,
61.13,0,1,0,1,,,,,,,,,
52.76,0,1,0,0,,,,,,,,,
68.17,0,1,1,1,,,,,,,,,
64.93,0,1,1,1,,,,,,,,,
64.54,0,1,0,0,,,,,,,,,
72.09,0,1,0,1,,,,,,,,,
74.89,1,1,1,0,,,,,,,,,
79.96,0,1,0,1,,,,,,,,,
79,0,1,0,1,,,,,,,,,
70,0,1,0,1,,,,,,,,,
92.22,0,1,0,0,,,,,,,,,
65,0,1,0,1,,,,,,,,,
74.07,0,1,0,0,,,,,,,,,
64.58,1,1,0,0,,,,,,,,,
64.66,0,1,0,1,,,,,,,,,
58.29,0,1,0,1,,,,,,,,,
68.35,0,1,0,0,,,,,,,,,
78.5,0,1,0,0,,,,,,,,,
75.85,0,1,0,0,,,,,,,,,
75.9,0,1,0,0,,,,,,,,,
79.19,0,1,1,0,,,,,,,,,
75.42,0,1,0,0,,,,,,,,,
79.85,0,1,1,0,,,,,,,,,
71.58,0,1,0,1,,,,,,,,,
54.82,0,1,0,1,,,,,,,,,
80.73,0,1,0,0,,,,,,,,,
78.82,0,1,0,0,,,,,,,,,
80.93,0,1,1,0,,,,,,,,,
77.37,0,1,1,0,,,,,,,,,
84.65,0,1,1,1,,,,,,,,,
79.96,0,1,0,1,,,,,,,,,
88.93,0,1,0,1,,,,,,,,,
81.85,0,1,0,1,,,,,,,,,
84.94,0,1,1,0,,,,,,,,,
54.62,0,1,0,1,,,,,,,,,
78.86,0,1,0,0,,,,,,,,,
84.57,0,1,0,0,,,,,,,,,
83.13,0,1,0,1,,,,,,,,,
71.07,0,1,0,1,,,,,,,,,
71.49,0,1,0,1,,,,,,,,,
56.18,0,1,0,0,,,,,,,,,
63.62,0,1,0,1,,,,,,,,,
61.05,0,1,0,1,,,,,,,,,
59.32,0,1,0,1,,,,,,,,,
74.59,0,1,1,1,,,,,,,,,
74.89,0,1,1,1,,,,,,,,,
42.47,0,1,0,1,,,,,,,,,
63.99,0,1,1,0,,,,,,,,,
49.34,0,1,0,0,,,,,,,,,
56.69,0,1,0,0,,,,,,,,,
77.3,0,1,1,0,,,,,,,,,
76.18,0,1,0,1,,,,,,,,,
49.35,0,1,0,1,,,,,,,,,
89.78,0,1,0,1,,,,,,,,,
58.87,0,1,0,1,,,,,,,,,
68.46,0,1,0,0,,,,,,,,,
49.3,0,1,0,1,,,,,,,,,
89.16,0,1,0,0,,,,,,,,,
77.73,0,1,0,1,,,,,,,,,
64.8,0,1,0,1,,,,,,,,,
71.66,0,1,0,1,,,,,,,,,
80.4,0,1,0,1,,,,,,,,,
79,0,1,0,1,,,,,,,,,
73.45,0,1,0,1,,,,,,,,,
79.25,0,1,1,0,,,,,,,,,
68.34,0,1,0,0,,,,,,,,,
71.87,0,1,1,0,,,,,,,,,
85.49,0,1,0,1,,,,,,,,,
72.75,0,1,0,1,,,,,,,,,
69.63,0,1,0,1,,,,,,,,,
79.49,0,1,1,0,,,,,,,,,
75.82,0,1,0,0,,,,,,,,,
59.26,0,1,0,0,,,,,,,,,
52.06,0,1,0,1,,,,,,,,,
79.81,0,1,0,1,,,,,,,,,
89.42,0,1,1,0,,,,,,,,,
89.3,0,1,0,0,,,,,,,,,
42.04,0,1,0,0,,,,,,,,,
73.22,0,1,0,0,,,,,,,,,
49.54,0,1,0,0,,,,,,,,,
87.92,0,1,0,0,,,,,,,,,
48.6,0,1,0,0,,,,,,,,,
72.73,0,1,0,0,,,,,,,,,
60.34,0,1,0,0,,,,,,,,,
71.6,0,1,0,0,,,,,,,,,
82.93,0,1,0,1,,,,,,,,,
89.43,0,1,0,0,,,,,,,,,
66.61,1,1,0,1,,,,,,,,,
58.9,0,1,1,1,,,,,,,,,
89.75,0,1,0,1,,,,,,,,,
89.19,0,1,1,1,,,,,,,,,
86.17,0,1,0,1,,,,,,,,,
81.29,0,1,0,0,,,,,,,,,
81.39,1,1,1,0,,,,,,,,,
77.12,0,1,0,1,,,,,,,,,
81.35,0,1,0,1,,,,,,,,,
72.32,0,1,0,0,,,,,,,,,
76.42,0,1,0,0,,,,,,,,,
88.85,0,1,1,1,,,,,,,,,
84.47,0,1,0,0,,,,,,,,,
77.38,0,1,0,1,,,,,,,,,
74.14,0,1,0,1,,,,,,,,,
79.9,0,1,0,0,,,,,,,,,
67.36,0,1,0,1,,,,,,,,,
77.57,0,1,0,0,,,,,,,,,
80.36,0,1,0,1,,,,,,,,,
74.94,0,1,0,0,,,,,,,,,
84.99,0,1,0,0,,,,,,,,,
62.19,0,1,0,1,,,,,,,,,
64.77,0,1,0,0,,,,,,,,,
